"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenDeelnemersStudenten_1"
"24830293";"T001038";"11600";"A041867";"T001040";"GM0518";"2019SJ00";"     979"
"24845140";"T001038";"11600";"A041867";"1012600";"GM0518";"2019SJ00";"     364"
"24859987";"T001038";"11600";"A041867";"2012605";"GM0518";"2019SJ00";"     615"
"24874834";"T001038";"11600";"A041867";"2012655";"GM0518";"2019SJ00";"      74"
"24889681";"T001038";"11600";"A041867";"2012657";"GM0518";"2019SJ00";"     541"
"24904528";"T001038";"11600";"A041867";"H008766";"GM0518";"2019SJ00";"     138"
"24919375";"T001038";"11600";"A041867";"H008673";"GM0518";"2019SJ00";"     157"
"24934222";"T001038";"11600";"A041867";"H008751";"GM0518";"2019SJ00";"     128"
"24949069";"T001038";"11600";"A041867";"H007119";"GM0518";"2019SJ00";"      23"
"24963916";"T001038";"11600";"A041867";"A008187";"GM0518";"2019SJ00";"      95"
"24978763";"T001038";"11600";"A041867";"2012659";"GM0518";"2019SJ00";"       0"
"24993610";"T001038";"11600";"A041868";"T001040";"GM0518";"2019SJ00";"     936"
"25008457";"T001038";"11600";"A041868";"1012600";"GM0518";"2019SJ00";"     333"
"25023304";"T001038";"11600";"A041868";"2012605";"GM0518";"2019SJ00";"     603"
"25038151";"T001038";"11600";"A041868";"2012655";"GM0518";"2019SJ00";"      71"
"25052998";"T001038";"11600";"A041868";"2012657";"GM0518";"2019SJ00";"     532"
"25067845";"T001038";"11600";"A041868";"H008766";"GM0518";"2019SJ00";"     133"
"25082692";"T001038";"11600";"A041868";"H008673";"GM0518";"2019SJ00";"     153"
"25097539";"T001038";"11600";"A041868";"H008751";"GM0518";"2019SJ00";"     128"
"25112386";"T001038";"11600";"A041868";"H007119";"GM0518";"2019SJ00";"      23"
"25127233";"T001038";"11600";"A041868";"A008187";"GM0518";"2019SJ00";"      95"
"25142080";"T001038";"11600";"A041868";"2012659";"GM0518";"2019SJ00";"       0"
"25156927";"T001038";"11600";"A025293";"T001040";"GM0518";"2019SJ00";"      43"
"25171774";"T001038";"11600";"A025293";"1012600";"GM0518";"2019SJ00";"      31"
"25186621";"T001038";"11600";"A025293";"2012605";"GM0518";"2019SJ00";"      12"
"25201468";"T001038";"11600";"A025293";"2012655";"GM0518";"2019SJ00";"       3"
"25216315";"T001038";"11600";"A025293";"2012657";"GM0518";"2019SJ00";"       9"
"25231162";"T001038";"11600";"A025293";"H008766";"GM0518";"2019SJ00";"       5"
"25246009";"T001038";"11600";"A025293";"H008673";"GM0518";"2019SJ00";"       4"
"25260856";"T001038";"11600";"A025293";"H008751";"GM0518";"2019SJ00";"       0"
"25275703";"T001038";"11600";"A025293";"H007119";"GM0518";"2019SJ00";"       0"
"25290550";"T001038";"11600";"A025293";"A008187";"GM0518";"2019SJ00";"       0"
"25305397";"T001038";"11600";"A025293";"2012659";"GM0518";"2019SJ00";"       0"
"25320244";"T001038";"11600";"A041751";"T001040";"GM0518";"2019SJ00";"      64"
"25335091";"T001038";"11600";"A041751";"1012600";"GM0518";"2019SJ00";"      19"
"25349938";"T001038";"11600";"A041751";"2012605";"GM0518";"2019SJ00";"      45"
"25364785";"T001038";"11600";"A041751";"2012655";"GM0518";"2019SJ00";"       4"
"25379632";"T001038";"11600";"A041751";"2012657";"GM0518";"2019SJ00";"      41"
"25394479";"T001038";"11600";"A041751";"H008766";"GM0518";"2019SJ00";"      10"
"25409326";"T001038";"11600";"A041751";"H008673";"GM0518";"2019SJ00";"      13"
"25424173";"T001038";"11600";"A041751";"H008751";"GM0518";"2019SJ00";"       5"
"25439020";"T001038";"11600";"A041751";"H007119";"GM0518";"2019SJ00";"       2"
"25453867";"T001038";"11600";"A041751";"A008187";"GM0518";"2019SJ00";"      11"
"25468714";"T001038";"11600";"A041751";"2012659";"GM0518";"2019SJ00";"       0"
"25483561";"T001038";"11600";"A041755";"T001040";"GM0518";"2019SJ00";"     200"
"25498408";"T001038";"11600";"A041755";"1012600";"GM0518";"2019SJ00";"      54"
"25513255";"T001038";"11600";"A041755";"2012605";"GM0518";"2019SJ00";"     146"
"25528102";"T001038";"11600";"A041755";"2012655";"GM0518";"2019SJ00";"      21"
"25542949";"T001038";"11600";"A041755";"2012657";"GM0518";"2019SJ00";"     125"
"25557796";"T001038";"11600";"A041755";"H008766";"GM0518";"2019SJ00";"      38"
"25572643";"T001038";"11600";"A041755";"H008673";"GM0518";"2019SJ00";"      39"
"25587490";"T001038";"11600";"A041755";"H008751";"GM0518";"2019SJ00";"      15"
"25602337";"T001038";"11600";"A041755";"H007119";"GM0518";"2019SJ00";"       5"
"25617184";"T001038";"11600";"A041755";"A008187";"GM0518";"2019SJ00";"      28"
"25632031";"T001038";"11600";"A041755";"2012659";"GM0518";"2019SJ00";"       0"
"25646878";"T001038";"11600";"A041759";"T001040";"GM0518";"2019SJ00";"      92"
"25661725";"T001038";"11600";"A041759";"1012600";"GM0518";"2019SJ00";"      47"
"25676572";"T001038";"11600";"A041759";"2012605";"GM0518";"2019SJ00";"      45"
"25691419";"T001038";"11600";"A041759";"2012655";"GM0518";"2019SJ00";"       8"
"25706266";"T001038";"11600";"A041759";"2012657";"GM0518";"2019SJ00";"      37"
"25721113";"T001038";"11600";"A041759";"H008766";"GM0518";"2019SJ00";"       6"
"25735960";"T001038";"11600";"A041759";"H008673";"GM0518";"2019SJ00";"       8"
"25750807";"T001038";"11600";"A041759";"H008751";"GM0518";"2019SJ00";"      10"
"25765654";"T001038";"11600";"A041759";"H007119";"GM0518";"2019SJ00";"       2"
"25780501";"T001038";"11600";"A041759";"A008187";"GM0518";"2019SJ00";"      11"
"25795348";"T001038";"11600";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"25810195";"T001038";"11600";"A041924";"T001040";"GM0518";"2019SJ00";"     623"
"25825042";"T001038";"11600";"A041924";"1012600";"GM0518";"2019SJ00";"     244"
"25839889";"T001038";"11600";"A041924";"2012605";"GM0518";"2019SJ00";"     379"
"25854736";"T001038";"11600";"A041924";"2012655";"GM0518";"2019SJ00";"      41"
"25869583";"T001038";"11600";"A041924";"2012657";"GM0518";"2019SJ00";"     338"
"25884430";"T001038";"11600";"A041924";"H008766";"GM0518";"2019SJ00";"      84"
"25899277";"T001038";"11600";"A041924";"H008673";"GM0518";"2019SJ00";"      97"
"25914124";"T001038";"11600";"A041924";"H008751";"GM0518";"2019SJ00";"      98"
"25928971";"T001038";"11600";"A041924";"H007119";"GM0518";"2019SJ00";"      14"
"25943818";"T001038";"11600";"A041924";"A008187";"GM0518";"2019SJ00";"      45"
"25958665";"T001038";"11600";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"25973512";"T001038";"11600";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"25988359";"T001038";"11600";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"26003206";"T001038";"11600";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"26018053";"T001038";"11600";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"26032900";"T001038";"11600";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"26047747";"T001038";"11600";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"26062594";"T001038";"11600";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"26077441";"T001038";"11600";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"26092288";"T001038";"11600";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"26107135";"T001038";"11600";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"26121982";"T001038";"11600";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"26136829";"T001038";"11600";"A025294";"T001040";"GM0518";"2019SJ00";"       5"
"26151676";"T001038";"11600";"A025294";"1012600";"GM0518";"2019SJ00";"       2"
"26166523";"T001038";"11600";"A025294";"2012605";"GM0518";"2019SJ00";"       3"
"26181370";"T001038";"11600";"A025294";"2012655";"GM0518";"2019SJ00";"       1"
"26196217";"T001038";"11600";"A025294";"2012657";"GM0518";"2019SJ00";"       2"
"26211064";"T001038";"11600";"A025294";"H008766";"GM0518";"2019SJ00";"       0"
"26225911";"T001038";"11600";"A025294";"H008673";"GM0518";"2019SJ00";"       0"
"26240758";"T001038";"11600";"A025294";"H008751";"GM0518";"2019SJ00";"       1"
"26255605";"T001038";"11600";"A025294";"H007119";"GM0518";"2019SJ00";"       0"
"26270452";"T001038";"11600";"A025294";"A008187";"GM0518";"2019SJ00";"       1"
"26285299";"T001038";"11600";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"26300146";"T001038";"11600";"A025297";"T001040";"GM0518";"2019SJ00";"       1"
"26314993";"T001038";"11600";"A025297";"1012600";"GM0518";"2019SJ00";"       0"
"26329840";"T001038";"11600";"A025297";"2012605";"GM0518";"2019SJ00";"       1"
"26344687";"T001038";"11600";"A025297";"2012655";"GM0518";"2019SJ00";"       0"
"26359534";"T001038";"11600";"A025297";"2012657";"GM0518";"2019SJ00";"       1"
"26374381";"T001038";"11600";"A025297";"H008766";"GM0518";"2019SJ00";"       0"
"26389228";"T001038";"11600";"A025297";"H008673";"GM0518";"2019SJ00";"       1"
"26404075";"T001038";"11600";"A025297";"H008751";"GM0518";"2019SJ00";"       0"
"26418922";"T001038";"11600";"A025297";"H007119";"GM0518";"2019SJ00";"       0"
"26433769";"T001038";"11600";"A025297";"A008187";"GM0518";"2019SJ00";"       0"
"26448616";"T001038";"11600";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"26463463";"T001038";"11700";"T001345";"T001040";"GM0518";"2019SJ00";"    2738"
"26478310";"T001038";"11700";"T001345";"1012600";"GM0518";"2019SJ00";"    1178"
"26493157";"T001038";"11700";"T001345";"2012605";"GM0518";"2019SJ00";"    1542"
"26508004";"T001038";"11700";"T001345";"2012655";"GM0518";"2019SJ00";"     442"
"26522851";"T001038";"11700";"T001345";"2012657";"GM0518";"2019SJ00";"    1100"
"26537698";"T001038";"11700";"T001345";"H008766";"GM0518";"2019SJ00";"     224"
"26552545";"T001038";"11700";"T001345";"H008673";"GM0518";"2019SJ00";"     174"
"26567392";"T001038";"11700";"T001345";"H008751";"GM0518";"2019SJ00";"     238"
"26582239";"T001038";"11700";"T001345";"H007119";"GM0518";"2019SJ00";"      61"
"26597086";"T001038";"11700";"T001345";"A008187";"GM0518";"2019SJ00";"     403"
"26611933";"T001038";"11700";"T001345";"2012659";"GM0518";"2019SJ00";"      18"
"26626780";"T001038";"11700";"A041919";"T001040";"GM0518";"2019SJ00";"      53"
"26641627";"T001038";"11700";"A041919";"1012600";"GM0518";"2019SJ00";"       1"
"26656474";"T001038";"11700";"A041919";"2012605";"GM0518";"2019SJ00";"      47"
"26671321";"T001038";"11700";"A041919";"2012655";"GM0518";"2019SJ00";"       5"
"26686168";"T001038";"11700";"A041919";"2012657";"GM0518";"2019SJ00";"      42"
"26701015";"T001038";"11700";"A041919";"H008766";"GM0518";"2019SJ00";"       7"
"26715862";"T001038";"11700";"A041919";"H008673";"GM0518";"2019SJ00";"       2"
"26730709";"T001038";"11700";"A041919";"H008751";"GM0518";"2019SJ00";"       0"
"26745556";"T001038";"11700";"A041919";"H007119";"GM0518";"2019SJ00";"       1"
"26760403";"T001038";"11700";"A041919";"A008187";"GM0518";"2019SJ00";"      32"
"26775250";"T001038";"11700";"A041919";"2012659";"GM0518";"2019SJ00";"       5"
"26790097";"T001038";"11700";"A041920";"T001040";"GM0518";"2019SJ00";"    1350"
"26804944";"T001038";"11700";"A041920";"1012600";"GM0518";"2019SJ00";"     703"
"26819791";"T001038";"11700";"A041920";"2012605";"GM0518";"2019SJ00";"     640"
"26834638";"T001038";"11700";"A041920";"2012655";"GM0518";"2019SJ00";"     254"
"26849485";"T001038";"11700";"A041920";"2012657";"GM0518";"2019SJ00";"     386"
"26864332";"T001038";"11700";"A041920";"H008766";"GM0518";"2019SJ00";"      55"
"26879179";"T001038";"11700";"A041920";"H008673";"GM0518";"2019SJ00";"      59"
"26894026";"T001038";"11700";"A041920";"H008751";"GM0518";"2019SJ00";"      93"
"26908873";"T001038";"11700";"A041920";"H007119";"GM0518";"2019SJ00";"      11"
"26923720";"T001038";"11700";"A041920";"A008187";"GM0518";"2019SJ00";"     168"
"26938567";"T001038";"11700";"A041920";"2012659";"GM0518";"2019SJ00";"       7"
"26953414";"T001038";"11700";"A041921";"T001040";"GM0518";"2019SJ00";"     828"
"26968261";"T001038";"11700";"A041921";"1012600";"GM0518";"2019SJ00";"     364"
"26983108";"T001038";"11700";"A041921";"2012605";"GM0518";"2019SJ00";"     463"
"26997955";"T001038";"11700";"A041921";"2012655";"GM0518";"2019SJ00";"     105"
"27012802";"T001038";"11700";"A041921";"2012657";"GM0518";"2019SJ00";"     358"
"27027649";"T001038";"11700";"A041921";"H008766";"GM0518";"2019SJ00";"      84"
"27042496";"T001038";"11700";"A041921";"H008673";"GM0518";"2019SJ00";"      63"
"27057343";"T001038";"11700";"A041921";"H008751";"GM0518";"2019SJ00";"      93"
"27072190";"T001038";"11700";"A041921";"H007119";"GM0518";"2019SJ00";"      20"
"27087037";"T001038";"11700";"A041921";"A008187";"GM0518";"2019SJ00";"      98"
"27101884";"T001038";"11700";"A041921";"2012659";"GM0518";"2019SJ00";"       1"
"27116731";"T001038";"11700";"A041922";"T001040";"GM0518";"2019SJ00";"     142"
"27131578";"T001038";"11700";"A041922";"1012600";"GM0518";"2019SJ00";"      40"
"27146425";"T001038";"11700";"A041922";"2012605";"GM0518";"2019SJ00";"     100"
"27161272";"T001038";"11700";"A041922";"2012655";"GM0518";"2019SJ00";"      24"
"27176119";"T001038";"11700";"A041922";"2012657";"GM0518";"2019SJ00";"      76"
"27190966";"T001038";"11700";"A041922";"H008766";"GM0518";"2019SJ00";"      14"
"27205813";"T001038";"11700";"A041922";"H008673";"GM0518";"2019SJ00";"      12"
"27220660";"T001038";"11700";"A041922";"H008751";"GM0518";"2019SJ00";"      15"
"27235507";"T001038";"11700";"A041922";"H007119";"GM0518";"2019SJ00";"       7"
"27250354";"T001038";"11700";"A041922";"A008187";"GM0518";"2019SJ00";"      28"
"27265201";"T001038";"11700";"A041922";"2012659";"GM0518";"2019SJ00";"       2"
"27280048";"T001038";"11700";"A041923";"T001040";"GM0518";"2019SJ00";"     190"
"27294895";"T001038";"11700";"A041923";"1012600";"GM0518";"2019SJ00";"      37"
"27309742";"T001038";"11700";"A041923";"2012605";"GM0518";"2019SJ00";"     150"
"27324589";"T001038";"11700";"A041923";"2012655";"GM0518";"2019SJ00";"      30"
"27339436";"T001038";"11700";"A041923";"2012657";"GM0518";"2019SJ00";"     120"
"27354283";"T001038";"11700";"A041923";"H008766";"GM0518";"2019SJ00";"      29"
"27369130";"T001038";"11700";"A041923";"H008673";"GM0518";"2019SJ00";"      19"
"27383977";"T001038";"11700";"A041923";"H008751";"GM0518";"2019SJ00";"      19"
"27398824";"T001038";"11700";"A041923";"H007119";"GM0518";"2019SJ00";"       5"
"27413671";"T001038";"11700";"A041923";"A008187";"GM0518";"2019SJ00";"      48"
"27428518";"T001038";"11700";"A041923";"2012659";"GM0518";"2019SJ00";"       3"
"27443365";"T001038";"11700";"A025289";"T001040";"GM0518";"2019SJ00";"     175"
"27458212";"T001038";"11700";"A025289";"1012600";"GM0518";"2019SJ00";"      33"
"27473059";"T001038";"11700";"A025289";"2012605";"GM0518";"2019SJ00";"     142"
"27487906";"T001038";"11700";"A025289";"2012655";"GM0518";"2019SJ00";"      24"
"27502753";"T001038";"11700";"A025289";"2012657";"GM0518";"2019SJ00";"     118"
"27517600";"T001038";"11700";"A025289";"H008766";"GM0518";"2019SJ00";"      35"
"27532447";"T001038";"11700";"A025289";"H008673";"GM0518";"2019SJ00";"      19"
"27547294";"T001038";"11700";"A025289";"H008751";"GM0518";"2019SJ00";"      18"
"27562141";"T001038";"11700";"A025289";"H007119";"GM0518";"2019SJ00";"      17"
"27576988";"T001038";"11700";"A025289";"A008187";"GM0518";"2019SJ00";"      29"
"27591835";"T001038";"11700";"A025289";"2012659";"GM0518";"2019SJ00";"       0"
"27606682";"T001038";"11700";"A025300";"T001040";"GM0518";"2019SJ00";"      66"
"27621529";"T001038";"11700";"A025300";"1012600";"GM0518";"2019SJ00";"      34"
"27636376";"T001038";"11700";"A025300";"2012605";"GM0518";"2019SJ00";"      32"
"27651223";"T001038";"11700";"A025300";"2012655";"GM0518";"2019SJ00";"       5"
"27666070";"T001038";"11700";"A025300";"2012657";"GM0518";"2019SJ00";"      27"
"27680917";"T001038";"11700";"A025300";"H008766";"GM0518";"2019SJ00";"       6"
"27695764";"T001038";"11700";"A025300";"H008673";"GM0518";"2019SJ00";"       3"
"27710611";"T001038";"11700";"A025300";"H008751";"GM0518";"2019SJ00";"       6"
"27725458";"T001038";"11700";"A025300";"H007119";"GM0518";"2019SJ00";"       4"
"27740305";"T001038";"11700";"A025300";"A008187";"GM0518";"2019SJ00";"       8"
"27755152";"T001038";"11700";"A025300";"2012659";"GM0518";"2019SJ00";"       0"
"27769999";"T001038";"11700";"A041867";"T001040";"GM0518";"2019SJ00";"    2263"
"27784846";"T001038";"11700";"A041867";"1012600";"GM0518";"2019SJ00";"     793"
"27799693";"T001038";"11700";"A041867";"2012605";"GM0518";"2019SJ00";"    1469"
"27814540";"T001038";"11700";"A041867";"2012655";"GM0518";"2019SJ00";"     162"
"27829387";"T001038";"11700";"A041867";"2012657";"GM0518";"2019SJ00";"    1307"
"27844234";"T001038";"11700";"A041867";"H008766";"GM0518";"2019SJ00";"     381"
"27859081";"T001038";"11700";"A041867";"H008673";"GM0518";"2019SJ00";"     316"
"27873928";"T001038";"11700";"A041867";"H008751";"GM0518";"2019SJ00";"     265"
"27888775";"T001038";"11700";"A041867";"H007119";"GM0518";"2019SJ00";"      86"
"27903622";"T001038";"11700";"A041867";"A008187";"GM0518";"2019SJ00";"     259"
"27918469";"T001038";"11700";"A041867";"2012659";"GM0518";"2019SJ00";"       1"
"27933316";"T001038";"11700";"A041868";"T001040";"GM0518";"2019SJ00";"    2137"
"27948163";"T001038";"11700";"A041868";"1012600";"GM0518";"2019SJ00";"     711"
"27963010";"T001038";"11700";"A041868";"2012605";"GM0518";"2019SJ00";"    1425"
"27977857";"T001038";"11700";"A041868";"2012655";"GM0518";"2019SJ00";"     149"
"27992704";"T001038";"11700";"A041868";"2012657";"GM0518";"2019SJ00";"    1276"
"28007551";"T001038";"11700";"A041868";"H008766";"GM0518";"2019SJ00";"     367"
"28022398";"T001038";"11700";"A041868";"H008673";"GM0518";"2019SJ00";"     311"
"28037245";"T001038";"11700";"A041868";"H008751";"GM0518";"2019SJ00";"     259"
"28052092";"T001038";"11700";"A041868";"H007119";"GM0518";"2019SJ00";"      83"
"28066939";"T001038";"11700";"A041868";"A008187";"GM0518";"2019SJ00";"     256"
"28081786";"T001038";"11700";"A041868";"2012659";"GM0518";"2019SJ00";"       1"
"28096633";"T001038";"11700";"A025293";"T001040";"GM0518";"2019SJ00";"     126"
"28111480";"T001038";"11700";"A025293";"1012600";"GM0518";"2019SJ00";"      82"
"28126327";"T001038";"11700";"A025293";"2012605";"GM0518";"2019SJ00";"      44"
"28141174";"T001038";"11700";"A025293";"2012655";"GM0518";"2019SJ00";"      13"
"28156021";"T001038";"11700";"A025293";"2012657";"GM0518";"2019SJ00";"      31"
"28170868";"T001038";"11700";"A025293";"H008766";"GM0518";"2019SJ00";"      14"
"28185715";"T001038";"11700";"A025293";"H008673";"GM0518";"2019SJ00";"       5"
"28200562";"T001038";"11700";"A025293";"H008751";"GM0518";"2019SJ00";"       6"
"28215409";"T001038";"11700";"A025293";"H007119";"GM0518";"2019SJ00";"       3"
"28230256";"T001038";"11700";"A025293";"A008187";"GM0518";"2019SJ00";"       3"
"28245103";"T001038";"11700";"A025293";"2012659";"GM0518";"2019SJ00";"       0"
"28259950";"T001038";"11700";"A041751";"T001040";"GM0518";"2019SJ00";"     105"
"28274797";"T001038";"11700";"A041751";"1012600";"GM0518";"2019SJ00";"      26"
"28289644";"T001038";"11700";"A041751";"2012605";"GM0518";"2019SJ00";"      79"
"28304491";"T001038";"11700";"A041751";"2012655";"GM0518";"2019SJ00";"       8"
"28319338";"T001038";"11700";"A041751";"2012657";"GM0518";"2019SJ00";"      71"
"28334185";"T001038";"11700";"A041751";"H008766";"GM0518";"2019SJ00";"      20"
"28349032";"T001038";"11700";"A041751";"H008673";"GM0518";"2019SJ00";"      16"
"28363879";"T001038";"11700";"A041751";"H008751";"GM0518";"2019SJ00";"       9"
"28378726";"T001038";"11700";"A041751";"H007119";"GM0518";"2019SJ00";"       8"
"28393573";"T001038";"11700";"A041751";"A008187";"GM0518";"2019SJ00";"      18"
"28408420";"T001038";"11700";"A041751";"2012659";"GM0518";"2019SJ00";"       0"
"28423267";"T001038";"11700";"A041755";"T001040";"GM0518";"2019SJ00";"     624"
"28438114";"T001038";"11700";"A041755";"1012600";"GM0518";"2019SJ00";"     168"
"28452961";"T001038";"11700";"A041755";"2012605";"GM0518";"2019SJ00";"     455"
"28467808";"T001038";"11700";"A041755";"2012655";"GM0518";"2019SJ00";"      70"
"28482655";"T001038";"11700";"A041755";"2012657";"GM0518";"2019SJ00";"     385"
"28497502";"T001038";"11700";"A041755";"H008766";"GM0518";"2019SJ00";"     135"
"28512349";"T001038";"11700";"A041755";"H008673";"GM0518";"2019SJ00";"      90"
"28527196";"T001038";"11700";"A041755";"H008751";"GM0518";"2019SJ00";"      64"
"28542043";"T001038";"11700";"A041755";"H007119";"GM0518";"2019SJ00";"      32"
"28556890";"T001038";"11700";"A041755";"A008187";"GM0518";"2019SJ00";"      64"
"28571737";"T001038";"11700";"A041755";"2012659";"GM0518";"2019SJ00";"       1"
"28586584";"T001038";"11700";"A041759";"T001040";"GM0518";"2019SJ00";"     231"
"28601431";"T001038";"11700";"A041759";"1012600";"GM0518";"2019SJ00";"     104"
"28616278";"T001038";"11700";"A041759";"2012605";"GM0518";"2019SJ00";"     127"
"28631125";"T001038";"11700";"A041759";"2012655";"GM0518";"2019SJ00";"      17"
"28645972";"T001038";"11700";"A041759";"2012657";"GM0518";"2019SJ00";"     110"
"28660819";"T001038";"11700";"A041759";"H008766";"GM0518";"2019SJ00";"      27"
"28675666";"T001038";"11700";"A041759";"H008673";"GM0518";"2019SJ00";"      21"
"28690513";"T001038";"11700";"A041759";"H008751";"GM0518";"2019SJ00";"      28"
"28705360";"T001038";"11700";"A041759";"H007119";"GM0518";"2019SJ00";"       8"
"28720207";"T001038";"11700";"A041759";"A008187";"GM0518";"2019SJ00";"      26"
"28735054";"T001038";"11700";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"28749901";"T001038";"11700";"A041924";"T001040";"GM0518";"2019SJ00";"    1303"
"28764748";"T001038";"11700";"A041924";"1012600";"GM0518";"2019SJ00";"     495"
"28779595";"T001038";"11700";"A041924";"2012605";"GM0518";"2019SJ00";"     808"
"28794442";"T001038";"11700";"A041924";"2012655";"GM0518";"2019SJ00";"      67"
"28809289";"T001038";"11700";"A041924";"2012657";"GM0518";"2019SJ00";"     741"
"28824136";"T001038";"11700";"A041924";"H008766";"GM0518";"2019SJ00";"     199"
"28838983";"T001038";"11700";"A041924";"H008673";"GM0518";"2019SJ00";"     189"
"28853830";"T001038";"11700";"A041924";"H008751";"GM0518";"2019SJ00";"     164"
"28868677";"T001038";"11700";"A041924";"H007119";"GM0518";"2019SJ00";"      38"
"28883524";"T001038";"11700";"A041924";"A008187";"GM0518";"2019SJ00";"     151"
"28898371";"T001038";"11700";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"28913218";"T001038";"11700";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"28928065";"T001038";"11700";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"28942912";"T001038";"11700";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"28957759";"T001038";"11700";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"28972606";"T001038";"11700";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"28987453";"T001038";"11700";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"29002300";"T001038";"11700";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"29017147";"T001038";"11700";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"29031994";"T001038";"11700";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"29046841";"T001038";"11700";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"29061688";"T001038";"11700";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"29076535";"T001038";"11700";"A025294";"T001040";"GM0518";"2019SJ00";"     312"
"29091382";"T001038";"11700";"A025294";"1012600";"GM0518";"2019SJ00";"     155"
"29106229";"T001038";"11700";"A025294";"2012605";"GM0518";"2019SJ00";"     157"
"29121076";"T001038";"11700";"A025294";"2012655";"GM0518";"2019SJ00";"      26"
"29135923";"T001038";"11700";"A025294";"2012657";"GM0518";"2019SJ00";"     131"
"29150770";"T001038";"11700";"A025294";"H008766";"GM0518";"2019SJ00";"      24"
"29165617";"T001038";"11700";"A025294";"H008673";"GM0518";"2019SJ00";"      19"
"29180464";"T001038";"11700";"A025294";"H008751";"GM0518";"2019SJ00";"      43"
"29195311";"T001038";"11700";"A025294";"H007119";"GM0518";"2019SJ00";"       9"
"29210158";"T001038";"11700";"A025294";"A008187";"GM0518";"2019SJ00";"      36"
"29225005";"T001038";"11700";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"29239852";"T001038";"11700";"A025297";"T001040";"GM0518";"2019SJ00";"      27"
"29254699";"T001038";"11700";"A025297";"1012600";"GM0518";"2019SJ00";"       9"
"29269546";"T001038";"11700";"A025297";"2012605";"GM0518";"2019SJ00";"      18"
"29284393";"T001038";"11700";"A025297";"2012655";"GM0518";"2019SJ00";"       8"
"29299240";"T001038";"11700";"A025297";"2012657";"GM0518";"2019SJ00";"      10"
"29314087";"T001038";"11700";"A025297";"H008766";"GM0518";"2019SJ00";"       1"
"29328934";"T001038";"11700";"A025297";"H008673";"GM0518";"2019SJ00";"       1"
"29343781";"T001038";"11700";"A025297";"H008751";"GM0518";"2019SJ00";"       4"
"29358628";"T001038";"11700";"A025297";"H007119";"GM0518";"2019SJ00";"       1"
"29373475";"T001038";"11700";"A025297";"A008187";"GM0518";"2019SJ00";"       3"
"29388322";"T001038";"11700";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"29403169";"T001038";"11800";"T001345";"T001040";"GM0518";"2019SJ00";"     948"
"29418016";"T001038";"11800";"T001345";"1012600";"GM0518";"2019SJ00";"     367"
"29432863";"T001038";"11800";"T001345";"2012605";"GM0518";"2019SJ00";"     576"
"29447710";"T001038";"11800";"T001345";"2012655";"GM0518";"2019SJ00";"     159"
"29462557";"T001038";"11800";"T001345";"2012657";"GM0518";"2019SJ00";"     417"
"29477404";"T001038";"11800";"T001345";"H008766";"GM0518";"2019SJ00";"      77"
"29492251";"T001038";"11800";"T001345";"H008673";"GM0518";"2019SJ00";"      65"
"29507098";"T001038";"11800";"T001345";"H008751";"GM0518";"2019SJ00";"      68"
"29521945";"T001038";"11800";"T001345";"H007119";"GM0518";"2019SJ00";"      12"
"29536792";"T001038";"11800";"T001345";"A008187";"GM0518";"2019SJ00";"     195"
"29551639";"T001038";"11800";"T001345";"2012659";"GM0518";"2019SJ00";"       5"
"29566486";"T001038";"11800";"A041919";"T001040";"GM0518";"2019SJ00";"      38"
"29581333";"T001038";"11800";"A041919";"1012600";"GM0518";"2019SJ00";"       0"
"29596180";"T001038";"11800";"A041919";"2012605";"GM0518";"2019SJ00";"      38"
"29611027";"T001038";"11800";"A041919";"2012655";"GM0518";"2019SJ00";"       3"
