"hh_ID","hh_size","neighb_code","hh_type","PC6"
11326,1,"BU05183398","single","2542PM"
11327,1,"BU05183398","single","2542CC"
11328,1,"BU05183398","single","2542NJ"
11329,1,"BU05183398","single","2542XE"
11330,1,"BU05183398","single","2542TV"
11331,1,"BU05183398","single","2542XM"
11332,1,"BU05183398","single","2541GM"
11333,1,"BU05183398","single","2542CB"
11334,1,"BU05183398","single","2542PM"
11335,1,"BU05183398","single","2542XJ"
11336,1,"BU05183398","single","2542XG"
11337,1,"BU05183398","single","2542LV"
11338,1,"BU05183398","single","2542JW"
11339,1,"BU05183398","single","2542VS"
11340,1,"BU05183398","single","2542LJ"
11341,1,"BU05183398","single","2542PC"
11342,1,"BU05183398","single","2542XV"
11343,1,"BU05183398","single","2541GL"
11344,1,"BU05183398","single","2542TZ"
11345,1,"BU05183398","single","2542HM"
11346,1,"BU05183398","single","2542PC"
11347,1,"BU05183398","single","2542CB"
11348,1,"BU05183398","single","2542TZ"
11349,1,"BU05183398","single","2542NB"
11350,1,"BU05183398","single","2542JX"
11351,1,"BU05183398","single","2542KP"
11352,1,"BU05183398","single","2542LH"
11353,1,"BU05183398","single","2542EH"
11354,1,"BU05183398","single","2542JX"
11355,1,"BU05183398","single","2542TW"
11356,1,"BU05183398","single","2542VS"
11357,1,"BU05183398","single","2545DS"
11358,1,"BU05183398","single","2541GP"
11359,1,"BU05183398","single","2542LK"
11360,1,"BU05183398","single","2543SX"
11361,1,"BU05183398","single","2542CN"
11362,1,"BU05183398","single","2542XV"
11363,1,"BU05183398","single","2542TP"
11364,1,"BU05183398","single","2542AA"
11365,1,"BU05183398","single","2542NP"
11366,1,"BU05183398","single","2542AT"
11367,1,"BU05183398","single","2542PN"
11368,1,"BU05183398","single","2545DM"
11369,1,"BU05183398","single","2542KE"
11370,1,"BU05183398","single","2542ET"
11371,1,"BU05183398","single","2542CK"
11372,1,"BU05183398","single","2542AC"
11373,1,"BU05183398","single","2542XT"
11374,1,"BU05183398","single","2542AA"
11375,1,"BU05183398","single","2542TV"
11376,1,"BU05183398","single","2542LV"
11377,1,"BU05183398","single","2542XA"
11378,1,"BU05183398","single","2542AA"
11379,1,"BU05183398","single","2542PM"
11380,1,"BU05183398","single","2542HG"
11381,1,"BU05183398","single","2541GC"
11382,1,"BU05183398","single","2541GM"
11383,1,"BU05183398","single","2542TW"
11384,1,"BU05183398","single","2542LP"
11385,1,"BU05183398","single","2541GE"
11386,1,"BU05183398","single","2542LX"
11387,1,"BU05183398","single","2542XN"
11388,1,"BU05183398","single","2543TC"
11389,1,"BU05183398","single","2542VS"
11390,1,"BU05183398","single","2542PM"
11391,1,"BU05183398","single","2542AW"
11392,1,"BU05183398","single","2542TJ"
11393,1,"BU05183398","single","2542XC"
11394,1,"BU05183398","single","2542LX"
11395,1,"BU05183398","single","2542TP"
11396,1,"BU05183398","single","2542TK"
11397,1,"BU05183398","single","2542NE"
11398,1,"BU05183398","single","2542XW"
11399,1,"BU05183398","single","2541GT"
11400,1,"BU05183398","single","2542EZ"
11401,1,"BU05183398","single","2542VP"
11402,1,"BU05183398","single","2542CH"
11403,1,"BU05183398","single","2542BC"
11404,1,"BU05183398","single","2542AB"
11405,1,"BU05183398","single","2542AC"
11406,1,"BU05183398","single","2542AB"
11407,1,"BU05183398","single","2542EZ"
11408,1,"BU05183398","single","2542XX"
11409,1,"BU05183398","single","2542NH"
11410,1,"BU05183398","single","2542BK"
11411,1,"BU05183398","single","2542NE"
11412,1,"BU05183398","single","2542ES"
11413,1,"BU05183398","single","2542XN"
11414,1,"BU05183398","single","2542XC"
11415,1,"BU05183398","single","2542AV"
11416,1,"BU05183398","single","2541GN"
11417,1,"BU05183398","single","2542KE"
11418,1,"BU05183398","single","2542AA"
11419,1,"BU05183398","single","2542CG"
11420,1,"BU05183398","single","2542XG"
11421,1,"BU05183398","single","2542WZ"
11422,1,"BU05183398","single","2541GX"
11423,1,"BU05183398","single","2542TJ"
11424,1,"BU05183398","single","2542CE"
11425,1,"BU05183398","single","2542AA"
11426,1,"BU05183398","single","2541GS"
11427,1,"BU05183398","single","2542VZ"
11428,1,"BU05183398","single","2542VM"
11429,1,"BU05183398","single","2542LL"
11430,1,"BU05183398","single","2542PC"
11431,1,"BU05183398","single","2542AA"
11432,1,"BU05183398","single","2542XA"
11433,1,"BU05183398","single","2543SZ"
11434,1,"BU05183398","single","2542EN"
11435,1,"BU05183398","single","2543SX"
11436,1,"BU05183398","single","2541GV"
11437,1,"BU05183398","single","2542PE"
11438,1,"BU05183398","single","2542XG"
11439,1,"BU05183398","single","2542KP"
11440,1,"BU05183398","single","2542NP"
11441,1,"BU05183398","single","2542NP"
11442,1,"BU05183398","single","2542AT"
11443,1,"BU05183398","single","2542NH"
11444,1,"BU05183398","single","2542BA"
11445,1,"BU05183398","single","2542EN"
11446,1,"BU05183398","single","2542XP"
11447,1,"BU05183398","single","2542VZ"
11448,1,"BU05183398","single","2542VX"
11449,1,"BU05183398","single","2541GC"
11450,1,"BU05183398","single","2542GN"
11451,1,"BU05183398","single","2542PB"
11452,1,"BU05183398","single","2542BB"
11453,1,"BU05183398","single","2541GM"
11454,1,"BU05183398","single","2542XE"
11455,1,"BU05183398","single","2542XH"
11456,1,"BU05183398","single","2543SM"
11457,1,"BU05183398","single","2542KP"
11458,1,"BU05183398","single","2541GS"
11459,1,"BU05183398","single","2542LT"
11460,1,"BU05183398","single","2542BJ"
11461,1,"BU05183398","single","2542AB"
11462,1,"BU05183398","single","2542KP"
11463,1,"BU05183398","single","2542AB"
11464,1,"BU05183398","single","2542CG"
11465,1,"BU05183398","single","2542EH"
11466,1,"BU05183398","single","2542AB"
11467,1,"BU05183398","single","2542LW"
11468,1,"BU05183398","single","2542BG"
11469,1,"BU05183398","single","2542PA"
11470,1,"BU05183398","single","2541GK"
11471,1,"BU05183398","single","2542XE"
11472,1,"BU05183398","single","2541GL"
11473,1,"BU05183398","single","2542NM"
11474,1,"BU05183398","single","2542BC"
11475,1,"BU05183398","single","2542KG"
11476,1,"BU05183398","single","2543TC"
11477,1,"BU05183398","single","2542JV"
11478,1,"BU05183398","single","2542PM"
11479,1,"BU05183398","single","2542CD"
11480,1,"BU05183398","single","2542XK"
11481,1,"BU05183398","single","2542CT"
11482,1,"BU05183398","single","2542JX"
11483,1,"BU05183398","single","2542PN"
11484,1,"BU05183398","single","2542AS"
11485,1,"BU05183398","single","2542AB"
11486,1,"BU05183398","single","2541GC"
11487,1,"BU05183398","single","2542NT"
11488,1,"BU05183398","single","2542CP"
11489,1,"BU05183398","single","2541GV"
11490,1,"BU05183398","single","2542NK"
11491,1,"BU05183398","single","2542AA"
11492,1,"BU05183398","single","2542CH"
11493,1,"BU05183398","single","2542LK"
11494,1,"BU05183398","single","2545DS"
11495,1,"BU05183398","single","2542BJ"
11496,1,"BU05183398","single","2542XG"
11497,1,"BU05183398","single","2542XE"
11498,1,"BU05183398","single","2545DS"
11499,1,"BU05183398","single","2542PN"
11500,1,"BU05183398","single","2545DS"
11501,1,"BU05183398","single","2542VX"
11502,1,"BU05183398","single","2542CT"
11503,1,"BU05183398","single","2542GL"
11504,1,"BU05183398","single","2542NP"
11505,1,"BU05183398","single","2542AA"
11506,1,"BU05183398","single","2542WX"
11507,1,"BU05183398","single","2545DR"
11508,1,"BU05183398","single","2543TB"
11509,1,"BU05183398","single","2542AA"
11510,1,"BU05183398","single","2542PE"
11511,1,"BU05183398","single","2542PL"
11512,1,"BU05183398","single","2542TP"
11513,1,"BU05183398","single","2542TT"
11514,1,"BU05183398","single","2542JS"
11515,1,"BU05183398","single","2542PE"
11516,1,"BU05183398","single","2542TC"
11517,1,"BU05183398","single","2542LB"
11518,1,"BU05183398","single","2542XJ"
11519,1,"BU05183398","single","2541GR"
11520,1,"BU05183398","single","2542VT"
11521,1,"BU05183398","single","2542GP"
11522,1,"BU05183398","single","2541GG"
11523,1,"BU05183398","single","2541GP"
11524,1,"BU05183398","single","2542VL"
11525,1,"BU05183398","single","2545DZ"
11526,1,"BU05183398","single","2542LM"
11527,1,"BU05183398","single","2542AN"
11528,1,"BU05183398","single","2542LP"
11529,1,"BU05183398","single","2541GD"
11530,1,"BU05183398","single","2542EZ"
11531,1,"BU05183398","single","2542CE"
11532,1,"BU05183398","single","2543TB"
11533,1,"BU05183398","single","2542LW"
11534,1,"BU05183398","single","2545DS"
11535,1,"BU05183398","single","2542AA"
11536,1,"BU05183398","single","2542PC"
11537,1,"BU05183398","single","2542PE"
11538,1,"BU05183398","single","2542EX"
11539,1,"BU05183398","single","2542LJ"
11540,1,"BU05183398","single","2542VK"
11541,1,"BU05183398","single","2541GL"
11542,1,"BU05183398","single","2542CP"
11543,1,"BU05183398","single","2541GP"
11544,1,"BU05183398","single","2541GE"
11545,1,"BU05183398","single","2542VN"
11546,1,"BU05183398","single","2542CW"
11547,1,"BU05183398","single","2542CK"
11548,1,"BU05183398","single","2542AV"
11549,1,"BU05183398","single","2542AT"
11550,1,"BU05183398","single","2542EZ"
11551,1,"BU05183398","single","2542XG"
11552,1,"BU05183398","single","2542XZ"
11553,1,"BU05183398","single","2542LZ"
11554,1,"BU05183398","single","2541GC"
11555,1,"BU05183398","single","2542TM"
11556,1,"BU05183398","single","2542TG"
11557,1,"BU05183398","single","2542EP"
11558,1,"BU05183398","single","2542XG"
11559,1,"BU05183398","single","2541GB"
11560,1,"BU05183398","single","2542CH"
11561,1,"BU05183398","single","2542CL"
11562,1,"BU05183398","single","2542AC"
11563,1,"BU05183398","single","2542JX"
11564,1,"BU05183398","single","2545DM"
11565,1,"BU05183398","single","2542LE"
11566,1,"BU05183398","single","2543SX"
11567,1,"BU05183398","single","2545DR"
11568,1,"BU05183398","single","2542TD"
11569,1,"BU05183398","single","2542XE"
11570,1,"BU05183398","single","2542CG"
11571,1,"BU05183398","single","2543SP"
11572,1,"BU05183398","single","2542LK"
11573,1,"BU05183398","single","2542NN"
11574,1,"BU05183398","single","2542AA"
11575,1,"BU05183398","single","2541GZ"
11576,1,"BU05183398","single","2542KE"
11577,1,"BU05183398","single","2542AB"
11578,1,"BU05183398","single","2541GX"
11579,1,"BU05183398","single","2542VP"
11580,1,"BU05183398","single","2542NH"
11581,1,"BU05183398","single","2542CE"
11582,1,"BU05183398","single","2542KC"
11583,1,"BU05183398","single","2542AC"
11584,1,"BU05183398","single","2542BH"
11585,1,"BU05183398","single","2542NE"
11586,1,"BU05183398","single","2542TR"
11587,1,"BU05183398","single","2545DR"
11588,1,"BU05183398","single","2543TB"
11589,1,"BU05183398","single","2542LL"
11590,1,"BU05183398","single","2542TW"
11591,1,"BU05183398","single","2542NG"
11592,1,"BU05183398","single","2542BK"
11593,1,"BU05183398","single","2541GM"
11594,1,"BU05183398","single","2542HG"
11595,1,"BU05183398","single","2541GR"
11596,1,"BU05183398","single","2542LW"
11597,1,"BU05183398","single","2542HG"
11598,1,"BU05183398","single","2542LN"
11599,1,"BU05183398","single","2542PC"
11600,1,"BU05183398","single","2541GJ"
11601,1,"BU05183398","single","2542XG"
11602,1,"BU05183398","single","2542GN"
11603,1,"BU05183398","single","2541GZ"
11604,1,"BU05183398","single","2542AC"
11605,1,"BU05183398","single","2542VT"
11606,1,"BU05183398","single","2542XM"
11607,1,"BU05183398","single","2542AA"
11608,1,"BU05183398","single","2541GV"
11609,1,"BU05183398","single","2541GG"
11610,1,"BU05183398","single","2542LV"
11611,1,"BU05183398","single","2542JX"
11612,1,"BU05183398","single","2542AB"
11613,1,"BU05183398","single","2542TN"
11614,1,"BU05183398","single","2542LS"
11615,1,"BU05183398","single","2542AA"
11616,1,"BU05183398","single","2545DR"
11617,1,"BU05183398","single","2542LW"
11618,1,"BU05183398","single","2542HM"
11619,1,"BU05183398","single","2542TD"
11620,1,"BU05183398","single","2542XZ"
11621,1,"BU05183398","single","2542AW"
11622,1,"BU05183398","single","2543SX"
11623,1,"BU05183398","single","2542LM"
11624,1,"BU05183398","single","2542PN"
11625,1,"BU05183398","single","2542TK"
11626,1,"BU05183398","single","2542BH"
11627,1,"BU05183398","single","2542CT"
11628,1,"BU05183398","single","2542CM"
11629,1,"BU05183398","single","2542NG"
11630,1,"BU05183398","single","2542TK"
11631,1,"BU05183398","single","2542KP"
11632,1,"BU05183398","single","2542GL"
11633,1,"BU05183398","single","2542KE"
11634,1,"BU05183398","single","2542EP"
11635,1,"BU05183398","single","2542XW"
11636,1,"BU05183398","single","2541GS"
11637,1,"BU05183398","single","2542XK"
11638,1,"BU05183398","single","2545DR"
11639,1,"BU05183398","single","2542PC"
11640,1,"BU05183398","single","2541GS"
11641,1,"BU05183398","single","2542ES"
11642,1,"BU05183398","single","2542LA"
11643,1,"BU05183398","single","2542EN"
11644,1,"BU05183398","single","2541GE"
11645,1,"BU05183398","single","2542XW"
11646,1,"BU05183398","single","2542NM"
11647,1,"BU05183398","single","2542XE"
11648,1,"BU05183398","single","2542AB"
11649,1,"BU05183398","single","2541GR"
11650,1,"BU05183398","single","2545DS"
11651,1,"BU05183398","single","2543TB"
11652,1,"BU05183398","single","2542AC"
11653,1,"BU05183398","single","2542TJ"
11654,1,"BU05183398","single","2542BH"
11655,1,"BU05183398","single","2541GX"
11656,1,"BU05183398","single","2542BG"
11657,1,"BU05183398","single","2542NP"
11658,1,"BU05183398","single","2541GT"
11659,1,"BU05183398","single","2542XP"
11660,1,"BU05183398","single","2542EH"
11661,1,"BU05183398","single","2541GM"
11662,1,"BU05183398","single","2542TK"
11663,1,"BU05183398","single","2542TW"
11664,1,"BU05183398","single","2542NG"
11665,1,"BU05183398","single","2542PC"
11666,1,"BU05183398","single","2542TW"
11667,1,"BU05183398","single","2542XB"
11668,1,"BU05183398","single","2543SP"
11669,1,"BU05183398","single","2543TC"
11670,1,"BU05183398","single","2541GD"
11671,1,"BU05183398","single","2542PE"
11672,1,"BU05183398","single","2543TC"
11673,1,"BU05183398","single","2542AB"
11674,1,"BU05183398","single","2541GB"
11675,1,"BU05183398","single","2542AA"
11676,1,"BU05183398","single","2542GP"
11677,1,"BU05183398","single","2542CD"
11678,1,"BU05183398","single","2542XJ"
11679,1,"BU05183398","single","2542CV"
11680,1,"BU05183398","single","2542VX"
11681,1,"BU05183398","single","2542WZ"
11682,1,"BU05183398","single","2542EL"
11683,1,"BU05183398","single","2543SP"
11684,1,"BU05183398","single","2541GH"
11685,1,"BU05183398","single","2542AC"
11686,1,"BU05183398","single","2541GJ"
11687,1,"BU05183398","single","2542AW"
11688,1,"BU05183398","single","2542HK"
11689,1,"BU05183398","single","2541GJ"
11690,1,"BU05183398","single","2542HM"
11691,1,"BU05183398","single","2542XP"
11692,1,"BU05183398","single","2545DM"
11693,1,"BU05183398","single","2542EM"
11694,1,"BU05183398","single","2542BE"
11695,1,"BU05183398","single","2545DP"
11696,1,"BU05183398","single","2541GH"
11697,1,"BU05183398","single","2542CL"
11698,1,"BU05183398","single","2542ER"
11699,1,"BU05183398","single","2542LD"
11700,1,"BU05183398","single","2542KC"
11701,1,"BU05183398","single","2542EL"
11702,1,"BU05183398","single","2542XG"
11703,1,"BU05183398","single","2542XE"
11704,1,"BU05183398","single","2542XC"
11705,1,"BU05183398","single","2542TR"
11706,1,"BU05183398","single","2542AT"
11707,1,"BU05183398","single","2542HJ"
11708,1,"BU05183398","single","2542EZ"
11709,1,"BU05183398","single","2542AA"
11710,1,"BU05183398","single","2541GK"
11711,1,"BU05183398","single","2542CJ"
11712,1,"BU05183398","single","2541GW"
11713,1,"BU05183398","single","2542EM"
11714,1,"BU05183398","single","2542CG"
11715,1,"BU05183398","single","2542PB"
11716,1,"BU05183398","single","2542XA"
11717,1,"BU05183398","single","2542AA"
11718,1,"BU05183398","single","2545DM"
11719,1,"BU05183398","single","2542LP"
11720,1,"BU05183398","single","2542XK"
11721,1,"BU05183398","single","2542JW"
11722,1,"BU05183398","single","2542LR"
11723,1,"BU05183398","single","2545DS"
11724,1,"BU05183398","single","2541GC"
11725,1,"BU05183398","single","2542AN"
11726,1,"BU05183398","single","2541GJ"
11727,1,"BU05183398","single","2542PL"
11728,1,"BU05183398","single","2542BD"
11729,1,"BU05183398","single","2542BE"
11730,1,"BU05183398","single","2542CK"
11731,1,"BU05183398","single","2542VS"
11732,1,"BU05183398","single","2542VX"
11733,1,"BU05183398","single","2542LL"
11734,1,"BU05183398","single","2542LP"
11735,1,"BU05183398","single","2542EJ"
11736,1,"BU05183398","single","2542AA"
11737,1,"BU05183398","single","2542XC"
11738,1,"BU05183398","single","2545DP"
11739,1,"BU05183398","single","2542VX"
11740,1,"BU05183398","single","2542LW"
11741,1,"BU05183398","single","2542AC"
11742,1,"BU05183398","single","2541GG"
11743,1,"BU05183398","single","2542ER"
11744,1,"BU05183398","single","2542AA"
11745,1,"BU05183398","single","2542PL"
11746,1,"BU05183398","single","2541GL"
11747,1,"BU05183398","single","2542AW"
11748,1,"BU05183398","single","2542XL"
11749,1,"BU05183398","single","2542AB"
11750,1,"BU05183398","single","2542EM"
11751,1,"BU05183398","single","2542KE"
11752,1,"BU05183398","single","2542NA"
11753,1,"BU05183398","single","2542HE"
11754,1,"BU05183398","single","2545DS"
11755,1,"BU05183398","single","2542JS"
11756,1,"BU05183398","single","2542EN"
11757,1,"BU05183398","single","2542XD"
11758,1,"BU05183398","single","2542AB"
11759,1,"BU05183398","single","2542BH"
11760,1,"BU05183398","single","2542XA"
11761,1,"BU05183398","single","2545DS"
11762,1,"BU05183398","single","2542TR"
11763,1,"BU05183398","single","2542AC"
11764,1,"BU05183398","single","2542LT"
11765,1,"BU05183398","single","2542JX"
11766,1,"BU05183398","single","2542VS"
11767,1,"BU05183398","single","2542KP"
11768,1,"BU05183398","single","2542LV"
11769,1,"BU05183398","single","2545DM"
11770,1,"BU05183398","single","2541GR"
11771,1,"BU05183398","single","2542BG"
11772,1,"BU05183398","single","2542XB"
11773,1,"BU05183398","single","2543TC"
11774,1,"BU05183398","single","2541GW"
11775,1,"BU05183398","single","2542XE"
11776,1,"BU05183398","single","2545DR"
11777,1,"BU05183398","single","2542XG"
11778,1,"BU05183398","single","2542ND"
11779,1,"BU05183398","single","2542CE"
11780,1,"BU05183398","single","2542XB"
11781,1,"BU05183398","single","2543SP"
11782,1,"BU05183398","single","2542EZ"
11783,1,"BU05183398","single","2542PL"
11784,1,"BU05183398","single","2542CK"
11785,1,"BU05183398","single","2542JS"
11786,1,"BU05183398","single","2541GX"
11787,1,"BU05183398","single","2541GS"
11788,1,"BU05183398","single","2542LA"
11789,1,"BU05183398","single","2542PB"
11790,1,"BU05183398","single","2542NG"
11791,1,"BU05183398","single","2542NG"
11792,1,"BU05183398","single","2542PN"
11793,1,"BU05183398","single","2542TZ"
11794,1,"BU05183398","single","2542CP"
11795,1,"BU05183398","single","2542AA"
11796,1,"BU05183398","single","2542XT"
11797,1,"BU05183398","single","2545DS"
11798,1,"BU05183398","single","2542XN"
11799,1,"BU05183398","single","2542LX"
11800,1,"BU05183398","single","2545DR"
11801,1,"BU05183398","single","2541GH"
11802,1,"BU05183398","single","2542TP"
11803,1,"BU05183398","single","2542PN"
11804,1,"BU05183398","single","2545DP"
11805,1,"BU05183398","single","2543TB"
11806,1,"BU05183398","single","2542BK"
11807,1,"BU05183398","single","2542LZ"
11808,1,"BU05183398","single","2542VM"
11809,1,"BU05183398","single","2542HJ"
11810,1,"BU05183398","single","2542BH"
11811,1,"BU05183398","single","2542AB"
11812,1,"BU05183398","single","2542EX"
11813,1,"BU05183398","single","2542LV"
11814,1,"BU05183398","single","2542XN"
11815,1,"BU05183398","single","2542BG"
11816,1,"BU05183398","single","2542XC"
11817,1,"BU05183398","single","2542XJ"
11818,1,"BU05183398","single","2545DM"
11819,1,"BU05183398","single","2542NB"
11820,1,"BU05183398","single","2542PM"
11821,1,"BU05183398","single","2542XL"
11822,1,"BU05183398","single","2542TH"
11823,1,"BU05183398","single","2542LD"
11824,1,"BU05183398","single","2542TV"
11825,1,"BU05183398","single","2542XE"
11826,1,"BU05183398","single","2542XE"
11827,1,"BU05183398","single","2542XM"
11828,1,"BU05183398","single","2542GN"
11829,1,"BU05183398","single","2542JX"
11830,1,"BU05183398","single","2542GL"
11831,1,"BU05183398","single","2542XC"
11832,1,"BU05183398","single","2542XJ"
11833,1,"BU05183398","single","2542TN"
11834,1,"BU05183398","single","2542LR"
11835,1,"BU05183398","single","2542EM"
11836,1,"BU05183398","single","2542HM"
11837,1,"BU05183398","single","2541GZ"
11838,1,"BU05183398","single","2542XE"
11839,1,"BU05183398","single","2541GW"
11840,1,"BU05183398","single","2542CW"
11841,1,"BU05183398","single","2542TX"
11842,1,"BU05183398","single","2542KE"
11843,1,"BU05183398","single","2541GS"
11844,1,"BU05183398","single","2542XW"
11845,1,"BU05183398","single","2542AC"
11846,1,"BU05183398","single","2542LP"
11847,1,"BU05183398","single","2542AA"
11848,1,"BU05183398","single","2542EK"
11849,1,"BU05183398","single","2542EH"
11850,1,"BU05183398","single","2542AB"
11851,1,"BU05183398","single","2542NP"
11852,1,"BU05183398","single","2542HJ"
11853,1,"BU05183398","single","2542LA"
11854,1,"BU05183398","single","2542VN"
11855,1,"BU05183398","single","2542LE"
11856,1,"BU05183398","single","2543TC"
11857,1,"BU05183398","single","2541GE"
11858,1,"BU05183398","single","2542LS"
11859,1,"BU05183398","single","2542PM"
11860,1,"BU05183398","single","2542BK"
11861,1,"BU05183398","single","2541GT"
11862,1,"BU05183398","single","2541GV"
11863,1,"BU05183398","single","2542PN"
11864,1,"BU05183398","single","2542XG"
11865,1,"BU05183398","single","2542PC"
11866,1,"BU05183398","single","2542JX"
11867,1,"BU05183398","single","2542LA"
11868,1,"BU05183398","single","2542XE"
11869,1,"BU05183398","single","2542VM"
11870,1,"BU05183398","single","2542AV"
11871,1,"BU05183398","single","2542XE"
11872,1,"BU05183398","single","2542EJ"
11873,1,"BU05183398","single","2542PE"
11874,1,"BU05183398","single","2542XR"
11875,1,"BU05183398","single","2542JS"
11876,1,"BU05183398","single","2542TG"
11877,1,"BU05183398","single","2543TC"
11878,1,"BU05183398","single","2542AD"
11879,1,"BU05183398","single","2542NM"
11880,1,"BU05183398","single","2541GZ"
11881,1,"BU05183398","single","2541GV"
11882,1,"BU05183398","single","2542CE"
11883,1,"BU05183398","single","2545DM"
11884,1,"BU05183398","single","2542NN"
11885,1,"BU05183398","single","2542XV"
11886,1,"BU05183398","single","2542EX"
11887,1,"BU05183398","single","2542NS"
11888,1,"BU05183398","single","2542AB"
11889,1,"BU05183398","single","2541GJ"
11890,1,"BU05183398","single","2542HM"
11891,1,"BU05183398","single","2542KP"
11892,1,"BU05183398","single","2541GM"
11893,1,"BU05183398","single","2542LG"
11894,1,"BU05183398","single","2542AT"
11895,1,"BU05183398","single","2543SZ"
11896,1,"BU05183398","single","2543TC"
11897,1,"BU05183398","single","2543SZ"
11898,1,"BU05183398","single","2545DM"
11899,1,"BU05183398","single","2541GP"
11900,1,"BU05183398","single","2542PN"
11901,1,"BU05183398","single","2542CM"
11902,1,"BU05183398","single","2542AA"
11903,1,"BU05183398","single","2543SP"
11904,1,"BU05183398","single","2542NL"
11905,1,"BU05183398","single","2542AN"
11906,1,"BU05183398","single","2542XE"
11907,1,"BU05183398","single","2545DP"
11908,1,"BU05183398","single","2541GR"
11909,1,"BU05183398","single","2543SN"
11910,1,"BU05183398","single","2542WX"
11911,1,"BU05183398","single","2545DZ"
11912,1,"BU05183398","single","2542KE"
11913,1,"BU05183398","single","2541GJ"
11914,1,"BU05183398","single","2542CM"
11915,1,"BU05183398","single","2542XL"
11916,1,"BU05183398","single","2542KE"
11917,1,"BU05183398","single","2542BH"
11918,1,"BU05183398","single","2542TS"
11919,1,"BU05183398","single","2542ER"
11920,1,"BU05183398","single","2542HM"
11921,1,"BU05183398","single","2542CD"
11922,1,"BU05183398","single","2542BB"
11923,1,"BU05183398","single","2542CH"
11924,1,"BU05183398","single","2541GZ"
11925,1,"BU05183398","single","2543SX"
11926,1,"BU05183398","single","2542CC"
11927,1,"BU05183398","single","2542XR"
11928,1,"BU05183398","single","2542TV"
11929,1,"BU05183398","single","2542TC"
11930,1,"BU05183398","single","2542LJ"
11931,1,"BU05183398","single","2542XG"
11932,1,"BU05183398","single","2541GT"
11933,1,"BU05183398","single","2542XM"
11934,1,"BU05183398","single","2542XA"
11935,1,"BU05183398","single","2542AA"
11936,1,"BU05183398","single","2545DP"
11937,1,"BU05183398","single","2542HK"
11938,1,"BU05183398","single","2542XB"
11939,1,"BU05183398","single","2542AD"
11940,1,"BU05183398","single","2542TX"
11941,1,"BU05183398","single","2542LV"
11942,1,"BU05183398","single","2542CE"
11943,1,"BU05183398","single","2541GZ"
11944,1,"BU05183398","single","2541GH"
11945,1,"BU05183398","single","2542LW"
11946,1,"BU05183398","single","2542VX"
11947,1,"BU05183398","single","2542XR"
11948,1,"BU05183398","single","2542LS"
11949,1,"BU05183398","single","2542CN"
11950,1,"BU05183398","single","2542TS"
11951,1,"BU05183398","single","2541GL"
11952,1,"BU05183398","single","2542GP"
11953,1,"BU05183398","single","2542AB"
11954,1,"BU05183398","single","2542CM"
11955,1,"BU05183398","single","2542AB"
11956,1,"BU05183398","single","2542AV"
11957,1,"BU05183398","single","2542AV"
11958,1,"BU05183398","single","2542XE"
11959,1,"BU05183398","single","2542ES"
11960,1,"BU05183398","single","2542CG"
11961,1,"BU05183398","single","2542LV"
11962,1,"BU05183398","single","2542NA"
11963,1,"BU05183398","single","2542ND"
11964,1,"BU05183398","single","2541GT"
11965,1,"BU05183398","single","2542LZ"
11966,1,"BU05183398","single","2542XE"
11967,1,"BU05183398","single","2542XD"
11968,1,"BU05183398","single","2545DZ"
11969,1,"BU05183398","single","2542XE"
11970,1,"BU05183398","single","2542CK"
11971,1,"BU05183398","single","2541GD"
11972,1,"BU05183398","single","2542CG"
11973,1,"BU05183398","single","2542BD"
11974,1,"BU05183398","single","2542HH"
11975,1,"BU05183398","single","2543TC"
11976,1,"BU05183398","single","2542PM"
11977,1,"BU05183398","single","2542XT"
11978,1,"BU05183398","single","2542EL"
11979,1,"BU05183398","single","2542PE"
11980,1,"BU05183398","single","2541GS"
11981,1,"BU05183398","single","2542PN"
11982,1,"BU05183398","single","2542XP"
11983,1,"BU05183398","single","2541GT"
11984,1,"BU05183398","single","2542HK"
11985,1,"BU05183398","single","2542GM"
11986,1,"BU05183398","single","2542LS"
11987,1,"BU05183398","single","2542AC"
11988,1,"BU05183398","single","2542ES"
11989,1,"BU05183398","single","2542CJ"
11990,1,"BU05183398","single","2542GL"
11991,1,"BU05183398","single","2542NC"
11992,1,"BU05183398","single","2542HG"
11993,1,"BU05183398","single","2542AB"
11994,1,"BU05183398","single","2542EN"
11995,1,"BU05183398","single","2542NJ"
11996,1,"BU05183398","single","2541GG"
11997,1,"BU05183398","single","2542XL"
11998,1,"BU05183398","single","2542VZ"
11999,1,"BU05183398","single","2542LT"
12000,1,"BU05183398","single","2542BB"
12001,1,"BU05183398","single","2542VX"
12002,1,"BU05183398","single","2542TR"
12003,1,"BU05183398","single","2542CL"
12004,1,"BU05183398","single","2542CJ"
12005,1,"BU05183398","single","2542BA"
12006,1,"BU05183398","single","2542HK"
12007,1,"BU05183398","single","2545DM"
12008,1,"BU05183398","single","2542LZ"
12009,1,"BU05183398","single","2542CL"
12010,1,"BU05183398","single","2541GN"
12011,1,"BU05183398","single","2542CE"
12012,1,"BU05183398","single","2542KG"
12013,1,"BU05183398","single","2542EZ"
12014,1,"BU05183398","single","2542NJ"
12015,1,"BU05183398","single","2542XA"
12016,1,"BU05183398","single","2542PN"
12017,1,"BU05183398","single","2542PC"
12018,1,"BU05183398","single","2542LX"
12019,1,"BU05183398","single","2542XA"
12020,1,"BU05183398","single","2542AA"
