"gender","n_people","age_group_education","migration_background","education_level"
"male",18,"29","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"male",108,"20","Non_Western","middle"
"male",1,"age_30_35","Dutch","middle"
"female",2,"24","Western","middle"
"female",19,"26","Non_Western","middle"
"female",19,"17","Western","middle"
"male",5,"age_35_40","Dutch","middle"
"male",0,"12","Western","middle"
"male",0,"13","Non_Western","middle"
"male",4,"29","Dutch","middle"
"female",17,"24","Non_Western","middle"
"female",0,"13","Western","middle"
"male",1,"age_40_45","Western","middle"
"male",5,"age_over_50","Dutch","middle"
"female",23,"20","Dutch","middle"
"female",6,"24","Dutch","middle"
"female",6,"age_40_45","Non_Western","middle"
"female",9,"20","Western","middle"
"female",0,"13","Dutch","middle"
"male",2,"26","Western","middle"
"female",0,"15","Western","middle"
"male",118,"17","Dutch","middle"
"male",1,"age_30_35","Western","middle"
"male",8,"16","Western","middle"
"male",41,"16","Dutch","middle"
"female",165,"17","Non_Western","middle"
"male",99,"18","Dutch","middle"
"male",0,"23","Western","middle"
"male",10,"21","Western","middle"
"male",27,"age_30_35","Non_Western","middle"
"male",116,"21","Non_Western","middle"
"female",0,"15","Dutch","middle"
"male",3,"25","Western","middle"
"male",5,"23","Dutch","middle"
"male",18,"21","Dutch","middle"
"male",2,"27","Western","middle"
"male",3,"age_35_40","Western","middle"
"male",7,"25","Dutch","middle"
"male",0,"13","Dutch","middle"
"male",1,"28","Western","middle"
"male",0,"14","Dutch","middle"
"male",3,"26","Dutch","middle"
"female",70,"20","Non_Western","middle"
"male",3,"29","Western","middle"
"female",7,"21","Western","middle"
"male",0,"13","Western","middle"
"female",8,"22","Dutch","middle"
"female",3,"age_30_35","Western","middle"
"male",197,"17","Non_Western","middle"
"female",1,"age_35_40","Dutch","middle"
"male",0,"15","Dutch","middle"
"male",7,"22","Western","middle"
"male",0,"14","Western","middle"
"male",0,"12","Dutch","middle"
"female",18,"25","Non_Western","middle"
"female",21,"28","Non_Western","middle"
"female",20,"23","Non_Western","middle"
"male",10,"age_35_40","Non_Western","middle"
"female",5,"23","Dutch","middle"
"male",3,"age_30_35","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"male",0,"12","Non_Western","middle"
"male",21,"19","Western","middle"
"male",53,"19","Dutch","middle"
"female",5,"age_30_35","Dutch","middle"
"female",3,"age_40_45","Dutch","middle"
"male",33,"26","Non_Western","middle"
"male",0,"age_30_35","Western","middle"
"female",122,"19","Non_Western","middle"
"male",1,"24","Western","middle"
"female",3,"27","Dutch","middle"
"female",0,"12","Western","middle"
"female",1,"29","Western","middle"
"female",46,"16","Non_Western","middle"
"female",1,"28","Dutch","middle"
"female",9,"age_35_40","Non_Western","middle"
"male",0,"15","Western","middle"
"female",15,"27","Non_Western","middle"
"female",0,"27","Western","middle"
"male",0,"14","Non_Western","middle"
"male",31,"27","Non_Western","middle"
"female",67,"18","Dutch","middle"
"male",37,"17","Western","middle"
"female",170,"18","Non_Western","middle"
"male",8,"24","Dutch","middle"
"female",1,"age_35_40","Western","middle"
"male",35,"18","Western","middle"
"female",32,"19","Dutch","middle"
"female",2,"28","Western","middle"
"male",1,"28","Dutch","middle"
"female",0,"age_40_45","Western","middle"
"female",3,"22","Western","middle"
"female",0,"13","Non_Western","middle"
"male",5,"age_30_35","Non_Western","middle"
"female",0,"12","Dutch","middle"
"male",172,"19","Non_Western","middle"
"female",11,"21","Dutch","middle"
"male",10,"age_40_45","Non_Western","middle"
"female",28,"16","Dutch","middle"
"female",1,"23","Western","middle"
"female",15,"29","Non_Western","middle"
"male",2,"age_40_45","Dutch","middle"
"female",5,"25","Dutch","middle"
"female",0,"29","Dutch","middle"
"male",51,"23","Non_Western","middle"
"female",0,"25","Western","middle"
"female",0,"14","Western","middle"
"male",238,"18","Non_Western","middle"
"female",18,"19","Western","middle"
"female",0,"14","Non_Western","middle"
"female",0,"14","Dutch","middle"
"male",44,"24","Non_Western","middle"
"male",17,"22","Dutch","middle"
"female",0,"12","Non_Western","middle"
"male",0,"15","Non_Western","middle"
"female",23,"age_30_35","Non_Western","middle"
"male",15,"28","Non_Western","middle"
"female",7,"16","Western","middle"
"female",27,"18","Western","middle"
"female",59,"21","Non_Western","middle"
"male",5,"age_over_50","Non_Western","middle"
"male",58,"22","Non_Western","middle"
"female",54,"22","Non_Western","middle"
"female",55,"age_30_35","Non_Western","middle"
"female",5,"28","Dutch","middle"
"female",3,"29","Western","middle"
"male",84,"18","Non_Western","middle"
"female",0,"14","Non_Western","middle"
"male",18,"28","Non_Western","middle"
"female",3,"25","Western","middle"
"female",1,"15","Non_Western","middle"
"female",12,"29","Non_Western","middle"
"female",4,"26","Western","middle"
"female",4,"age_30_35","Western","middle"
"female",21,"26","Non_Western","middle"
"male",28,"25","Non_Western","middle"
"female",25,"age_35_40","Dutch","middle"
"female",8,"age_35_40","Western","middle"
"female",10,"22","Western","middle"
"female",0,"15","Western","middle"
"male",9,"26","Dutch","middle"
"male",5,"age_30_35","Western","middle"
"male",13,"age_35_40","Dutch","middle"
"male",40,"age_30_35","Non_Western","middle"
"female",26,"age_30_35","Dutch","middle"
"male",36,"21","Dutch","middle"
"female",13,"age_over_50","Non_Western","middle"
"male",24,"age_35_40","Non_Western","middle"
"female",29,"age_over_50","Dutch","middle"
"female",4,"age_over_50","Western","middle"
"female",30,"21","Dutch","middle"
"male",2,"age_35_40","Western","middle"
"male",21,"16","Non_Western","middle"
"female",12,"25","Dutch","middle"
"female",10,"21","Western","middle"
"male",1,"28","Western","middle"
"male",93,"19","Non_Western","middle"
"female",0,"12","Non_Western","middle"
"male",2,"24","Western","middle"
"female",84,"21","Non_Western","middle"
"male",18,"23","Dutch","middle"
"female",0,"13","Western","middle"
"female",11,"age_40_45","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"female",1,"28","Western","middle"
"male",0,"26","Western","middle"
"male",7,"21","Western","middle"
"female",6,"age_40_45","Western","middle"
"male",14,"24","Dutch","middle"
"male",77,"18","Dutch","middle"
"female",20,"22","Dutch","middle"
"male",11,"age_30_35","Dutch","middle"
"female",41,"20","Dutch","middle"
"female",10,"20","Western","middle"
"female",95,"20","Non_Western","middle"
"female",11,"26","Dutch","middle"
"female",32,"16","Dutch","middle"
"female",0,"12","Western","middle"
"male",4,"28","Dutch","middle"
"male",6,"age_over_50","Non_Western","middle"
"female",0,"15","Dutch","middle"
"male",1,"age_40_45","Western","middle"
"male",8,"age_40_45","Non_Western","middle"
"male",8,"age_40_45","Dutch","middle"
"female",6,"23","Dutch","middle"
"male",11,"17","Western","middle"
"male",78,"22","Non_Western","middle"
"female",29,"age_35_40","Non_Western","middle"
"male",59,"17","Dutch","middle"
"male",57,"20","Dutch","middle"
"male",5,"23","Western","middle"
"male",0,"14","Western","middle"
"female",0,"13","Non_Western","middle"
"female",21,"27","Non_Western","middle"
"male",14,"20","Western","middle"
"male",37,"23","Non_Western","middle"
"female",59,"23","Non_Western","middle"
"male",8,"29","Dutch","middle"
"male",0,"15","Non_Western","middle"
"female",83,"22","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"male",0,"12","Dutch","middle"
"male",0,"12","Western","middle"
"male",13,"18","Western","middle"
"male",0,"27","Western","middle"
"male",21,"27","Non_Western","middle"
"female",24,"17","Non_Western","middle"
"male",0,"13","Western","middle"
"male",8,"22","Western","middle"
"male",3,"29","Western","middle"
"male",81,"21","Non_Western","middle"
"male",104,"20","Non_Western","middle"
"female",12,"18","Western","middle"
"male",28,"22","Dutch","middle"
"male",76,"19","Dutch","middle"
"male",14,"25","Dutch","middle"
"male",0,"13","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"female",11,"27","Dutch","middle"
"female",2,"27","Western","middle"
"male",10,"29","Non_Western","middle"
"female",4,"23","Western","middle"
"male",43,"24","Non_Western","middle"
"female",83,"19","Non_Western","middle"
"female",10,"17","Western","middle"
"male",54,"17","Non_Western","middle"
"female",58,"19","Dutch","middle"
"female",5,"16","Western","middle"
"male",0,"14","Dutch","middle"
"male",5,"age_over_50","Dutch","middle"
"male",5,"age_30_35","Dutch","middle"
"male",1,"age_30_35","Western","middle"
"male",3,"age_30_35","Non_Western","middle"
"female",20,"age_40_45","Non_Western","middle"
"female",15,"28","Non_Western","middle"
"female",38,"25","Non_Western","middle"
"male",16,"26","Non_Western","middle"
"female",18,"19","Western","middle"
"female",64,"17","Dutch","middle"
"female",0,"14","Dutch","middle"
"male",0,"15","Western","middle"
"male",0,"15","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",9,"27","Dutch","middle"
"male",1,"16","Western","middle"
"female",17,"age_30_35","Dutch","middle"
"female",4,"age_30_35","Western","middle"
"female",13,"age_30_35","Non_Western","middle"
"female",6,"29","Dutch","middle"
"female",14,"16","Non_Western","middle"
"female",0,"14","Western","middle"
"female",49,"18","Non_Western","middle"
"female",55,"18","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",6,"19","Western","middle"
"male",0,"13","Dutch","middle"
"male",32,"16","Dutch","middle"
"male",7,"25","Western","middle"
"female",13,"24","Dutch","middle"
"female",4,"24","Western","middle"
"female",46,"24","Non_Western","middle"
"female",32,"25","Dutch",""
"male",4,"age_30_35","Western",""
"male",233,"22","Non_Western",""
"female",180,"16","Dutch",""
"male",170,"23","Non_Western",""
"female",25,"age_30_35","Non_Western",""
"female",106,"25","Non_Western",""
"female",134,"age_30_35","Non_Western",""
"female",27,"age_over_50","Non_Western",""
"female",100,"17","Western",""
"male",87,"18","Western",""
"female",631,"17","Non_Western",""
"female",76,"age_35_40","Non_Western",""
"female",34,"age_40_45","Dutch",""
"male",0,"12","Western",""
"female",161,"24","Non_Western",""
"female",94,"26","Non_Western",""
"male",81,"27","Non_Western",""
"female",625,"19","Non_Western",""
"male",15,"age_30_35","Non_Western",""
"male",9,"23","Western",""
"female",10,"25","Western",""
"male",770,"18","Non_Western",""
"female",281,"22","Non_Western",""
"male",0,"13","Western",""
"female",61,"age_30_35","Dutch",""
"female",16,"age_30_35","Western",""
"female",52,"29","Non_Western",""
"male",12,"age_over_50","Non_Western",""
"female",13,"age_30_35","Western",""
"female",1,"15","Non_Western",""
"female",5,"27","Western",""
"female",298,"19","Dutch",""
"female",504,"20","Non_Western",""
"female",713,"18","Non_Western",""
"female",64,"27","Non_Western",""
"female",14,"23","Western",""
"female",13,"age_over_50","Western",""
"male",13,"25","Western",""
"male",0,"13","Dutch",""
"male",50,"28","Non_Western",""
"female",26,"22","Western",""
"female",99,"18","Western",""
"female",12,"age_40_45","Western",""
"female",384,"21","Non_Western",""
"male",30,"22","Western",""
"male",0,"12","Dutch",""
"female",0,"12","Non_Western",""
"male",14,"age_30_35","Dutch",""
"male",40,"25","Dutch",""
"female",9,"28","Western",""
"male",92,"22","Dutch",""
"female",52,"age_35_40","Dutch",""
"female",31,"27","Dutch",""
"female",14,"24","Western",""
"female",0,"13","Non_Western",""
"male",304,"16","Non_Western",""
"male",45,"24","Dutch",""
"female",41,"age_30_35","Dutch",""
"female",0,"14","Non_Western",""
"female",200,"23","Non_Western",""
"male",5,"27","Western",""
"female",0,"14","Dutch",""
"female",54,"age_40_45","Non_Western",""
"male",141,"24","Non_Western",""
"female",80,"22","Dutch",""
"male",631,"17","Non_Western",""
"female",48,"21","Western",""
"male",0,"15","Non_Western",""
"male",13,"age_35_40","Western",""
"male",50,"age_35_40","Non_Western",""
"female",0,"15","Western",""
"male",44,"age_30_35","Dutch",""
"female",17,"age_35_40","Western",""
"male",93,"age_30_35","Non_Western",""
"female",0,"12","Western",""
"male",10,"29","Western",""
"female",294,"16","Non_Western",""
"female",14,"28","Dutch",""
"male",86,"26","Non_Western",""
"male",482,"20","Non_Western",""
"male",638,"19","Non_Western",""
"male",3,"age_over_50","Western",""
"male",44,"23","Dutch",""
"female",98,"19","Western",""
"male",0,"12","Non_Western",""
"female",9,"26","Western",""
"male",37,"21","Western",""
"female",115,"21","Dutch",""
"female",0,"12","Dutch",""
"male",211,"16","Dutch",""
"female",78,"28","Non_Western",""
"female",56,"age_over_50","Dutch",""
"male",0,"14","Non_Western",""
"male",108,"17","Western",""
"female",10,"29","Western",""
"male",5,"24","Western",""
"female",210,"20","Dutch",""
"male",22,"27","Dutch",""
"male",26,"age_40_45","Non_Western",""
"male",424,"18","Dutch",""
"male",200,"20","Dutch",""
"female",51,"23","Dutch",""
"female",35,"26","Dutch",""
"male",63,"20","Western",""
"female",4,"15","Dutch",""
"female",0,"14","Western",""
"male",5,"28","Western",""
"male",387,"21","Non_Western",""
"female",43,"24","Dutch",""
"male",91,"25","Non_Western",""
"male",15,"age_40_45","Dutch",""
"male",41,"29","Non_Western",""
"male",0,"14","Western",""
"female",0,"13","Dutch",""
"female",0,"13","Western",""
"male",0,"13","Non_Western",""
"female",17,"29","Dutch",""
"male",5,"age_40_45","Western",""
"male",19,"age_over_50","Dutch",""
"male",35,"16","Western",""
"male",6,"26","Western",""
"male",311,"19","Dutch",""
"female",375,"17","Dutch",""
"male",69,"19","Western",""
"male",2,"15","Dutch",""
"male",24,"29","Dutch",""
"male",0,"14","Dutch",""
"male",145,"21","Dutch",""
"female",408,"18","Dutch",""
"male",16,"28","Dutch",""
"male",10,"age_30_35","Western",""
"male",0,"15","Western",""
"male",27,"26","Dutch",""
"male",394,"17","Dutch",""
"female",42,"16","Western",""
"female",49,"20","Western",""
"male",36,"age_35_40","Dutch",""
"male",1,"29","Western",""
"female",0,"age_over_50","Western",""
"female",77,"26","Non_Western",""
"female",0,"15","Western",""
"male",20,"29","Non_Western",""
"female",6,"26","Western",""
"female",0,"age_over_50","Dutch",""
"female",8,"27","Dutch",""
"female",289,"16","Non_Western",""
"female",2,"29","Western",""
"female",4,"age_40_45","Non_Western",""
"female",60,"22","Dutch",""
"female",42,"16","Western",""
"female",29,"23","Dutch",""
"female",0,"12","Non_Western",""
"female",4,"15","Dutch",""
"female",1,"29","Dutch",""
"male",601,"19","Non_Western",""
"male",30,"16","Western",""
"female",2,"27","Western",""
"female",177,"16","Dutch",""
"female",87,"25","Non_Western",""
"male",0,"13","Non_Western",""
"female",0,"13","Western",""
"female",0,"13","Non_Western",""
"male",0,"12","Non_Western",""
"male",0,"14","Western",""
"male",0,"14","Non_Western",""
"female",9,"26","Dutch",""
"female",100,"17","Western",""
"female",631,"17","Non_Western",""
"male",330,"17","Dutch",""
"female",361,"17","Dutch",""
"male",0,"age_40_45","Dutch",""
"male",61,"19","Western",""
"male",21,"age_30_35","Non_Western",""
"female",3,"28","Western",""
"male",150,"20","Dutch",""
"male",0,"age_40_45","Western",""
"male",20,"24","Dutch",""
"female",0,"age_over_50","Non_Western",""
"female",0,"12","Western",""
"male",5,"26","Dutch",""
"male",0,"age_40_45","Non_Western",""
"male",0,"13","Western",""
"female",55,"28","Non_Western",""
"male",0,"age_30_35","Western",""
"female",357,"21","Non_Western",""
"male",601,"17","Non_Western",""
"male",127,"23","Non_Western",""
"female",7,"25","Western",""
"male",98,"17","Western",""
"male",246,"19","Dutch",""
"male",0,"13","Dutch",""
"female",0,"13","Dutch",""
"male",0,"12","Western",""
"male",2,"15","Dutch",""
"female",173,"20","Dutch",""
"male",0,"age_35_40","Western",""
"male",1,"age_35_40","Dutch",""
"male",9,"25","Dutch",""
"female",1,"age_40_45","Western",""
"female",0,"age_30_35","Western",""
"female",483,"20","Non_Western",""
"male",0,"age_over_50","Non_Western",""
"female",260,"22","Non_Western",""
"male",2,"27","Western",""
"male",7,"27","Dutch",""
"female",1,"15","Non_Western",""
"female",39,"29","Non_Western",""
"female",377,"18","Dutch",""
"female",1,"age_40_45","Dutch",""
"female",0,"12","Dutch",""
"male",52,"20","Western",""
"female",1,"age_30_35","Dutch",""
"female",95,"18","Western",""
"male",50,"27","Non_Western",""
"female",22,"22","Western",""
"male",739,"18","Non_Western",""
"male",3,"29","Dutch",""
"male",0,"age_over_50","Dutch",""
"male",0,"age_30_35","Non_Western",""
"male",21,"23","Dutch",""
"male",437,"20","Non_Western",""
"male",0,"14","Dutch",""
"female",44,"21","Western",""
"male",352,"18","Dutch",""
"female",261,"19","Dutch",""
"male",95,"24","Non_Western",""
"male",0,"age_30_35","Dutch",""
"female",56,"age_30_35","Non_Western",""
"female",0,"14","Non_Western",""
"female",607,"19","Non_Western",""
"female",0,"14","Dutch",""
"female",42,"20","Western",""
"female",53,"27","Non_Western",""
"female",11,"23","Western",""
"male",89,"21","Dutch",""
"female",3,"28","Dutch",""
"female",97,"21","Dutch",""
"female",707,"18","Non_Western",""
"male",61,"25","Non_Western",""
"female",0,"14","Western",""
"female",136,"24","Non_Western",""
"female",7,"age_35_40","Non_Western",""
"female",167,"23","Non_Western",""
"male",43,"22","Dutch",""
"male",5,"25","Western",""
"male",59,"26","Non_Western",""
"male",296,"16","Non_Western",""
"male",0,"12","Dutch",""
"male",6,"23","Western",""
"female",1,"age_30_35","Non_Western",""
"male",2,"age_30_35","Western",""
"male",80,"18","Western",""
"female",91,"19","Western",""
"male",185,"16","Dutch",""
"female",4,"age_30_35","Western",""
"male",4,"26","Western",""
"female",0,"age_30_35","Dutch",""
"female",9,"24","Western",""
"male",3,"age_35_40","Non_Western",""
"male",0,"age_over_50","Western",""
"female",0,"age_35_40","Dutch",""
"male",2,"24","Western",""
"female",0,"age_35_40","Western",""
"male",27,"21","Western",""
"female",14,"24","Dutch",""
"male",21,"22","Western",""
"female",12,"25","Dutch",""
"male",26,"28","Non_Western",""
"male",5,"age_30_35","Dutch",""
"male",185,"22","Non_Western",""
"male",2,"28","Western",""
"male",0,"15","Non_Western",""
"male",333,"21","Non_Western",""
"male",6,"28","Dutch",""
"male",0,"15","Western",""
"female",0,"age_30_35","Non_Western","low"
"female",0,"age_35_40","Dutch","low"
"female",0,"24","Non_Western","low"
"female",18,"17","Non_Western","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"22","Dutch","low"
"female",0,"28","Dutch","low"
"male",27,"16","Non_Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"27","Western","low"
"female",3,"20","Non_Western","low"
"male",1,"20","Non_Western","low"
"female",2,"21","Non_Western","low"
"male",0,"age_40_45","Non_Western","low"
"male",0,"age_40_45","Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",545,"14","Non_Western","low"
"male",0,"23","Non_Western","low"
"female",0,"24","Dutch","low"
"female",0,"29","Non_Western","low"
"female",0,"28","Non_Western","low"
"female",490,"14","Non_Western","low"
"male",0,"age_30_35","Western","low"
"male",0,"21","Western","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"25","Western","low"
"female",8,"17","Western","low"
"male",0,"22","Western","low"
"male",0,"22","Non_Western","low"
"male",9,"16","Western","low"
"male",0,"age_30_35","Dutch","low"
"male",0,"21","Non_Western","low"
"female",0,"age_over_50","Non_Western","low"
"female",0,"age_over_50","Western","low"
"male",358,"13","Western","low"
"male",0,"29","Non_Western","low"
"female",1076,"13","Dutch","low"
"female",0,"29","Western","low"
"female",0,"age_40_45","Non_Western","low"
"male",0,"26","Non_Western","low"
"female",0,"22","Western","low"
"female",1141,"13","Non_Western","low"
"male",0,"23","Dutch","low"
"female",19,"16","Non_Western","low"
"female",842,"12","Dutch","low"
"female",3,"19","Western","low"
"female",0,"21","Western","low"
"male",20,"18","Non_Western","low"
"female",378,"14","Dutch","low"
"male",0,"28","Non_Western","low"
"female",0,"18","Western","low"
"female",0,"25","Dutch","low"
"female",0,"26","Non_Western","low"
"female",0,"age_35_40","Western","low"
"female",0,"22","Non_Western","low"
"male",0,"26","Western","low"
"female",34,"15","Dutch","low"
"male",0,"age_over_50","Western","low"
"male",0,"29","Dutch","low"
"female",321,"12","Western","low"
"female",0,"24","Western","low"
"male",0,"25","Non_Western","low"
"male",0,"25","Dutch","low"
"male",0,"23","Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"23","Non_Western","low"
"female",0,"29","Dutch","low"
"female",0,"age_over_50","Dutch","low"
"female",0,"28","Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"27","Non_Western","low"
"female",0,"25","Western","low"
"male",97,"15","Non_Western","low"
"male",0,"20","Western","low"
"male",0,"28","Western","low"
"male",0,"20","Dutch","low"
"female",0,"age_30_35","Western","low"
"male",0,"29","Western","low"
"male",0,"27","Dutch","low"
"male",32,"17","Non_Western","low"
"female",95,"15","Non_Western","low"
"female",40,"15","Western","low"
"female",2,"20","Western","low"
"female",0,"21","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"female",147,"14","Western","low"
"female",0,"26","Dutch","low"
"female",0,"19","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"male",363,"14","Dutch","low"
"female",0,"23","Western","low"
"female",789,"12","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",0,"24","Dutch","low"
"female",10,"19","Non_Western","low"
"male",312,"12","Western","low"
"male",7,"17","Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_40_45","Western","low"
"male",0,"age_over_50","Non_Western","low"
"male",2,"16","Dutch","low"
"male",1130,"13","Non_Western","low"
"male",0,"22","Dutch","low"
"female",8,"18","Non_Western","low"
"female",15,"16","Western","low"
"female",0,"26","Western","low"
"male",2,"19","Western","low"
"male",10,"19","Non_Western","low"
"male",804,"12","Non_Western","low"
"male",46,"15","Dutch","low"
"male",0,"19","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"27","Western","low"
"male",182,"14","Western","low"
"male",38,"15","Western","low"
"male",0,"28","Dutch","low"
"male",1030,"13","Dutch","low"
"male",0,"26","Dutch","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"18","Dutch","low"
"male",0,"27","Non_Western","low"
"female",355,"13","Western","low"
"male",0,"21","Dutch","low"
"female",0,"17","Dutch","low"
"female",0,"20","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"24","Western","low"
"male",3,"18","Western","low"
"female",0,"23","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"female",0,"27","Dutch","low"
"male",0,"17","Dutch","low"
"male",0,"24","Non_Western","low"
"male",0,"age_35_40","Western","low"
"male",0,"age_over_50","Dutch","low"
"female",3,"16","Dutch","low"
"female",0,"18","Dutch","low"
"male",805,"12","Dutch","low"
"male",0,"age_40_45","Non_Western","middle"
"female",360,"15","Dutch","middle"
"female",0,"22","Dutch","middle"
"female",0,"age_35_40","Western","middle"
"male",0,"age_30_35","Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"age_over_50","Non_Western","middle"
"female",0,"22","Western","middle"
"female",0,"21","Non_Western","middle"
"female",0,"21","Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"female",34,"13","Western","middle"
"female",128,"15","Western","middle"
"female",3,"13","Non_Western","middle"
"female",0,"26","Dutch","middle"
"female",196,"15","Non_Western","middle"
"female",20,"19","Non_Western","middle"
"male",0,"27","Western","middle"
"female",1,"12","Non_Western","middle"
"female",0,"age_35_40","Non_Western","middle"
"male",0,"28","Dutch","middle"
"female",37,"18","Western","middle"
"female",0,"26","Non_Western","middle"
"female",0,"age_over_50","Western","middle"
"female",368,"17","Dutch","middle"
"female",0,"22","Non_Western","middle"
"male",0,"24","Western","middle"
"female",0,"age_30_35","Dutch","middle"
"female",3,"20","Non_Western","middle"
"female",0,"29","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"male",284,"14","Dutch","middle"
"female",14,"13","Dutch","middle"
"male",0,"22","Non_Western","middle"
"female",0,"24","Western","middle"
"male",11,"19","Dutch","middle"
"male",0,"29","Non_Western","middle"
"male",0,"age_35_40","Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"male",0,"age_over_50","Non_Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"age_30_35","Non_Western","middle"
"male",0,"27","Dutch","middle"
"male",0,"24","Dutch","middle"
"female",16,"19","Dutch","middle"
"female",2,"20","Western","middle"
"male",0,"23","Non_Western","middle"
"male",3,"20","Non_Western","middle"
"female",0,"23","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"female",0,"26","Western","middle"
"male",127,"18","Dutch","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"age_40_45","Western","middle"
"female",0,"29","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"age_over_50","Western","middle"
"female",0,"28","Western","middle"
"male",2,"12","Western","middle"
"male",177,"16","Non_Western","middle"
"female",2,"12","Western","middle"
"male",0,"25","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"male",0,"29","Western","middle"
"male",0,"26","Non_Western","middle"
"female",0,"23","Dutch","middle"
"male",0,"26","Western","middle"
"male",186,"17","Non_Western","middle"
"female",0,"29","Dutch","middle"
"female",207,"16","Non_Western","middle"
"male",1,"12","Non_Western","middle"
"female",1,"20","Dutch","middle"
"male",1,"21","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"male",16,"19","Western","middle"
"male",0,"23","Western","middle"
"male",0,"age_35_40","Non_Western","middle"
"male",93,"18","Non_Western","middle"
"female",0,"age_30_35","Dutch","middle"
"male",45,"18","Western","middle"
"male",0,"26","Dutch","middle"
"male",0,"age_30_35","Dutch","middle"
"male",128,"17","Western","middle"
"male",0,"age_over_50","Dutch","middle"
"female",396,"16","Dutch","middle"
"male",0,"age_40_45","Western","middle"
"male",153,"16","Western","middle"
"male",20,"13","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"male",0,"age_40_45","Dutch","middle"
"female",0,"23","Western","middle"
"male",0,"29","Dutch","middle"
"male",320,"17","Dutch","middle"
"female",0,"age_over_50","Dutch","middle"
"female",0,"25","Non_Western","middle"
"female",94,"18","Non_Western","middle"
"female",163,"16","Western","middle"
"male",0,"27","Non_Western","middle"
"male",136,"14","Non_Western","middle"
"female",0,"28","Dutch","middle"
"male",102,"14","Western","middle"
"female",0,"27","Non_Western","middle"
"male",26,"19","Non_Western","middle"
"male",0,"23","Dutch","middle"
"male",0,"24","Non_Western","middle"
"female",0,"24","Dutch","middle"
"female",0,"27","Western","middle"
"male",24,"13","Western","middle"
"female",0,"25","Dutch","middle"
"female",0,"21","Dutch","middle"
"male",0,"25","Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",0,"27","Dutch","middle"
"male",0,"25","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",161,"15","Non_Western","middle"
"female",187,"17","Non_Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"male",2,"20","Western","middle"
"male",0,"21","Dutch","middle"
"female",0,"25","Western","middle"
"male",0,"28","Western","middle"
"male",1,"20","Dutch","middle"
"male",0,"28","Non_Western","middle"
"male",11,"13","Non_Western","middle"
"male",0,"22","Western","middle"
"female",330,"14","Dutch","middle"
"female",7,"19","Western","middle"
"male",330,"16","Dutch","middle"
"male",347,"15","Dutch","middle"
"female",162,"14","Non_Western","middle"
"male",0,"12","Dutch","middle"
"male",104,"15","Western","middle"
"female",108,"14","Western","middle"
"female",181,"17","Western","middle"
"female",100,"18","Dutch","middle"
"male",0,"22","Dutch","middle"
"male",0,"21","Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"27","Western","middle"
"male",0,"24","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"male",0,"age_over_50","Non_Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"24","Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"female",0,"age_40_45","Western","middle"
"female",0,"26","Dutch","middle"
"male",0,"age_over_50","Dutch","middle"
"male",0,"age_35_40","Western","middle"
"male",0,"26","Non_Western","middle"
"male",18,"18","Western","middle"
"female",157,"17","Dutch","middle"
"male",241,"15","Dutch","middle"
"male",91,"15","Western","middle"
"male",188,"17","Non_Western","middle"
"male",0,"27","Dutch","middle"
"female",0,"29","Dutch","middle"
