"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"6030";"WK051837  ";"Wijk      ";"WK051837  ";"    5280";"    2770";"    2505";"    1060";"     880";"    1615";"    1325";"     405";"     905";"    3795";"    2170";"     865";"     365";"     945";"     2.4";"       .";"       .";"       ."
"6031";"BU05183721";"Buurt     ";"BU05183721";"    5280";"    2770";"    2505";"    1060";"     880";"    1615";"    1325";"     405";"     905";"    3795";"    2170";"     865";"     365";"     945";"     2.4";"       .";"       .";"       ."
"6032";"WK051838  ";"Wijk      ";"WK051838  ";"   43520";"   22435";"   21085";"    7035";"    7460";"   15555";"    9850";"    3625";"   11040";"   22785";"   22720";"   12015";"    4310";"    6405";"     1.9";"       .";"       .";"       ."
"6033";"BU05183819";"Buurt     ";"BU05183819";"    4610";"    2240";"    2365";"     595";"    1400";"    1350";"     885";"     385";"     780";"    2955";"    2870";"    1920";"     380";"     575";"     1.6";"       .";"       .";"       ."
"6034";"BU05183822";"Buurt     ";"BU05183822";"    6845";"    3495";"    3350";"    1020";"    1155";"    2780";"    1370";"     525";"     875";"    4530";"    3965";"    2485";"     615";"     870";"     1.7";"       .";"       .";"       ."
"6035";"BU05183823";"Buurt     ";"BU05183823";"    4345";"    2150";"    2195";"     910";"     630";"    1255";"    1175";"     375";"     555";"    2870";"    1785";"     660";"     295";"     835";"     2.4";"       .";"       .";"       ."
"6036";"BU05183824";"Buurt     ";"BU05183824";"    7885";"    4170";"    3715";"    1305";"    1155";"    2885";"    1910";"     635";"    2655";"    3115";"    3885";"    1795";"     860";"    1240";"     2.0";"       .";"       .";"       ."
"6037";"BU05183825";"Buurt     ";"BU05183825";"   11435";"    6015";"    5420";"    1800";"    1690";"    4470";"    2510";"     965";"    4200";"    4185";"    5970";"    2900";"    1440";"    1635";"     1.9";"       .";"       .";"       ."
"6038";"BU05183826";"Buurt     ";"BU05183826";"    8390";"    4355";"    4030";"    1405";"    1435";"    2815";"    2000";"     735";"    1965";"    5125";"    4245";"    2265";"     730";"    1255";"     2.0";"       .";"       .";"       ."
"6039";"WK051839  ";"Wijk      ";"WK051839  ";"    2735";"    2005";"     725";"     130";"     355";"    1510";"     690";"      55";"     290";"    1630";"     580";"     330";"     190";"      65";"     1.5";"       .";"       .";"       ."
"6040";"BU05183960";"Buurt     ";"BU05183960";"    2735";"    2005";"     725";"     130";"     355";"    1510";"     690";"      55";"     290";"    1630";"     580";"     330";"     190";"      65";"     1.5";"       .";"       .";"       ."
"6041";"WK051840  ";"Wijk      ";"WK051840  ";"   22945";"   11395";"   11545";"    4785";"    3160";"    5560";"    6860";"    2585";"    2325";"    8940";"    8415";"    1970";"    1980";"    4470";"     2.7";"       .";"       .";"       ."
"6042";"BU05184001";"Buurt     ";"BU05184001";"    2675";"    1305";"    1370";"     440";"     310";"     665";"     750";"     510";"     290";"    1105";"    1060";"     405";"     215";"     445";"     2.3";"       .";"       .";"       ."
"6043";"BU05184002";"Buurt     ";"BU05184002";"    9155";"    4510";"    4640";"    2435";"    1155";"    2630";"    2185";"     755";"     860";"    3760";"    3220";"     710";"     610";"    1905";"     2.8";"       .";"       .";"       ."
"6044";"BU05184003";"Buurt     ";"BU05184003";"    3460";"    1785";"    1670";"     570";"     535";"     610";"    1295";"     455";"     470";"     870";"    1260";"     215";"     395";"     660";"     2.7";"       .";"       .";"       ."
"6045";"BU05184004";"Buurt     ";"BU05184004";"    4220";"    2040";"    2175";"     695";"     600";"     835";"    1455";"     635";"     400";"    1755";"    1655";"     410";"     490";"     760";"     2.5";"       .";"       .";"       ."
"6046";"BU05184005";"Buurt     ";"BU05184005";"    3425";"    1745";"    1680";"     640";"     560";"     820";"    1175";"     230";"     305";"    1440";"    1215";"     240";"     275";"     705";"     2.8";"       .";"       .";"       ."
"6047";"WK051841  ";"Wijk      ";"WK051841  ";"     430";"     275";"     150";"      85";"      75";"     150";"      80";"      45";"      20";"     215";"     230";"     150";"      30";"      60";"     1.8";"       .";"       .";"       ."
"6048";"BU05184106";"Buurt     ";"BU05184106";"     175";"      90";"      85";"      35";"      15";"      25";"      60";"      40";"      15";"      15";"      80";"      40";"      20";"      30";"     2.1";"       .";"       .";"       ."
"6049";"BU05184107";"Buurt     ";"BU05184107";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"6050";"BU05184110";"Buurt     ";"BU05184110";"     250";"     185";"      65";"      50";"      60";"     120";"      15";"       5";"       5";"     200";"     150";"     115";"      10";"      35";"     1.7";"       .";"       .";"       ."
"6051";"WK051842  ";"Wijk      ";"WK051842  ";"   27050";"   13510";"   13535";"    5630";"    4035";"    6360";"    8790";"    2240";"    3585";"    8355";"   10075";"    2330";"    2205";"    5550";"     2.7";"       .";"       .";"       ."
"6052";"BU05184208";"Buurt     ";"BU05184208";"    1995";"    1015";"     980";"     365";"     365";"     280";"     770";"     220";"     425";"     310";"     660";"      70";"     190";"     405";"     3.0";"       .";"       .";"       ."
"6053";"BU05184209";"Buurt     ";"BU05184209";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"6054";"BU05184211";"Buurt     ";"BU05184211";"    1780";"     920";"     860";"     445";"     160";"     680";"     395";"     100";"     220";"     790";"     765";"     280";"     155";"     340";"     2.3";"       .";"       .";"       ."
"6055";"BU05184212";"Buurt     ";"BU05184212";"    7150";"    3560";"    3590";"    1475";"    1050";"    1810";"    2210";"     605";"     920";"    2545";"    2780";"     715";"     585";"    1490";"     2.6";"       .";"       .";"       ."
"6056";"BU05184213";"Buurt     ";"BU05184213";"    5545";"    2765";"    2780";"    1015";"     820";"    1235";"    1865";"     610";"     745";"    1860";"    2120";"     545";"     505";"    1085";"     2.6";"       .";"       .";"       ."
"6057";"BU05184214";"Buurt     ";"BU05184214";"    4780";"    2395";"    2380";"     960";"     680";"    1285";"    1460";"     390";"     585";"    1700";"    1825";"     460";"     420";"     955";"     2.6";"       .";"       .";"       ."
"6058";"BU05184215";"Buurt     ";"BU05184215";"    5795";"    2850";"    2940";"    1370";"     960";"    1065";"    2090";"     310";"     685";"    1145";"    1910";"     270";"     360";"    1285";"     3.0";"       .";"       .";"       ."
"6059";"WK051843  ";"Wijk      ";"WK051843  ";"     140";"      70";"      70";"      15";"      15";"      20";"      50";"      40";"      15";"      10";"      60";"      15";"      25";"      30";"     2.3";"       .";"       .";"       ."
"6060";"BU05184316";"Buurt     ";"BU05184316";"     100";"      50";"      45";"      10";"      10";"      10";"      35";"      35";"      15";"       0";"      45";"      15";"      20";"      20";"     2.1";"       .";"       .";"       ."
"6061";"BU05184317";"Buurt     ";"BU05184317";"      40";"      15";"      20";"       5";"       5";"      10";"      15";"       5";"       0";"       5";"      15";"       5";"       5";"      10";"     2.7";"       .";"       .";"       ."
"6062";"WK051844  ";"Wijk      ";"WK051844  ";"   20790";"   10425";"   10365";"    4460";"    2840";"    4860";"    6520";"    2115";"    2215";"    6915";"    7450";"    1485";"    1780";"    4195";"     2.8";"       .";"       .";"       ."
"6063";"BU05184418";"Buurt     ";"BU05184418";"    5420";"    2760";"    2655";"    1375";"     730";"    1485";"    1535";"     295";"     580";"    2005";"    1835";"     300";"     375";"    1165";"     2.9";"       .";"       .";"       ."
"6064";"BU05184419";"Buurt     ";"BU05184419";"    4165";"    2110";"    2055";"     750";"     615";"     865";"    1440";"     500";"     430";"    1365";"    1555";"     325";"     430";"     810";"     2.7";"       .";"       .";"       ."
"6065";"BU05184420";"Buurt     ";"BU05184420";"    8455";"    4180";"    4275";"    1485";"    1235";"    1665";"    2895";"    1180";"     910";"    2490";"    3130";"     675";"     825";"    1635";"     2.7";"       .";"       .";"       ."
"6066";"BU05184421";"Buurt     ";"BU05184421";"    2745";"    1370";"    1375";"     850";"     255";"     850";"     650";"     140";"     295";"    1055";"     925";"     185";"     155";"     590";"     3.0";"       .";"       .";"       ."
