"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group","car_ownership"
13405,4,"BU05183637","couple_with_children","2532RG","income_10_10",0
13406,3,"BU05183637","single-parent","2533GL","income_3_10",1
13407,4,"BU05183637","couple_with_children","2533LH","income_4_10",0
13408,4,"BU05183637","couple_with_children","2533VM","income_5_10",0
13409,4,"BU05183637","couple_with_children","2533LB","income_8_10",0
13410,4,"BU05183637","couple_with_children","2533KT","income_9_10",0
13411,4,"BU05183637","couple_with_children","2533GG","income_9_10",0
13412,3,"BU05183637","single-parent","2532RL","income_2_10",1
13413,3,"BU05183637","single-parent","2533JB","income_5_10",0
13414,3,"BU05183637","single-parent","2533GD","income_2_10",1
13415,4,"BU05183637","couple_with_children","2533ES","income_10_10",0
13416,4,"BU05183637","couple_with_children","2533EH","income_5_10",0
13417,4,"BU05183637","couple_with_children","2533EH","income_1_10",0
13418,4,"BU05183637","couple_with_children","2533JG","income_7_10",0
13419,4,"BU05183637","couple_with_children","2532RG","income_8_10",0
13420,4,"BU05183637","couple_with_children","2533SN","income_8_10",0
13421,4,"BU05183637","couple_with_children","2533TW","income_5_10",0
13422,3,"BU05183637","single-parent","2533EL","income_1_10",0
13423,4,"BU05183637","couple_with_children","2533EN","income_7_10",0
13424,4,"BU05183637","couple_with_children","2533KS","income_10_10",0
13425,4,"BU05183637","couple_with_children","2533EV","income_10_10",0
13426,4,"BU05183637","couple_with_children","2533LA","income_10_10",0
13427,4,"BU05183637","couple_with_children","2533SG","income_10_10",0
13428,4,"BU05183637","couple_with_children","2533HG","income_9_10",0
13429,4,"BU05183637","couple_with_children","2531TD","income_6_10",0
13430,4,"BU05183637","couple_with_children","2533SM","income_9_10",0
13431,4,"BU05183637","couple_with_children","2533GN","income_6_10",0
13432,4,"BU05183637","couple_with_children","2533KX","income_6_10",0
13433,4,"BU05183637","couple_with_children","2532RL","income_10_10",0
13434,3,"BU05183637","single-parent","2532RG","income_1_10",1
13435,3,"BU05183637","single-parent","2533TH","income_3_10",1
13436,4,"BU05183637","couple_with_children","2533LG","income_8_10",0
13437,4,"BU05183637","couple_with_children","2533TR","income_9_10",0
13438,4,"BU05183637","couple_with_children","2533EP","income_9_10",0
13439,3,"BU05183637","single-parent","2533GB","income_1_10",0
13440,3,"BU05183637","single-parent","2533XT","income_2_10",1
13441,4,"BU05183637","couple_with_children","2531TC","income_10_10",0
13442,4,"BU05183637","couple_with_children","2533TE","income_2_10",0
13443,3,"BU05183637","single-parent","2531TD","income_1_10",1
13444,4,"BU05183637","couple_with_children","2533GZ","income_8_10",0
13445,3,"BU05183637","single-parent","2533GX","income_2_10",1
13446,3,"BU05183637","single-parent","2533HW","income_2_10",1
13447,4,"BU05183637","couple_with_children","2533GW","income_2_10",0
13448,4,"BU05183637","couple_with_children","2533KW","income_10_10",0
13449,3,"BU05183637","single-parent","2533GG","income_4_10",1
13450,3,"BU05183637","single-parent","2533SK","income_3_10",1
13451,3,"BU05183637","single-parent","2533TK","income_5_10",1
13452,4,"BU05183637","couple_with_children","2533TV","income_10_10",0
13453,4,"BU05183637","couple_with_children","2533GJ","income_9_10",0
13454,3,"BU05183637","single-parent","2533LB","income_2_10",0
13455,3,"BU05183637","single-parent","2533KL","income_5_10",0
13456,4,"BU05183637","couple_with_children","2533EW","income_1_10",0
13457,4,"BU05183637","couple_with_children","2533GR","income_7_10",0
13458,4,"BU05183637","couple_with_children","2533JD","income_10_10",0
13459,4,"BU05183637","couple_with_children","2533TP","income_1_10",0
13460,4,"BU05183637","couple_with_children","2533EH","income_6_10",0
13461,3,"BU05183637","single-parent","2533HS","income_9_10",0
13462,3,"BU05183637","single-parent","2533GV","income_10_10",0
13463,4,"BU05183637","couple_with_children","2533LE","income_8_10",0
13464,4,"BU05183637","couple_with_children","2533KB","income_4_10",0
13465,4,"BU05183637","couple_with_children","2533HT","income_10_10",0
13466,3,"BU05183637","single-parent","2533HD","income_3_10",1
13467,4,"BU05183637","couple_with_children","2533KH","income_2_10",0
13468,3,"BU05183637","single-parent","2533KS","income_6_10",0
13469,4,"BU05183637","couple_with_children","2533VJ","income_1_10",0
13470,3,"BU05183637","single-parent","2533KA","income_4_10",1
13471,3,"BU05183637","single-parent","2533JA","income_1_10",1
13472,4,"BU05183637","couple_with_children","2531TE","income_6_10",0
13473,4,"BU05183637","couple_with_children","2533TL","income_1_10",0
13474,3,"BU05183637","single-parent","2533VP","income_2_10",1
13475,3,"BU05183637","single-parent","2533VL","income_10_10",1
13476,4,"BU05183637","couple_with_children","2533HH","income_5_10",0
13477,3,"BU05183637","single-parent","2533JA","income_8_10",1
13478,4,"BU05183637","couple_with_children","2533GD","income_10_10",0
13479,4,"BU05183637","couple_with_children","2533XZ","income_10_10",0
13480,4,"BU05183637","couple_with_children","2533JB","income_5_10",0
13481,4,"BU05183637","couple_with_children","2533SM","income_2_10",0
13482,3,"BU05183637","single-parent","2533EL","income_5_10",0
13483,4,"BU05183637","couple_with_children","2531TC","income_9_10",0
13484,4,"BU05183637","couple_with_children","2531TB","income_2_10",0
13485,4,"BU05183637","couple_with_children","2532RR","income_4_10",0
13486,3,"BU05183637","single-parent","2533JS","income_2_10",0
13487,3,"BU05183637","single-parent","2533GB","income_3_10",1
13488,3,"BU05183637","single-parent","2533TZ","income_5_10",1
13489,4,"BU05183637","couple_with_children","2533JH","income_4_10",0
13490,4,"BU05183637","couple_with_children","2533GA","income_7_10",0
13491,4,"BU05183637","couple_with_children","2533LL","income_8_10",0
13492,4,"BU05183637","couple_with_children","2533VN","income_5_10",0
13493,3,"BU05183637","single-parent","2531TE","income_2_10",1
13494,4,"BU05183637","couple_with_children","2533LN","income_10_10",0
13495,3,"BU05183637","single-parent","2533GA","income_4_10",1
13496,4,"BU05183637","couple_with_children","2533KS","income_9_10",0
13497,4,"BU05183637","couple_with_children","2531TD","income_1_10",0
13498,3,"BU05183637","single-parent","2533JC","income_8_10",0
13499,4,"BU05183637","couple_with_children","2532RP","income_8_10",0
13500,4,"BU05183637","couple_with_children","2533KE","income_10_10",0
13501,4,"BU05183637","couple_with_children","2533KP","income_7_10",0
13502,4,"BU05183637","couple_with_children","2533JK","income_9_10",0
13503,3,"BU05183637","single-parent","2533JN","income_6_10",0
13504,3,"BU05183637","single-parent","2533JN","income_7_10",1
13505,4,"BU05183637","couple_with_children","2533XS","income_1_10",0
13506,4,"BU05183637","couple_with_children","2533LE","income_6_10",0
13507,3,"BU05183637","single-parent","2533EM","income_2_10",1
13508,4,"BU05183637","couple_with_children","2533KG","income_3_10",0
13509,4,"BU05183637","couple_with_children","2533KJ","income_10_10",0
13510,3,"BU05183637","single-parent","2533LH","income_4_10",1
13511,3,"BU05183637","single-parent","2533SM","income_5_10",1
13512,3,"BU05183637","single-parent","2532RJ","income_1_10",1
13513,4,"BU05183637","couple_with_children","2533KR","income_10_10",0
13514,3,"BU05183637","single-parent","2533JG","income_3_10",1
13515,3,"BU05183637","single-parent","2533LB","income_6_10",0
13516,3,"BU05183637","single-parent","2533EW","income_1_10",1
13517,4,"BU05183637","couple_with_children","2532RJ","income_6_10",0
13518,4,"BU05183637","couple_with_children","2533XS","income_4_10",0
13519,4,"BU05183637","couple_with_children","2533LJ","income_1_10",0
13520,4,"BU05183637","couple_with_children","2533SK","income_7_10",0
13521,3,"BU05183637","single-parent","2533GH","income_9_10",0
13522,4,"BU05183637","couple_with_children","2533HW","income_1_10",0
13523,4,"BU05183637","couple_with_children","2532RG","income_1_10",0
13524,4,"BU05183637","couple_with_children","2533EJ","income_10_10",0
13525,4,"BU05183637","couple_with_children","2533TM","income_1_10",0
13526,3,"BU05183637","single-parent","2533HC","income_6_10",1
13527,4,"BU05183637","couple_with_children","2533LK","income_9_10",0
13528,4,"BU05183637","couple_with_children","2533KB","income_1_10",0
13529,4,"BU05183637","couple_with_children","2532RN","income_8_10",0
13530,4,"BU05183637","couple_with_children","2532RM","income_6_10",0
13531,4,"BU05183637","couple_with_children","2533GX","income_9_10",0
13532,4,"BU05183637","couple_with_children","2533KX","income_9_10",0
13533,4,"BU05183637","couple_with_children","2533KP","income_2_10",0
13534,4,"BU05183637","couple_with_children","2531TA","income_7_10",0
13535,4,"BU05183637","couple_with_children","2533HA","income_2_10",0
13536,4,"BU05183637","couple_with_children","2533XR","income_5_10",0
13537,3,"BU05183637","single-parent","2532RX","income_5_10",1
13538,4,"BU05183637","couple_with_children","2533VH","income_10_10",0
13539,4,"BU05183637","couple_with_children","2532RG","income_2_10",0
13540,3,"BU05183637","single-parent","2533JS","income_8_10",1
13541,4,"BU05183637","couple_with_children","2533GL","income_9_10",0
13542,4,"BU05183637","couple_with_children","2533JC","income_5_10",0
13543,4,"BU05183637","couple_with_children","2533LL","income_9_10",0
13544,4,"BU05183637","couple_with_children","2533KW","income_8_10",0
13545,4,"BU05183637","couple_with_children","2533JS","income_2_10",0
13546,3,"BU05183637","single-parent","2532RG","income_6_10",1
13547,4,"BU05183637","couple_with_children","2533SM","income_6_10",0
13548,4,"BU05183637","couple_with_children","2532RG","income_10_10",0
13549,4,"BU05183637","couple_with_children","2533LG","income_10_10",0
13550,4,"BU05183637","couple_with_children","2532RS","income_9_10",0
13551,4,"BU05183637","couple_with_children","2533LL","income_10_10",0
13552,4,"BU05183637","couple_with_children","2533JD","income_7_10",0
13553,4,"BU05183637","couple_with_children","2533GG","income_6_10",0
13554,4,"BU05183637","couple_with_children","2533KE","income_6_10",0
13555,4,"BU05183637","couple_with_children","2533KT","income_1_10",0
13556,4,"BU05183637","couple_with_children","2533GS","income_6_10",0
13557,4,"BU05183637","couple_with_children","2532RG","income_3_10",0
13558,3,"BU05183637","single-parent","2533VJ","income_4_10",1
13559,4,"BU05183637","couple_with_children","2533GT","income_10_10",0
13560,4,"BU05183637","couple_with_children","2533EP","income_5_10",0
13561,4,"BU05183637","couple_with_children","2533KE","income_6_10",0
13562,3,"BU05183637","single-parent","2533GW","income_1_10",1
13563,4,"BU05183637","couple_with_children","2532RR","income_5_10",0
13564,4,"BU05183637","couple_with_children","2533JB","income_9_10",0
13565,4,"BU05183637","couple_with_children","2533KS","income_10_10",0
13566,4,"BU05183637","couple_with_children","2533XP","income_5_10",0
13567,4,"BU05183637","couple_with_children","2532RM","income_6_10",0
13568,4,"BU05183637","couple_with_children","2533VJ","income_2_10",0
13569,4,"BU05183637","couple_with_children","2533HP","income_7_10",0
13570,3,"BU05183637","single-parent","2533JV","income_9_10",1
13571,4,"BU05183637","couple_with_children","2533GL","income_7_10",0
13572,4,"BU05183637","couple_with_children","2532RV","income_9_10",0
13573,4,"BU05183637","couple_with_children","2532RP","income_6_10",0
13574,4,"BU05183637","couple_with_children","2533GG","income_9_10",0
13575,4,"BU05183637","couple_with_children","2533TD","income_7_10",0
13576,4,"BU05183637","couple_with_children","2533EN","income_10_10",0
13577,4,"BU05183637","couple_with_children","2533JR","income_4_10",0
13578,4,"BU05183637","couple_with_children","2531TE","income_10_10",0
13579,4,"BU05183637","couple_with_children","2533KN","income_6_10",0
13580,3,"BU05183637","single-parent","2533VE","income_1_10",0
13581,4,"BU05183637","couple_with_children","2533LE","income_7_10",0
13582,3,"BU05183637","single-parent","2533VE","income_1_10",0
13583,4,"BU05183637","couple_with_children","2532RP","income_8_10",0
13584,4,"BU05183637","couple_with_children","2533HA","income_1_10",0
13585,4,"BU05183637","couple_with_children","2533VC","income_1_10",0
13586,4,"BU05183637","couple_with_children","2533KS","income_1_10",0
13587,4,"BU05183637","couple_with_children","2533TM","income_1_10",0
13588,4,"BU05183637","couple_with_children","2533JP","income_5_10",0
13589,4,"BU05183637","couple_with_children","2533SK","income_5_10",0
13590,4,"BU05183637","couple_with_children","2532RT","income_9_10",0
13591,4,"BU05183637","couple_with_children","2533GV","income_5_10",0
13592,4,"BU05183637","couple_with_children","2533LN","income_1_10",0
13593,4,"BU05183637","couple_with_children","2533EL","income_1_10",0
13594,4,"BU05183637","couple_with_children","2533XR","income_4_10",0
13595,3,"BU05183637","single-parent","2533VW","income_3_10",0
13596,4,"BU05183637","couple_with_children","2533XW","income_7_10",0
13597,3,"BU05183637","single-parent","2532RX","income_9_10",1
13598,4,"BU05183637","couple_with_children","2533VN","income_8_10",0
13599,4,"BU05183637","couple_with_children","2533VL","income_9_10",0
13600,4,"BU05183637","couple_with_children","2533KC","income_7_10",0
13601,4,"BU05183637","couple_with_children","2533GG","income_7_10",0
13602,4,"BU05183637","couple_with_children","2533GT","income_9_10",0
13603,4,"BU05183637","couple_with_children","2533GC","income_3_10",0
13604,4,"BU05183637","couple_with_children","2533KD","income_3_10",0
13605,4,"BU05183637","couple_with_children","2533JB","income_6_10",0
13606,4,"BU05183637","couple_with_children","2532RH","income_9_10",0
13607,3,"BU05183637","single-parent","2533VP","income_1_10",1
13608,4,"BU05183637","couple_with_children","2533LM","income_1_10",0
13609,4,"BU05183637","couple_with_children","2532RJ","income_2_10",0
13610,3,"BU05183637","single-parent","2533HD","income_1_10",1
13611,4,"BU05183637","couple_with_children","2533VH","income_1_10",0
13612,4,"BU05183637","couple_with_children","2533VL","income_9_10",0
13613,4,"BU05183637","couple_with_children","2533KW","income_8_10",0
13614,3,"BU05183637","single-parent","2533GT","income_9_10",1
13615,4,"BU05183637","couple_with_children","2533LC","income_6_10",0
13616,4,"BU05183637","couple_with_children","2532RG","income_9_10",0
13617,4,"BU05183637","couple_with_children","2533TM","income_8_10",0
13618,4,"BU05183637","couple_with_children","2533HR","income_8_10",0
13619,4,"BU05183637","couple_with_children","2533HA","income_8_10",0
13620,4,"BU05183637","couple_with_children","2533TV","income_10_10",0
13621,4,"BU05183637","couple_with_children","2533EN","income_4_10",0
13622,4,"BU05183637","couple_with_children","2533KD","income_1_10",0
13623,4,"BU05183637","couple_with_children","2533VP","income_8_10",0
13624,4,"BU05183637","couple_with_children","2533KD","income_6_10",0
13625,3,"BU05183637","single-parent","2532RT","income_9_10",1
13626,4,"BU05183637","couple_with_children","2533EL","income_7_10",0
13627,4,"BU05183637","couple_with_children","2532RR","income_6_10",0
13628,4,"BU05183637","couple_with_children","2533TT","income_7_10",0
13629,4,"BU05183637","couple_with_children","2533TH","income_6_10",0
13630,3,"BU05183637","single-parent","2533TS","income_9_10",1
13631,4,"BU05183637","couple_with_children","2533GH","income_9_10",0
13632,4,"BU05183637","couple_with_children","2533LM","income_1_10",0
13633,4,"BU05183637","couple_with_children","2532RH","income_8_10",0
13634,3,"BU05183637","single-parent","2533TR","income_7_10",1
13635,4,"BU05183637","couple_with_children","2533LG","income_1_10",0
13636,4,"BU05183637","couple_with_children","2533KS","income_2_10",0
13637,4,"BU05183637","couple_with_children","2533ET","income_3_10",0
13638,4,"BU05183637","couple_with_children","2533HW","income_6_10",0
13639,4,"BU05183637","couple_with_children","2532RK","income_10_10",0
13640,4,"BU05183637","couple_with_children","2533HP","income_6_10",0
13641,4,"BU05183637","couple_with_children","2533TZ","income_9_10",0
13642,3,"BU05183637","single-parent","2533EV","income_8_10",1
13643,4,"BU05183637","couple_with_children","2533KE","income_6_10",0
13644,4,"BU05183637","couple_with_children","2533JV","income_3_10",0
13645,4,"BU05183637","couple_with_children","2533JA","income_10_10",0
13646,3,"BU05183637","single-parent","2532RG","income_2_10",1
13647,4,"BU05183637","couple_with_children","2533VR","income_5_10",0
13648,3,"BU05183637","single-parent","2533JN","income_9_10",1
13649,4,"BU05183637","couple_with_children","2533KD","income_2_10",0
13650,4,"BU05183637","couple_with_children","2533TD","income_8_10",0
13651,4,"BU05183637","couple_with_children","2532RP","income_2_10",0
13652,4,"BU05183637","couple_with_children","2533LL","income_9_10",0
13653,4,"BU05183637","couple_with_children","2533TL","income_1_10",0
13654,4,"BU05183637","couple_with_children","2533EJ","income_2_10",0
13655,3,"BU05183637","single-parent","2532RS","income_1_10",1
13656,4,"BU05183637","couple_with_children","2533SG","income_1_10",0
13657,3,"BU05183637","single-parent","2533HE","income_3_10",0
13658,3,"BU05183637","single-parent","2533HD","income_7_10",0
13659,4,"BU05183637","couple_with_children","2532RG","income_9_10",0
13660,3,"BU05183637","single-parent","2533LL","income_10_10",0
13661,4,"BU05183637","couple_with_children","2532RG","income_9_10",0
13662,4,"BU05183637","couple_with_children","2533TX","income_4_10",0
13663,3,"BU05183637","single-parent","2532RV","income_4_10",1
13664,3,"BU05183637","single-parent","2532RG","income_6_10",0
13665,4,"BU05183637","couple_with_children","2533JG","income_1_10",0
13666,4,"BU05183637","couple_with_children","2533SN","income_7_10",0
13667,4,"BU05183637","couple_with_children","2533KV","income_8_10",0
13668,4,"BU05183637","couple_with_children","2533EJ","income_5_10",0
13669,4,"BU05183637","couple_with_children","2533TK","income_2_10",0
13670,4,"BU05183637","couple_with_children","2533SG","income_6_10",0
13671,3,"BU05183637","single-parent","2533LA","income_4_10",1
13672,3,"BU05183637","single-parent","2533JP","income_4_10",1
13673,4,"BU05183637","couple_with_children","2533LR","income_9_10",0
13674,3,"BU05183637","single-parent","2532RW","income_1_10",0
13675,3,"BU05183637","single-parent","2532RR","income_8_10",1
13676,3,"BU05183637","single-parent","2533XZ","income_1_10",0
13677,4,"BU05183637","couple_with_children","2533HD","income_10_10",0
13678,4,"BU05183637","couple_with_children","2533TD","income_10_10",0
13679,3,"BU05183637","single-parent","2533JV","income_7_10",1
13680,3,"BU05183637","single-parent","2533KR","income_3_10",1
13681,4,"BU05183637","couple_with_children","2533LC","income_8_10",0
13682,4,"BU05183637","couple_with_children","2533GW","income_10_10",0
13683,4,"BU05183637","couple_with_children","2533XV","income_7_10",0
13684,4,"BU05183637","couple_with_children","2533KB","income_10_10",0
13685,3,"BU05183637","single-parent","2533TS","income_2_10",0
13686,3,"BU05183637","single-parent","2533TD","income_4_10",0
13687,4,"BU05183637","couple_with_children","2533VE","income_4_10",0
13688,4,"BU05183637","couple_with_children","2533VC","income_6_10",0
13689,4,"BU05183637","couple_with_children","2533GH","income_2_10",0
13690,3,"BU05183637","single-parent","2533GV","income_3_10",1
13691,3,"BU05183637","single-parent","2533LL","income_3_10",1
13692,4,"BU05183637","couple_with_children","2533EL","income_10_10",0
13693,4,"BU05183637","couple_with_children","2532RS","income_8_10",0
13694,4,"BU05183637","couple_with_children","2532RG","income_4_10",0
13695,3,"BU05183637","single-parent","2533TR","income_8_10",1
13696,3,"BU05183637","single-parent","2533HW","income_1_10",0
13697,3,"BU05183637","single-parent","2533VM","income_5_10",0
13698,4,"BU05183637","couple_with_children","2532RR","income_8_10",0
13699,4,"BU05183637","couple_with_children","2532RW","income_3_10",0
13700,3,"BU05183637","single-parent","2533KE","income_5_10",1
13701,3,"BU05183637","single-parent","2533LB","income_3_10",1
13702,3,"BU05183637","single-parent","2533JE","income_3_10",0
13703,3,"BU05183637","single-parent","2533ER","income_5_10",0
13704,3,"BU05183637","single-parent","2533HP","income_1_10",0
13705,3,"BU05183637","single-parent","2533EP","income_10_10",0
13706,4,"BU05183637","couple_with_children","2532RT","income_10_10",0
13707,4,"BU05183637","couple_with_children","2533LC","income_3_10",0
13708,3,"BU05183637","single-parent","2532RG","income_2_10",0
13709,4,"BU05183637","couple_with_children","2533GE","income_8_10",0
13710,4,"BU05183637","couple_with_children","2533LL","income_9_10",0
13711,4,"BU05183637","couple_with_children","2533KM","income_1_10",0
13712,3,"BU05183637","single-parent","2533KE","income_1_10",0
13713,3,"BU05183637","single-parent","2533KD","income_3_10",1
13714,4,"BU05183637","couple_with_children","2533JL","income_2_10",0
13715,4,"BU05183637","couple_with_children","2531TC","income_1_10",0
13716,4,"BU05183637","couple_with_children","2533JT","income_7_10",0
13717,4,"BU05183637","couple_with_children","2533HD","income_10_10",0
13718,3,"BU05183637","single-parent","2533LC","income_5_10",1
13719,4,"BU05183637","couple_with_children","2533ER","income_9_10",0
13720,4,"BU05183637","couple_with_children","2533XV","income_9_10",0
13721,4,"BU05183637","couple_with_children","2533XT","income_10_10",0
13722,4,"BU05183637","couple_with_children","2532RG","income_1_10",0
13723,4,"BU05183637","couple_with_children","2533KV","income_2_10",0
13724,4,"BU05183637","couple_with_children","2533GW","income_2_10",0
13725,4,"BU05183637","couple_with_children","2533XT","income_6_10",0
13726,4,"BU05183637","couple_with_children","2533JL","income_1_10",0
13727,4,"BU05183637","couple_with_children","2533SG","income_1_10",0
13728,4,"BU05183637","couple_with_children","2533LM","income_5_10",0
13729,4,"BU05183637","couple_with_children","2533JR","income_1_10",0
13730,4,"BU05183637","couple_with_children","2533KN","income_10_10",0
13731,4,"BU05183637","couple_with_children","2533ER","income_10_10",0
13732,3,"BU05183637","single-parent","2533XR","income_4_10",1
13733,4,"BU05183637","couple_with_children","2533LC","income_7_10",0
13734,4,"BU05183637","couple_with_children","2532RR","income_5_10",0
13735,3,"BU05183637","single-parent","2533HG","income_8_10",0
13736,4,"BU05183637","couple_with_children","2533GH","income_3_10",0
13737,4,"BU05183637","couple_with_children","2533VL","income_9_10",0
13738,3,"BU05183637","single-parent","2531TB","income_3_10",0
13739,4,"BU05183637","couple_with_children","2533ER","income_3_10",0
13740,3,"BU05183637","single-parent","2533TJ","income_8_10",1
13741,3,"BU05183637","single-parent","2533GH","income_8_10",1
13742,3,"BU05183637","single-parent","2533TX","income_4_10",0
13743,4,"BU05183637","couple_with_children","2533HV","income_10_10",0
13744,4,"BU05183637","couple_with_children","2533HW","income_7_10",0
13745,4,"BU05183637","couple_with_children","2533JA","income_8_10",0
13746,3,"BU05183637","single-parent","2533KP","income_1_10",0
13747,4,"BU05183637","couple_with_children","2533HC","income_5_10",0
13748,4,"BU05183637","couple_with_children","2532RJ","income_1_10",0
13749,4,"BU05183637","couple_with_children","2533XZ","income_9_10",0
13750,4,"BU05183637","couple_with_children","2533KX","income_1_10",0
13751,4,"BU05183637","couple_with_children","2533KL","income_6_10",0
13752,4,"BU05183637","couple_with_children","2533VP","income_1_10",0
13753,4,"BU05183637","couple_with_children","2533KL","income_7_10",0
13754,4,"BU05183637","couple_with_children","2533KB","income_5_10",0
13755,4,"BU05183637","couple_with_children","2533VC","income_6_10",0
13756,4,"BU05183637","couple_with_children","2532RP","income_2_10",0
13757,4,"BU05183637","couple_with_children","2533XX","income_5_10",0
13758,4,"BU05183637","couple_with_children","2533LB","income_5_10",0
13759,4,"BU05183637","couple_with_children","2533VH","income_8_10",0
13760,4,"BU05183637","couple_with_children","2533JC","income_6_10",0
13761,3,"BU05183637","single-parent","2533KH","income_2_10",1
13762,4,"BU05183637","couple_with_children","2532RM","income_9_10",0
13763,3,"BU05183637","single-parent","2533VC","income_9_10",1
13764,3,"BU05183637","single-parent","2533XS","income_3_10",1
13765,4,"BU05183637","couple_with_children","2533GN","income_4_10",0
13766,4,"BU05183637","couple_with_children","2532RG","income_10_10",0
13767,3,"BU05183637","single-parent","2533SG","income_1_10",0
13768,4,"BU05183637","couple_with_children","2533TL","income_9_10",0
13769,3,"BU05183637","single-parent","2531TB","income_2_10",0
13770,4,"BU05183637","couple_with_children","2533XZ","income_3_10",0
13771,4,"BU05183637","couple_with_children","2533HG","income_7_10",0
13772,4,"BU05183637","couple_with_children","2532RL","income_7_10",0
13773,3,"BU05183637","single-parent","2533LC","income_1_10",1
13774,3,"BU05183637","single-parent","2533KS","income_7_10",1
13775,4,"BU05183637","couple_with_children","2532RG","income_4_10",0
13776,3,"BU05183637","single-parent","2533GL","income_5_10",1
13777,4,"BU05183637","couple_with_children","2533KX","income_6_10",0
13778,4,"BU05183637","couple_with_children","2533SM","income_4_10",0
13779,4,"BU05183637","couple_with_children","2532RJ","income_8_10",0
13780,4,"BU05183637","couple_with_children","2532RG","income_3_10",0
13781,3,"BU05183637","single-parent","2533TW","income_1_10",1
13782,4,"BU05183637","couple_with_children","2533EH","income_4_10",0
13783,4,"BU05183637","couple_with_children","2533HJ","income_10_10",0
13784,4,"BU05183637","couple_with_children","2533JA","income_3_10",0
13785,3,"BU05183637","single-parent","2533LR","income_3_10",1
13786,4,"BU05183637","couple_with_children","2533KE","income_9_10",0
13787,4,"BU05183637","couple_with_children","2533EW","income_2_10",0
13788,3,"BU05183637","single-parent","2532RJ","income_4_10",0
13789,3,"BU05183637","single-parent","2533XV","income_4_10",1
13790,3,"BU05183637","single-parent","2532RG","income_2_10",0
13791,4,"BU05183637","couple_with_children","2533LK","income_10_10",0
13792,3,"BU05183637","single-parent","2533SG","income_2_10",0
13793,4,"BU05183637","couple_with_children","2533LR","income_4_10",0
13794,4,"BU05183637","couple_with_children","2533TR","income_10_10",0
13795,4,"BU05183637","couple_with_children","2533LH","income_10_10",0
13796,4,"BU05183637","couple_with_children","2532RJ","income_9_10",0
13797,3,"BU05183637","single-parent","2533LK","income_1_10",0
13798,4,"BU05183637","couple_with_children","2533VN","income_5_10",0
13799,4,"BU05183637","couple_with_children","2533EW","income_3_10",0
13800,4,"BU05183637","couple_with_children","2533KT","income_7_10",0
13801,4,"BU05183637","couple_with_children","2532RG","income_7_10",0
13802,4,"BU05183637","couple_with_children","2532RG","income_7_10",0
13803,3,"BU05183637","single-parent","2533GZ","income_5_10",0
13804,4,"BU05183637","couple_with_children","2533XP","income_5_10",0
13805,3,"BU05183637","single-parent","2532RJ","income_2_10",0
13806,3,"BU05183637","single-parent","2533TX","income_7_10",1
13807,4,"BU05183637","couple_with_children","2533SG","income_5_10",0
13808,4,"BU05183637","couple_with_children","2533JK","income_10_10",0
13809,4,"BU05183637","couple_with_children","2533HH","income_7_10",0
13810,4,"BU05183637","couple_with_children","2533KL","income_2_10",0
13811,3,"BU05183637","single-parent","2533LE","income_5_10",1
13812,3,"BU05183637","single-parent","2533LN","income_5_10",1
13813,4,"BU05183637","couple_with_children","2533KK","income_1_10",0
13814,4,"BU05183637","couple_with_children","2533LH","income_5_10",0
13815,4,"BU05183637","couple_with_children","2532RG","income_4_10",0
13816,4,"BU05183637","couple_with_children","2533HN","income_10_10",0
13817,4,"BU05183637","couple_with_children","2533SG","income_5_10",0
13818,4,"BU05183637","couple_with_children","2533XS","income_1_10",0
13819,4,"BU05183637","couple_with_children","2531TE","income_4_10",0
13820,4,"BU05183637","couple_with_children","2533TH","income_7_10",0
13821,3,"BU05183637","single-parent","2532RR","income_4_10",1
13822,3,"BU05183637","single-parent","2533HG","income_6_10",0
13823,4,"BU05183637","couple_with_children","2533VT","income_4_10",0
13824,4,"BU05183637","couple_with_children","2532RR","income_8_10",0
13825,4,"BU05183637","couple_with_children","2533KL","income_10_10",0
13826,4,"BU05183637","couple_with_children","2533HP","income_8_10",0
13827,3,"BU05183637","couple_with_children","2533HH","income_9_10",0
13828,3,"BU05183637","couple_with_children","2533TE","income_10_10",0
13829,3,"BU05183637","couple_with_children","2533SG","income_5_10",0
13830,3,"BU05183637","couple_with_children","2533TE","income_3_10",0
13831,3,"BU05183637","couple_with_children","2533KE","income_1_10",0
13832,2,"BU05183637","single-parent","2533TV","income_8_10",1
13833,2,"BU05183637","single-parent","2533SN","income_2_10",0
13834,3,"BU05183637","couple_with_children","2532RG","income_1_10",0
13835,3,"BU05183637","couple_with_children","2533GX","income_1_10",0
13836,3,"BU05183637","couple_with_children","2533VK","income_6_10",0
13837,2,"BU05183637","single-parent","2533LA","income_9_10",0
13838,3,"BU05183637","couple_with_children","2533GL","income_9_10",0
13839,2,"BU05183637","single-parent","2532RJ","income_5_10",1
13840,2,"BU05183637","single-parent","2533EN","income_4_10",0
13841,3,"BU05183637","couple_with_children","2533KX","income_8_10",0
13842,3,"BU05183637","couple_with_children","2533TL","income_4_10",0
13843,2,"BU05183637","single-parent","2533LC","income_2_10",0
13844,3,"BU05183637","couple_with_children","2533HP","income_9_10",0
13845,3,"BU05183637","couple_with_children","2532RT","income_1_10",0
13846,3,"BU05183637","couple_with_children","2533SG","income_1_10",0
13847,2,"BU05183637","single-parent","2533EK","income_2_10",0
