"gender","n_people","age_group_education","migration_background","education_level"
"male",24,"20","Dutch","middle"
"male",3,"29","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"male",56,"20","Non_Western","middle"
"male",1,"age_30_35","Dutch","middle"
"female",1,"24","Western","middle"
"female",4,"26","Non_Western","middle"
"female",9,"17","Western","middle"
"male",6,"age_35_40","Dutch","middle"
"male",0,"12","Western","middle"
"male",0,"13","Non_Western","middle"
"male",0,"29","Dutch","middle"
"female",6,"24","Non_Western","middle"
"female",0,"13","Western","middle"
"male",0,"age_40_45","Western","middle"
"male",3,"age_over_50","Dutch","middle"
"female",5,"20","Dutch","middle"
"female",6,"24","Dutch","middle"
"female",5,"age_40_45","Non_Western","middle"
"female",2,"20","Western","middle"
"female",0,"13","Dutch","middle"
"male",0,"26","Western","middle"
"female",0,"15","Western","middle"
"male",73,"17","Dutch","middle"
"male",0,"age_30_35","Western","middle"
"male",1,"16","Western","middle"
"male",30,"16","Dutch","middle"
"female",89,"17","Non_Western","middle"
"male",61,"18","Dutch","middle"
"male",2,"23","Western","middle"
"male",3,"21","Western","middle"
"male",16,"age_30_35","Non_Western","middle"
"male",29,"21","Non_Western","middle"
"female",0,"15","Dutch","middle"
"male",0,"25","Western","middle"
"male",5,"23","Dutch","middle"
"male",9,"21","Dutch","middle"
"male",0,"27","Western","middle"
"male",0,"age_35_40","Western","middle"
"male",4,"25","Dutch","middle"
"male",0,"13","Dutch","middle"
"male",0,"28","Western","middle"
"male",0,"14","Dutch","middle"
"male",2,"26","Dutch","middle"
"female",19,"20","Non_Western","middle"
"male",0,"29","Western","middle"
"female",2,"21","Western","middle"
"male",0,"13","Western","middle"
"female",1,"22","Dutch","middle"
"female",2,"age_30_35","Western","middle"
"male",102,"17","Non_Western","middle"
"female",4,"age_35_40","Dutch","middle"
"male",0,"15","Dutch","middle"
"male",1,"22","Western","middle"
"male",0,"14","Western","middle"
"male",0,"12","Dutch","middle"
"female",6,"25","Non_Western","middle"
"female",2,"28","Non_Western","middle"
"female",4,"23","Non_Western","middle"
"male",5,"age_35_40","Non_Western","middle"
"female",5,"23","Dutch","middle"
"male",3,"age_30_35","Dutch","middle"
"male",1,"age_over_50","Western","middle"
"male",0,"12","Non_Western","middle"
"male",6,"19","Western","middle"
"male",21,"19","Dutch","middle"
"female",2,"age_30_35","Dutch","middle"
"female",0,"age_40_45","Dutch","middle"
"male",4,"26","Non_Western","middle"
"male",2,"age_30_35","Western","middle"
"female",57,"19","Non_Western","middle"
"male",1,"24","Western","middle"
"female",1,"27","Dutch","middle"
"female",0,"12","Western","middle"
"female",0,"29","Western","middle"
"female",39,"16","Non_Western","middle"
"female",2,"28","Dutch","middle"
"female",9,"age_35_40","Non_Western","middle"
"male",0,"15","Western","middle"
"female",2,"27","Non_Western","middle"
"female",0,"27","Western","middle"
"male",0,"14","Non_Western","middle"
"male",3,"27","Non_Western","middle"
"female",49,"18","Dutch","middle"
"male",15,"17","Western","middle"
"female",102,"18","Non_Western","middle"
"male",1,"24","Dutch","middle"
"female",1,"age_35_40","Western","middle"
"male",17,"18","Western","middle"
"female",26,"19","Dutch","middle"
"female",0,"28","Western","middle"
"male",2,"28","Dutch","middle"
"female",0,"age_40_45","Western","middle"
"female",1,"22","Western","middle"
"female",0,"13","Non_Western","middle"
"male",3,"age_30_35","Non_Western","middle"
"female",0,"12","Dutch","middle"
"male",88,"19","Non_Western","middle"
"female",6,"21","Dutch","middle"
"male",6,"age_40_45","Non_Western","middle"
"female",25,"16","Dutch","middle"
"female",0,"23","Western","middle"
"female",4,"29","Non_Western","middle"
"male",3,"age_40_45","Dutch","middle"
"female",1,"25","Dutch","middle"
"female",0,"29","Dutch","middle"
"male",7,"23","Non_Western","middle"
"female",0,"25","Western","middle"
"female",0,"14","Western","middle"
"male",140,"18","Non_Western","middle"
"female",2,"19","Western","middle"
"female",0,"14","Non_Western","middle"
"female",0,"14","Dutch","middle"
"male",5,"24","Non_Western","middle"
"male",8,"22","Dutch","middle"
"female",0,"12","Non_Western","middle"
"male",0,"15","Non_Western","middle"
"female",13,"age_30_35","Non_Western","middle"
"male",2,"28","Non_Western","middle"
"female",4,"16","Western","middle"
"female",5,"18","Western","middle"
"female",19,"21","Non_Western","middle"
"male",2,"age_over_50","Non_Western","middle"
"male",19,"22","Non_Western","middle"
"female",14,"22","Non_Western","middle"
"female",18,"age_30_35","Non_Western","middle"
"female",4,"28","Dutch","middle"
"female",0,"29","Western","middle"
"male",41,"18","Non_Western","middle"
"female",0,"14","Non_Western","middle"
"male",3,"28","Non_Western","middle"
"female",1,"25","Western","middle"
"female",0,"15","Non_Western","middle"
"female",5,"29","Non_Western","middle"
"female",1,"26","Western","middle"
"female",2,"age_30_35","Western","middle"
"female",2,"26","Non_Western","middle"
"male",9,"25","Non_Western","middle"
"female",2,"age_35_40","Dutch","middle"
"female",1,"age_35_40","Western","middle"
"female",1,"22","Western","middle"
"female",0,"15","Western","middle"
"male",8,"26","Dutch","middle"
"male",1,"age_30_35","Western","middle"
"male",8,"age_35_40","Dutch","middle"
"male",11,"age_30_35","Non_Western","middle"
"female",12,"age_30_35","Dutch","middle"
"male",23,"21","Dutch","middle"
"female",3,"age_over_50","Non_Western","middle"
"male",8,"age_35_40","Non_Western","middle"
"female",10,"age_over_50","Dutch","middle"
"female",0,"age_over_50","Western","middle"
"female",11,"21","Dutch","middle"
"male",2,"age_35_40","Western","middle"
"male",12,"16","Non_Western","middle"
"female",6,"25","Dutch","middle"
"female",4,"21","Western","middle"
"male",0,"28","Western","middle"
"male",41,"19","Non_Western","middle"
"female",0,"12","Non_Western","middle"
"male",0,"24","Western","middle"
"female",39,"21","Non_Western","middle"
"male",15,"23","Dutch","middle"
"female",0,"13","Western","middle"
"female",7,"age_40_45","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"female",0,"28","Western","middle"
"male",2,"26","Western","middle"
"male",1,"21","Western","middle"
"female",0,"age_40_45","Western","middle"
"male",8,"24","Dutch","middle"
"male",56,"18","Dutch","middle"
"female",12,"22","Dutch","middle"
"male",11,"age_30_35","Dutch","middle"
"female",33,"20","Dutch","middle"
"female",2,"20","Western","middle"
"female",49,"20","Non_Western","middle"
"female",3,"26","Dutch","middle"
"female",15,"16","Dutch","middle"
"female",0,"12","Western","middle"
"male",5,"28","Dutch","middle"
"male",4,"age_over_50","Non_Western","middle"
"female",0,"15","Dutch","middle"
"male",0,"age_40_45","Western","middle"
"male",5,"age_40_45","Non_Western","middle"
"male",1,"age_40_45","Dutch","middle"
"female",13,"23","Dutch","middle"
"male",1,"17","Western","middle"
"male",10,"22","Non_Western","middle"
"female",8,"age_35_40","Non_Western","middle"
"male",37,"17","Dutch","middle"
"male",37,"20","Dutch","middle"
"male",0,"23","Western","middle"
"male",0,"14","Western","middle"
"female",0,"13","Non_Western","middle"
"female",4,"27","Non_Western","middle"
"male",4,"20","Western","middle"
"male",11,"23","Non_Western","middle"
"female",16,"23","Non_Western","middle"
"male",4,"29","Dutch","middle"
"male",0,"15","Non_Western","middle"
"female",34,"22","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"male",0,"12","Dutch","middle"
"male",0,"12","Western","middle"
"male",4,"18","Western","middle"
"male",1,"27","Western","middle"
"male",3,"27","Non_Western","middle"
"female",17,"17","Non_Western","middle"
"male",0,"13","Western","middle"
"male",1,"22","Western","middle"
"male",0,"29","Western","middle"
"male",25,"21","Non_Western","middle"
"male",39,"20","Non_Western","middle"
"female",5,"18","Western","middle"
"male",15,"22","Dutch","middle"
"male",53,"19","Dutch","middle"
"male",5,"25","Dutch","middle"
"male",0,"13","Non_Western","middle"
"male",0,"14","Non_Western","middle"
"female",3,"27","Dutch","middle"
"female",0,"27","Western","middle"
"male",3,"29","Non_Western","middle"
"female",1,"23","Western","middle"
"male",8,"24","Non_Western","middle"
"female",45,"19","Non_Western","middle"
"female",2,"17","Western","middle"
"male",28,"17","Non_Western","middle"
"female",28,"19","Dutch","middle"
"female",3,"16","Western","middle"
"male",0,"14","Dutch","middle"
"male",4,"age_over_50","Dutch","middle"
"male",3,"age_30_35","Dutch","middle"
"male",3,"age_30_35","Western","middle"
"male",1,"age_30_35","Non_Western","middle"
"female",8,"age_40_45","Non_Western","middle"
"female",3,"28","Non_Western","middle"
"female",13,"25","Non_Western","middle"
"male",5,"26","Non_Western","middle"
"female",2,"19","Western","middle"
"female",30,"17","Dutch","middle"
"female",0,"14","Dutch","middle"
"male",0,"15","Western","middle"
"male",0,"15","Dutch","middle"
"female",0,"13","Dutch","middle"
"male",1,"27","Dutch","middle"
"male",4,"16","Western","middle"
"female",5,"age_30_35","Dutch","middle"
"female",2,"age_30_35","Western","middle"
"female",8,"age_30_35","Non_Western","middle"
"female",1,"29","Dutch","middle"
"female",7,"16","Non_Western","middle"
"female",0,"14","Western","middle"
"female",24,"18","Non_Western","middle"
"female",37,"18","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",2,"19","Western","middle"
"male",0,"13","Dutch","middle"
"male",19,"16","Dutch","middle"
"male",2,"25","Western","middle"
"female",5,"24","Dutch","middle"
"female",1,"24","Western","middle"
"female",9,"24","Non_Western","middle"
"female",22,"25","Dutch",""
"male",5,"age_30_35","Western",""
"male",80,"22","Non_Western",""
"female",144,"16","Dutch",""
"male",42,"23","Non_Western",""
"female",12,"age_30_35","Non_Western",""
"female",35,"25","Non_Western",""
"female",51,"age_30_35","Non_Western",""
"female",9,"age_over_50","Non_Western",""
"female",30,"17","Western",""
"male",43,"18","Western",""
"female",282,"17","Non_Western",""
"female",22,"age_35_40","Non_Western",""
"female",13,"age_40_45","Dutch",""
"male",0,"12","Western",""
"female",24,"24","Non_Western",""
"female",14,"26","Non_Western",""
"male",22,"27","Non_Western",""
"female",286,"19","Non_Western",""
"male",7,"age_30_35","Non_Western",""
"male",5,"23","Western",""
"female",3,"25","Western",""
"male",377,"18","Non_Western",""
"female",99,"22","Non_Western",""
"male",0,"13","Western",""
"female",30,"age_30_35","Dutch",""
"female",8,"age_30_35","Western",""
"female",15,"29","Non_Western",""
"male",7,"age_over_50","Non_Western",""
"female",2,"age_30_35","Western",""
"female",0,"15","Non_Western",""
"female",6,"27","Western",""
"female",197,"19","Dutch",""
"female",197,"20","Non_Western",""
"female",350,"18","Non_Western",""
"female",11,"27","Non_Western",""
"female",5,"23","Western",""
"female",2,"age_over_50","Western",""
"male",3,"25","Western",""
"male",0,"13","Dutch",""
"male",15,"28","Non_Western",""
"female",7,"22","Western",""
"female",34,"18","Western",""
"female",4,"age_40_45","Western",""
"female",133,"21","Non_Western",""
"male",12,"22","Western",""
"male",0,"12","Dutch",""
"female",0,"12","Non_Western",""
"male",8,"age_30_35","Dutch",""
"male",28,"25","Dutch",""
"female",0,"28","Western",""
"male",71,"22","Dutch",""
"female",12,"age_35_40","Dutch",""
"female",19,"27","Dutch",""
"female",4,"24","Western",""
"female",0,"13","Non_Western",""
"male",142,"16","Non_Western",""
"male",36,"24","Dutch",""
"female",17,"age_30_35","Dutch",""
"female",0,"14","Non_Western",""
"female",41,"23","Non_Western",""
"male",1,"27","Western",""
"female",0,"14","Dutch",""
"female",17,"age_40_45","Non_Western",""
"male",38,"24","Non_Western",""
"female",66,"22","Dutch",""
"male",332,"17","Non_Western",""
"female",17,"21","Western",""
"male",0,"15","Non_Western",""
"male",3,"age_35_40","Western",""
"male",18,"age_35_40","Non_Western",""
"female",0,"15","Western",""
"male",33,"age_30_35","Dutch",""
"female",3,"age_35_40","Western",""
"male",42,"age_30_35","Non_Western",""
"female",0,"12","Western",""
"male",1,"29","Western",""
"female",145,"16","Non_Western",""
"female",11,"28","Dutch",""
"male",22,"26","Non_Western",""
"male",229,"20","Non_Western",""
"male",291,"19","Non_Western",""
"male",1,"age_over_50","Western",""
"male",64,"23","Dutch",""
"female",25,"19","Western",""
"male",0,"12","Non_Western",""
"female",4,"26","Western",""
"male",7,"21","Western",""
"female",72,"21","Dutch",""
"female",0,"12","Dutch",""
"male",139,"16","Dutch",""
"female",14,"28","Non_Western",""
"female",16,"age_over_50","Dutch",""
"male",0,"14","Non_Western",""
"male",34,"17","Western",""
"female",2,"29","Western",""
"male",3,"24","Western",""
"female",154,"20","Dutch",""
"male",12,"27","Dutch",""
"male",16,"age_40_45","Non_Western",""
"male",275,"18","Dutch",""
"male",166,"20","Dutch",""
"female",47,"23","Dutch",""
"female",21,"26","Dutch",""
"male",26,"20","Western",""
"female",0,"15","Dutch",""
"female",0,"14","Western",""
"male",0,"28","Western",""
"male",139,"21","Non_Western",""
"female",35,"24","Dutch",""
"male",35,"25","Non_Western",""
"male",8,"age_40_45","Dutch",""
"male",17,"29","Non_Western",""
"male",0,"14","Western",""
"female",0,"13","Dutch",""
"female",0,"13","Western",""
"male",0,"13","Non_Western",""
"female",6,"29","Dutch",""
"male",1,"age_40_45","Western",""
"male",11,"age_over_50","Dutch",""
"male",13,"16","Western",""
"male",4,"26","Western",""
"male",205,"19","Dutch",""
"female",233,"17","Dutch",""
"male",25,"19","Western",""
"male",0,"15","Dutch",""
"male",8,"29","Dutch",""
"male",0,"14","Dutch",""
"male",103,"21","Dutch",""
"female",263,"18","Dutch",""
"male",13,"28","Dutch",""
"male",3,"age_30_35","Western",""
"male",0,"15","Western",""
"male",21,"26","Dutch",""
"male",277,"17","Dutch",""
"female",16,"16","Western",""
"female",13,"20","Western",""
"male",21,"age_35_40","Dutch",""
"male",1,"29","Western",""
"female",0,"age_over_50","Western",""
"female",11,"26","Non_Western",""
"female",0,"15","Western",""
"male",11,"29","Non_Western",""
"female",0,"26","Western",""
"female",0,"age_over_50","Dutch",""
"female",7,"27","Dutch",""
"female",145,"16","Non_Western",""
"female",1,"29","Western",""
"female",2,"age_40_45","Non_Western",""
"female",54,"22","Dutch",""
"female",16,"16","Western",""
"female",25,"23","Dutch",""
"female",0,"12","Non_Western",""
"female",0,"15","Dutch",""
"female",1,"29","Dutch",""
"male",260,"19","Non_Western",""
"male",12,"16","Western",""
"female",2,"27","Western",""
"female",137,"16","Dutch",""
"female",25,"25","Non_Western",""
"male",0,"13","Non_Western",""
"female",0,"13","Western",""
"female",0,"13","Non_Western",""
"male",0,"12","Non_Western",""
"male",0,"14","Western",""
"male",0,"14","Non_Western",""
"female",10,"26","Dutch",""
"female",28,"17","Western",""
"female",279,"17","Non_Western",""
"male",232,"17","Dutch",""
"female",225,"17","Dutch",""
"male",0,"age_40_45","Dutch",""
"male",23,"19","Western",""
"male",18,"age_30_35","Non_Western",""
"female",0,"28","Western",""
"male",119,"20","Dutch",""
"male",0,"age_40_45","Western",""
"male",25,"24","Dutch",""
"female",0,"age_over_50","Non_Western",""
"female",0,"12","Western",""
"male",9,"26","Dutch",""
"male",1,"age_40_45","Non_Western",""
"male",0,"13","Western",""
"female",11,"28","Non_Western",""
"male",0,"age_30_35","Western",""
"female",121,"21","Non_Western",""
"male",311,"17","Non_Western",""
"male",32,"23","Non_Western",""
"female",3,"25","Western",""
"male",29,"17","Western",""
"male",161,"19","Dutch",""
"male",0,"13","Dutch",""
"female",0,"13","Dutch",""
"male",0,"12","Western",""
"male",0,"15","Dutch",""
"female",143,"20","Dutch",""
"male",0,"age_35_40","Western",""
"male",0,"age_35_40","Dutch",""
"male",13,"25","Dutch",""
"female",1,"age_40_45","Western",""
"female",0,"age_30_35","Western",""
"female",193,"20","Non_Western",""
"male",0,"age_over_50","Non_Western",""
"female",84,"22","Non_Western",""
"male",0,"27","Western",""
"male",3,"27","Dutch",""
"female",0,"15","Non_Western",""
"female",8,"29","Non_Western",""
"female",245,"18","Dutch",""
"female",0,"age_40_45","Dutch",""
"female",0,"12","Dutch",""
"male",25,"20","Western",""
"female",2,"age_30_35","Dutch",""
"female",33,"18","Western",""
"male",15,"27","Non_Western",""
"female",7,"22","Western",""
"male",344,"18","Non_Western",""
"male",0,"29","Dutch",""
"male",0,"age_over_50","Dutch",""
"male",1,"age_30_35","Non_Western",""
"male",39,"23","Dutch",""
"male",211,"20","Non_Western",""
"male",0,"14","Dutch",""
"female",15,"21","Western",""
"male",227,"18","Dutch",""
"female",175,"19","Dutch",""
"male",24,"24","Non_Western",""
"male",0,"age_30_35","Dutch",""
"female",26,"age_30_35","Non_Western",""
"female",0,"14","Non_Western",""
"female",282,"19","Non_Western",""
"female",0,"14","Dutch",""
"female",13,"20","Western",""
"female",5,"27","Non_Western",""
"female",3,"23","Western",""
"male",72,"21","Dutch",""
"female",2,"28","Dutch",""
"female",55,"21","Dutch",""
"female",338,"18","Non_Western",""
"male",22,"25","Non_Western",""
"female",0,"14","Western",""
"female",18,"24","Non_Western",""
"female",8,"age_35_40","Non_Western",""
"female",36,"23","Non_Western",""
"male",47,"22","Dutch",""
"male",1,"25","Western",""
"male",12,"26","Non_Western",""
"male",137,"16","Non_Western",""
"male",0,"12","Dutch",""
"male",4,"23","Western",""
"female",1,"age_30_35","Non_Western",""
"male",0,"age_30_35","Western",""
"male",36,"18","Western",""
"female",21,"19","Western",""
"male",116,"16","Dutch",""
"female",1,"age_30_35","Western",""
"male",2,"26","Western",""
"female",0,"age_30_35","Dutch",""
"female",1,"24","Western",""
"male",2,"age_35_40","Non_Western",""
"male",0,"age_over_50","Western",""
"female",0,"age_35_40","Dutch",""
"male",1,"24","Western",""
"female",0,"age_35_40","Western",""
"male",5,"21","Western",""
"female",21,"24","Dutch",""
"male",11,"22","Western",""
"female",7,"25","Dutch",""
"male",14,"28","Non_Western",""
"male",2,"age_30_35","Dutch",""
"male",68,"22","Non_Western",""
"male",0,"28","Western",""
"male",0,"15","Non_Western",""
"male",118,"21","Non_Western",""
"male",2,"28","Dutch",""
"male",0,"15","Western",""
"female",0,"age_30_35","Non_Western","low"
"female",0,"age_35_40","Dutch","low"
"female",0,"24","Non_Western","low"
"female",5,"17","Non_Western","low"
"female",0,"age_35_40","Non_Western","low"
"female",0,"22","Dutch","low"
"female",0,"28","Dutch","low"
"male",22,"16","Non_Western","low"
"female",0,"age_30_35","Non_Western","low"
"female",0,"27","Western","low"
"female",0,"20","Non_Western","low"
"male",0,"20","Non_Western","low"
"female",0,"21","Non_Western","low"
"male",0,"age_40_45","Non_Western","low"
"male",0,"age_40_45","Western","low"
"male",0,"age_30_35","Non_Western","low"
"male",278,"14","Non_Western","low"
"male",0,"23","Non_Western","low"
"female",0,"24","Dutch","low"
"female",0,"29","Non_Western","low"
"female",0,"28","Non_Western","low"
"female",240,"14","Non_Western","low"
"male",0,"age_30_35","Western","low"
"male",0,"21","Western","low"
"male",0,"age_35_40","Non_Western","low"
"male",0,"25","Western","low"
"female",1,"17","Western","low"
"male",0,"22","Western","low"
"male",0,"22","Non_Western","low"
"male",6,"16","Western","low"
"male",0,"age_30_35","Dutch","low"
"male",0,"21","Non_Western","low"
"female",0,"age_over_50","Non_Western","low"
"female",0,"age_over_50","Western","low"
"male",126,"13","Western","low"
"male",0,"29","Non_Western","low"
"female",916,"13","Dutch","low"
"female",0,"29","Western","low"
"female",0,"age_40_45","Non_Western","low"
"male",0,"26","Non_Western","low"
"female",0,"22","Western","low"
"female",550,"13","Non_Western","low"
"male",0,"23","Dutch","low"
"female",21,"16","Non_Western","low"
"female",779,"12","Dutch","low"
"female",0,"19","Western","low"
"female",0,"21","Western","low"
"male",25,"18","Non_Western","low"
"female",260,"14","Dutch","low"
"male",0,"28","Non_Western","low"
"female",0,"18","Western","low"
"female",0,"25","Dutch","low"
"female",0,"26","Non_Western","low"
"female",0,"age_35_40","Western","low"
"female",0,"22","Non_Western","low"
"male",0,"26","Western","low"
"female",29,"15","Dutch","low"
"male",0,"age_over_50","Western","low"
"male",0,"29","Dutch","low"
"female",114,"12","Western","low"
"female",0,"24","Western","low"
"male",0,"25","Non_Western","low"
"male",0,"25","Dutch","low"
"male",0,"23","Western","low"
"male",0,"age_40_45","Dutch","low"
"female",0,"23","Non_Western","low"
"female",0,"29","Dutch","low"
"female",0,"age_over_50","Dutch","low"
"female",0,"28","Western","low"
"male",0,"age_30_35","Western","low"
"female",0,"27","Non_Western","low"
"female",0,"25","Western","low"
"male",48,"15","Non_Western","low"
"male",0,"20","Western","low"
"male",0,"28","Western","low"
"male",0,"20","Dutch","low"
"female",0,"age_30_35","Western","low"
"male",0,"29","Western","low"
"male",0,"27","Dutch","low"
"male",19,"17","Non_Western","low"
"female",49,"15","Non_Western","low"
"female",13,"15","Western","low"
"female",0,"20","Western","low"
"female",0,"21","Dutch","low"
"male",0,"age_30_35","Dutch","low"
"female",44,"14","Western","low"
"female",0,"26","Dutch","low"
"female",0,"19","Dutch","low"
"male",0,"age_35_40","Dutch","low"
"male",334,"14","Dutch","low"
"female",0,"23","Western","low"
"female",377,"12","Non_Western","low"
"female",0,"age_30_35","Western","low"
"male",0,"24","Dutch","low"
"female",1,"19","Non_Western","low"
"male",124,"12","Western","low"
"male",2,"17","Western","low"
"female",0,"25","Non_Western","low"
"female",0,"age_40_45","Western","low"
"male",0,"age_over_50","Non_Western","low"
"male",2,"16","Dutch","low"
"male",575,"13","Non_Western","low"
"male",0,"22","Dutch","low"
"female",9,"18","Non_Western","low"
"female",2,"16","Western","low"
"female",0,"26","Western","low"
"male",0,"19","Western","low"
"male",7,"19","Non_Western","low"
"male",386,"12","Non_Western","low"
"male",44,"15","Dutch","low"
"male",0,"19","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"27","Western","low"
"male",71,"14","Western","low"
"male",8,"15","Western","low"
"male",0,"28","Dutch","low"
"male",948,"13","Dutch","low"
"male",0,"26","Dutch","low"
"male",0,"age_30_35","Non_Western","low"
"male",0,"18","Dutch","low"
"male",0,"27","Non_Western","low"
"female",146,"13","Western","low"
"male",0,"21","Dutch","low"
"female",0,"17","Dutch","low"
"female",0,"20","Dutch","low"
"female",0,"age_30_35","Dutch","low"
"male",0,"24","Western","low"
"male",2,"18","Western","low"
"female",0,"23","Dutch","low"
"female",0,"age_40_45","Dutch","low"
"female",0,"27","Dutch","low"
"male",0,"17","Dutch","low"
"male",0,"24","Non_Western","low"
"male",0,"age_35_40","Western","low"
"male",0,"age_over_50","Dutch","low"
"female",1,"16","Dutch","low"
"female",0,"18","Dutch","low"
"male",746,"12","Dutch","low"
"male",0,"age_40_45","Non_Western","middle"
"female",377,"15","Dutch","middle"
"female",0,"22","Dutch","middle"
"female",0,"age_35_40","Western","middle"
"male",0,"age_30_35","Western","middle"
"female",0,"24","Non_Western","middle"
"female",0,"age_over_50","Non_Western","middle"
"female",0,"22","Western","middle"
"female",0,"21","Non_Western","middle"
"female",0,"21","Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"female",1,"13","Western","middle"
"female",42,"15","Western","middle"
"female",3,"13","Non_Western","middle"
"female",0,"26","Dutch","middle"
"female",79,"15","Non_Western","middle"
"female",3,"19","Non_Western","middle"
"male",0,"27","Western","middle"
"female",1,"12","Non_Western","middle"
"female",0,"age_35_40","Non_Western","middle"
"male",0,"28","Dutch","middle"
"female",18,"18","Western","middle"
"female",0,"26","Non_Western","middle"
"female",0,"age_over_50","Western","middle"
"female",331,"17","Dutch","middle"
"female",0,"22","Non_Western","middle"
"male",0,"24","Western","middle"
"female",0,"age_30_35","Dutch","middle"
"female",0,"20","Non_Western","middle"
"female",0,"29","Non_Western","middle"
"female",0,"28","Non_Western","middle"
"male",271,"14","Dutch","middle"
"female",10,"13","Dutch","middle"
"male",0,"22","Non_Western","middle"
"female",0,"24","Western","middle"
"male",18,"19","Dutch","middle"
"male",0,"29","Non_Western","middle"
"male",0,"age_35_40","Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"male",0,"age_over_50","Non_Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"age_30_35","Non_Western","middle"
"male",0,"27","Dutch","middle"
"male",0,"24","Dutch","middle"
"female",10,"19","Dutch","middle"
"female",0,"20","Western","middle"
"male",0,"23","Non_Western","middle"
"male",2,"20","Non_Western","middle"
"female",0,"23","Non_Western","middle"
"female",0,"age_30_35","Western","middle"
"female",0,"26","Western","middle"
"male",92,"18","Dutch","middle"
"female",0,"age_40_45","Dutch","middle"
"female",0,"age_40_45","Western","middle"
"female",0,"29","Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"age_over_50","Western","middle"
"female",0,"28","Western","middle"
"male",0,"12","Western","middle"
"male",48,"16","Non_Western","middle"
"female",0,"12","Western","middle"
"male",0,"25","Non_Western","middle"
"female",0,"age_35_40","Dutch","middle"
"male",0,"29","Western","middle"
"male",0,"26","Non_Western","middle"
"female",0,"23","Dutch","middle"
"male",0,"26","Western","middle"
"male",64,"17","Non_Western","middle"
"female",0,"29","Dutch","middle"
"female",69,"16","Non_Western","middle"
"male",0,"12","Non_Western","middle"
"female",1,"20","Dutch","middle"
"male",0,"21","Non_Western","middle"
"male",0,"age_30_35","Dutch","middle"
"male",2,"19","Western","middle"
"male",0,"23","Western","middle"
"male",0,"age_35_40","Non_Western","middle"
"male",27,"18","Non_Western","middle"
"female",0,"age_30_35","Dutch","middle"
"male",16,"18","Western","middle"
"male",0,"26","Dutch","middle"
"male",0,"age_30_35","Dutch","middle"
"male",34,"17","Western","middle"
"male",0,"age_over_50","Dutch","middle"
"female",286,"16","Dutch","middle"
"male",0,"age_40_45","Western","middle"
"male",42,"16","Western","middle"
"male",16,"13","Dutch","middle"
"female",0,"age_30_35","Western","middle"
"male",0,"age_40_45","Dutch","middle"
"female",0,"23","Western","middle"
"male",0,"29","Dutch","middle"
"male",280,"17","Dutch","middle"
"female",0,"age_over_50","Dutch","middle"
"female",0,"25","Non_Western","middle"
"female",29,"18","Non_Western","middle"
"female",43,"16","Western","middle"
"male",0,"27","Non_Western","middle"
"male",51,"14","Non_Western","middle"
"female",0,"28","Dutch","middle"
"male",33,"14","Western","middle"
"female",0,"27","Non_Western","middle"
"male",2,"19","Non_Western","middle"
"male",0,"23","Dutch","middle"
"male",0,"24","Non_Western","middle"
"female",0,"24","Dutch","middle"
"female",0,"27","Western","middle"
"male",3,"13","Western","middle"
"female",0,"25","Dutch","middle"
"female",0,"21","Dutch","middle"
"male",0,"25","Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"female",0,"27","Dutch","middle"
"male",0,"25","Dutch","middle"
"female",0,"12","Dutch","middle"
"male",79,"15","Non_Western","middle"
"female",63,"17","Non_Western","middle"
"female",0,"age_30_35","Non_Western","middle"
"male",0,"20","Western","middle"
"male",0,"21","Dutch","middle"
"female",0,"25","Western","middle"
"male",0,"28","Western","middle"
"male",1,"20","Dutch","middle"
"male",0,"28","Non_Western","middle"
"male",1,"13","Non_Western","middle"
"male",0,"22","Western","middle"
"female",315,"14","Dutch","middle"
"female",1,"19","Western","middle"
"male",289,"16","Dutch","middle"
"male",358,"15","Dutch","middle"
"female",67,"14","Non_Western","middle"
"male",0,"12","Dutch","middle"
"male",45,"15","Western","middle"
"female",44,"14","Western","middle"
"female",44,"17","Western","middle"
"female",97,"18","Dutch","middle"
"male",0,"22","Dutch","middle"
"male",0,"21","Western","middle"
"female",0,"age_40_45","Non_Western","middle"
"male",0,"age_35_40","Dutch","middle"
"male",0,"27","Western","middle"
"male",0,"24","Dutch","middle"
"male",0,"age_over_50","Western","middle"
"male",0,"age_over_50","Non_Western","middle"
"male",0,"age_30_35","Western","middle"
"male",0,"24","Western","middle"
"male",0,"age_30_35","Non_Western","middle"
"female",0,"age_40_45","Western","middle"
"female",0,"26","Dutch","middle"
"male",0,"age_over_50","Dutch","middle"
"male",0,"age_35_40","Western","middle"
"male",0,"26","Non_Western","middle"
"male",4,"18","Western","middle"
"female",119,"17","Dutch","middle"
"male",244,"15","Dutch","middle"
"male",31,"15","Western","middle"
"male",68,"17","Non_Western","middle"
"male",0,"27","Dutch","middle"
"female",0,"29","Dutch","middle"
