"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group"
10235,2,"BU05183398","couple_without_children","2542TC","income_1_10"
10236,2,"BU05183398","couple_without_children","2542TN","income_9_10"
10237,2,"BU05183398","couple_without_children","2542XE","income_1_10"
10238,2,"BU05183398","couple_without_children","2542CP","income_10_10"
10239,2,"BU05183398","couple_without_children","2542NE","income_10_10"
10240,2,"BU05183398","couple_without_children","2542EP","income_8_10"
10241,2,"BU05183398","couple_without_children","2542JX","income_6_10"
10242,2,"BU05183398","couple_without_children","2542LL","income_6_10"
10243,2,"BU05183398","couple_without_children","2542LM","income_4_10"
10244,2,"BU05183398","couple_without_children","2543SX","income_10_10"
10245,2,"BU05183398","couple_without_children","2542TM","income_1_10"
10246,2,"BU05183398","couple_without_children","2542TJ","income_1_10"
10247,2,"BU05183398","couple_without_children","2545DS","income_8_10"
10248,2,"BU05183398","couple_without_children","2542WZ","income_4_10"
10249,2,"BU05183398","couple_without_children","2543SP","income_1_10"
10250,2,"BU05183398","couple_without_children","2542CD","income_9_10"
10251,2,"BU05183398","couple_without_children","2542AS","income_9_10"
10252,2,"BU05183398","couple_without_children","2542NH","income_5_10"
10253,2,"BU05183398","couple_without_children","2542CK","income_10_10"
10254,2,"BU05183398","couple_without_children","2545DS","income_4_10"
10255,2,"BU05183398","couple_without_children","2542AT","income_5_10"
10256,2,"BU05183398","couple_without_children","2542XG","income_9_10"
10257,2,"BU05183398","couple_without_children","2542LH","income_1_10"
10258,2,"BU05183398","couple_without_children","2541GM","income_10_10"
10259,2,"BU05183398","couple_without_children","2542TK","income_4_10"
10260,2,"BU05183398","couple_without_children","2542XE","income_7_10"
10261,2,"BU05183398","couple_without_children","2542AV","income_1_10"
10262,2,"BU05183398","couple_without_children","2542TT","income_6_10"
10263,2,"BU05183398","couple_without_children","2542AA","income_4_10"
10264,2,"BU05183398","couple_without_children","2542PL","income_10_10"
10265,2,"BU05183398","couple_without_children","2542LP","income_4_10"
10266,2,"BU05183398","couple_without_children","2542AB","income_4_10"
10267,2,"BU05183398","couple_without_children","2541GS","income_1_10"
10268,2,"BU05183398","couple_without_children","2542TR","income_8_10"
10269,2,"BU05183398","couple_without_children","2543SZ","income_5_10"
10270,2,"BU05183398","couple_without_children","2542LK","income_6_10"
10271,2,"BU05183398","couple_without_children","2542EL","income_7_10"
10272,2,"BU05183398","couple_without_children","2542LG","income_4_10"
10273,2,"BU05183398","couple_without_children","2542NJ","income_3_10"
10274,2,"BU05183398","couple_without_children","2541GB","income_2_10"
10275,2,"BU05183398","couple_without_children","2542PM","income_8_10"
10276,2,"BU05183398","couple_without_children","2541GS","income_9_10"
10277,2,"BU05183398","couple_without_children","2542PM","income_9_10"
10278,2,"BU05183398","couple_without_children","2542PP","income_7_10"
10279,2,"BU05183398","couple_without_children","2542TJ","income_5_10"
10280,2,"BU05183398","couple_without_children","2543SX","income_7_10"
10281,2,"BU05183398","couple_without_children","2542VM","income_8_10"
10282,2,"BU05183398","couple_without_children","2542AD","income_8_10"
10283,2,"BU05183398","couple_without_children","2545DP","income_10_10"
10284,2,"BU05183398","couple_without_children","2542TG","income_7_10"
10285,2,"BU05183398","couple_without_children","2542JT","income_8_10"
10286,2,"BU05183398","couple_without_children","2542XV","income_1_10"
10287,2,"BU05183398","couple_without_children","2542KP","income_4_10"
10288,2,"BU05183398","couple_without_children","2543TB","income_8_10"
10289,2,"BU05183398","couple_without_children","2542TS","income_9_10"
10290,2,"BU05183398","couple_without_children","2541GK","income_9_10"
10291,2,"BU05183398","couple_without_children","2545DR","income_3_10"
10292,2,"BU05183398","couple_without_children","2542JX","income_1_10"
10293,2,"BU05183398","couple_without_children","2542TG","income_5_10"
10294,2,"BU05183398","couple_without_children","2542HM","income_8_10"
10295,2,"BU05183398","couple_without_children","2543TC","income_7_10"
10296,2,"BU05183398","couple_without_children","2542AC","income_8_10"
10297,2,"BU05183398","couple_without_children","2542NT","income_7_10"
10298,2,"BU05183398","couple_without_children","2542KP","income_9_10"
10299,2,"BU05183398","couple_without_children","2542VK","income_9_10"
10300,2,"BU05183398","couple_without_children","2542VK","income_4_10"
10301,2,"BU05183398","couple_without_children","2541GM","income_8_10"
10302,2,"BU05183398","couple_without_children","2542PK","income_10_10"
10303,2,"BU05183398","couple_without_children","2542TM","income_4_10"
10304,2,"BU05183398","couple_without_children","2542XW","income_10_10"
10305,2,"BU05183398","couple_without_children","2541GS","income_10_10"
10306,2,"BU05183398","couple_without_children","2542VK","income_5_10"
10307,2,"BU05183398","couple_without_children","2542AA","income_3_10"
10308,2,"BU05183398","couple_without_children","2541GH","income_1_10"
10309,2,"BU05183398","couple_without_children","2542VL","income_1_10"
10310,2,"BU05183398","couple_without_children","2542HE","income_5_10"
10311,2,"BU05183398","couple_without_children","2542XE","income_2_10"
10312,2,"BU05183398","couple_without_children","2542AC","income_9_10"
10313,2,"BU05183398","couple_without_children","2542EM","income_8_10"
10314,2,"BU05183398","couple_without_children","2541GK","income_6_10"
10315,2,"BU05183398","couple_without_children","2542VT","income_9_10"
10316,2,"BU05183398","couple_without_children","2542EJ","income_8_10"
10317,2,"BU05183398","couple_without_children","2542NC","income_5_10"
10318,2,"BU05183398","couple_without_children","2542TE","income_10_10"
10319,2,"BU05183398","couple_without_children","2542EM","income_2_10"
10320,2,"BU05183398","couple_without_children","2543TC","income_8_10"
10321,2,"BU05183398","couple_without_children","2541GJ","income_6_10"
10322,2,"BU05183398","couple_without_children","2541GL","income_7_10"
10323,2,"BU05183398","couple_without_children","2542XP","income_9_10"
10324,2,"BU05183398","couple_without_children","2542CK","income_2_10"
10325,2,"BU05183398","couple_without_children","2542EZ","income_8_10"
10326,2,"BU05183398","couple_without_children","2542VX","income_4_10"
10327,2,"BU05183398","couple_without_children","2542JV","income_3_10"
10328,2,"BU05183398","couple_without_children","2542XC","income_2_10"
10329,2,"BU05183398","couple_without_children","2542PC","income_7_10"
10330,2,"BU05183398","couple_without_children","2542CG","income_10_10"
10331,2,"BU05183398","couple_without_children","2542XG","income_7_10"
10332,2,"BU05183398","couple_without_children","2542NS","income_4_10"
10333,2,"BU05183398","couple_without_children","2542AS","income_3_10"
10334,2,"BU05183398","couple_without_children","2542HM","income_9_10"
10335,2,"BU05183398","couple_without_children","2541GS","income_5_10"
10336,2,"BU05183398","couple_without_children","2542VT","income_4_10"
10337,2,"BU05183398","couple_without_children","2542BK","income_9_10"
10338,2,"BU05183398","couple_without_children","2542NM","income_6_10"
10339,2,"BU05183398","couple_without_children","2541GH","income_10_10"
10340,2,"BU05183398","couple_without_children","2545DR","income_4_10"
10341,2,"BU05183398","couple_without_children","2542PN","income_7_10"
10342,2,"BU05183398","couple_without_children","2543TC","income_10_10"
10343,2,"BU05183398","couple_without_children","2542JX","income_5_10"
10344,2,"BU05183398","couple_without_children","2542LL","income_10_10"
10345,2,"BU05183398","couple_without_children","2542LK","income_9_10"
10346,2,"BU05183398","couple_without_children","2545DP","income_1_10"
10347,2,"BU05183398","couple_without_children","2542HJ","income_6_10"
10348,2,"BU05183398","couple_without_children","2542XD","income_8_10"
10349,2,"BU05183398","couple_without_children","2541GH","income_5_10"
10350,2,"BU05183398","couple_without_children","2542LS","income_3_10"
10351,2,"BU05183398","couple_without_children","2541GV","income_7_10"
10352,2,"BU05183398","couple_without_children","2542BA","income_5_10"
10353,2,"BU05183398","couple_without_children","2542TW","income_7_10"
10354,2,"BU05183398","couple_without_children","2543SM","income_9_10"
10355,2,"BU05183398","couple_without_children","2542WX","income_7_10"
10356,2,"BU05183398","couple_without_children","2542AB","income_2_10"
10357,2,"BU05183398","couple_without_children","2545DS","income_6_10"
10358,2,"BU05183398","couple_without_children","2542XA","income_9_10"
10359,2,"BU05183398","couple_without_children","2542ND","income_10_10"
10360,2,"BU05183398","couple_without_children","2542AC","income_6_10"
10361,2,"BU05183398","couple_without_children","2542TM","income_7_10"
10362,2,"BU05183398","couple_without_children","2541GM","income_10_10"
10363,2,"BU05183398","couple_without_children","2542XB","income_6_10"
10364,2,"BU05183398","couple_without_children","2542CT","income_5_10"
10365,2,"BU05183398","couple_without_children","2542VT","income_1_10"
10366,2,"BU05183398","couple_without_children","2542NT","income_3_10"
10367,2,"BU05183398","couple_without_children","2542PC","income_4_10"
10368,2,"BU05183398","couple_without_children","2541GH","income_1_10"
10369,2,"BU05183398","couple_without_children","2541GJ","income_2_10"
10370,2,"BU05183398","couple_without_children","2541GR","income_1_10"
10371,2,"BU05183398","couple_without_children","2542CD","income_10_10"
10372,2,"BU05183398","couple_without_children","2542LZ","income_5_10"
10373,2,"BU05183398","couple_without_children","2542JV","income_8_10"
10374,2,"BU05183398","couple_without_children","2542XC","income_3_10"
10375,2,"BU05183398","couple_without_children","2542BE","income_10_10"
10376,2,"BU05183398","couple_without_children","2542LG","income_5_10"
10377,2,"BU05183398","couple_without_children","2542TR","income_4_10"
10378,2,"BU05183398","couple_without_children","2542XM","income_10_10"
10379,2,"BU05183398","couple_without_children","2542BH","income_4_10"
10380,2,"BU05183398","couple_without_children","2543TC","income_4_10"
10381,2,"BU05183398","couple_without_children","2542TN","income_8_10"
10382,2,"BU05183398","couple_without_children","2542AB","income_9_10"
10383,2,"BU05183398","couple_without_children","2542NL","income_3_10"
10384,2,"BU05183398","couple_without_children","2541GK","income_3_10"
10385,2,"BU05183398","couple_without_children","2542XA","income_10_10"
10386,2,"BU05183398","couple_without_children","2542LP","income_10_10"
10387,2,"BU05183398","couple_without_children","2542XA","income_5_10"
10388,2,"BU05183398","couple_without_children","2543TC","income_9_10"
10389,2,"BU05183398","couple_without_children","2542CM","income_4_10"
10390,2,"BU05183398","couple_without_children","2542LH","income_8_10"
10391,2,"BU05183398","couple_without_children","2541GL","income_1_10"
10392,2,"BU05183398","couple_without_children","2542GN","income_7_10"
10393,2,"BU05183398","couple_without_children","2542NA","income_8_10"
10394,2,"BU05183398","couple_without_children","2542TD","income_10_10"
10395,2,"BU05183398","couple_without_children","2545DZ","income_3_10"
10396,2,"BU05183398","couple_without_children","2542PC","income_8_10"
10397,2,"BU05183398","couple_without_children","2542XJ","income_5_10"
10398,2,"BU05183398","couple_without_children","2542XH","income_3_10"
10399,2,"BU05183398","couple_without_children","2542XV","income_7_10"
10400,2,"BU05183398","couple_without_children","2542TP","income_9_10"
10401,2,"BU05183398","couple_without_children","2542EM","income_3_10"
10402,2,"BU05183398","couple_without_children","2542VN","income_2_10"
10403,2,"BU05183398","couple_without_children","2542AN","income_9_10"
10404,2,"BU05183398","couple_without_children","2542EX","income_8_10"
10405,2,"BU05183398","couple_without_children","2542PL","income_10_10"
10406,2,"BU05183398","couple_without_children","2542ES","income_5_10"
10407,2,"BU05183398","couple_without_children","2542NA","income_6_10"
10408,2,"BU05183398","couple_without_children","2541GS","income_2_10"
10409,2,"BU05183398","couple_without_children","2542CD","income_7_10"
10410,2,"BU05183398","couple_without_children","2542PP","income_6_10"
10411,2,"BU05183398","couple_without_children","2541GB","income_9_10"
10412,2,"BU05183398","couple_without_children","2542KP","income_1_10"
10413,2,"BU05183398","couple_without_children","2542AD","income_7_10"
10414,2,"BU05183398","couple_without_children","2542XP","income_10_10"
10415,2,"BU05183398","couple_without_children","2542TD","income_8_10"
10416,2,"BU05183398","couple_without_children","2542TK","income_9_10"
10417,2,"BU05183398","couple_without_children","2545DP","income_4_10"
10418,2,"BU05183398","couple_without_children","2541GK","income_7_10"
10419,2,"BU05183398","couple_without_children","2542VN","income_2_10"
10420,2,"BU05183398","couple_without_children","2542EX","income_6_10"
10421,2,"BU05183398","couple_without_children","2542TD","income_6_10"
10422,2,"BU05183398","couple_without_children","2542HH","income_3_10"
10423,2,"BU05183398","couple_without_children","2542NA","income_9_10"
10424,2,"BU05183398","couple_without_children","2542LW","income_10_10"
10425,2,"BU05183398","couple_without_children","2542VL","income_6_10"
10426,2,"BU05183398","couple_without_children","2542TG","income_10_10"
10427,2,"BU05183398","couple_without_children","2545DM","income_4_10"
10428,2,"BU05183398","couple_without_children","2541GE","income_6_10"
10429,2,"BU05183398","couple_without_children","2542EX","income_2_10"
10430,2,"BU05183398","couple_without_children","2543TC","income_2_10"
10431,2,"BU05183398","couple_without_children","2542GN","income_8_10"
10432,2,"BU05183398","couple_without_children","2541GJ","income_5_10"
10433,2,"BU05183398","couple_without_children","2541GL","income_2_10"
10434,2,"BU05183398","couple_without_children","2542AC","income_10_10"
10435,2,"BU05183398","couple_without_children","2543TB","income_8_10"
10436,2,"BU05183398","couple_without_children","2541GL","income_9_10"
10437,2,"BU05183398","couple_without_children","2542TD","income_7_10"
10438,2,"BU05183398","couple_without_children","2542TE","income_3_10"
10439,2,"BU05183398","couple_without_children","2542KP","income_2_10"
10440,2,"BU05183398","couple_without_children","2542NA","income_10_10"
10441,2,"BU05183398","couple_without_children","2542AC","income_4_10"
10442,2,"BU05183398","couple_without_children","2542XW","income_1_10"
10443,2,"BU05183398","couple_without_children","2543TC","income_9_10"
10444,2,"BU05183398","couple_without_children","2542TK","income_1_10"
10445,2,"BU05183398","couple_without_children","2542BC","income_10_10"
10446,2,"BU05183398","couple_without_children","2542AS","income_3_10"
10447,2,"BU05183398","couple_without_children","2542AB","income_1_10"
10448,2,"BU05183398","couple_without_children","2542AA","income_8_10"
10449,2,"BU05183398","couple_without_children","2542AB","income_10_10"
10450,2,"BU05183398","couple_without_children","2542AB","income_7_10"
10451,2,"BU05183398","couple_without_children","2542EL","income_1_10"
10452,2,"BU05183398","couple_without_children","2542XW","income_1_10"
10453,2,"BU05183398","couple_without_children","2542AD","income_8_10"
10454,2,"BU05183398","couple_without_children","2541GG","income_8_10"
10455,2,"BU05183398","couple_without_children","2542NG","income_9_10"
10456,2,"BU05183398","couple_without_children","2542CK","income_3_10"
10457,2,"BU05183398","couple_without_children","2542GM","income_10_10"
10458,2,"BU05183398","couple_without_children","2541GS","income_10_10"
10459,2,"BU05183398","couple_without_children","2542XA","income_2_10"
10460,2,"BU05183398","couple_without_children","2542LP","income_4_10"
10461,2,"BU05183398","couple_without_children","2545DS","income_4_10"
10462,2,"BU05183398","couple_without_children","2542CT","income_2_10"
10463,2,"BU05183398","couple_without_children","2542ND","income_10_10"
10464,2,"BU05183398","couple_without_children","2541GP","income_8_10"
10465,2,"BU05183398","couple_without_children","2545DP","income_3_10"
10466,2,"BU05183398","couple_without_children","2542EH","income_10_10"
10467,2,"BU05183398","couple_without_children","2542XE","income_7_10"
10468,2,"BU05183398","couple_without_children","2541GV","income_6_10"
10469,2,"BU05183398","couple_without_children","2542NJ","income_10_10"
10470,2,"BU05183398","couple_without_children","2542VK","income_9_10"
10471,2,"BU05183398","couple_without_children","2545DR","income_3_10"
10472,2,"BU05183398","couple_without_children","2542XL","income_5_10"
10473,2,"BU05183398","couple_without_children","2542XE","income_4_10"
10474,2,"BU05183398","couple_without_children","2542NC","income_4_10"
10475,2,"BU05183398","couple_without_children","2542XD","income_9_10"
10476,2,"BU05183398","couple_without_children","2542HM","income_1_10"
10477,2,"BU05183398","couple_without_children","2542KP","income_5_10"
10478,2,"BU05183398","couple_without_children","2541GC","income_2_10"
10479,2,"BU05183398","couple_without_children","2542AA","income_6_10"
10480,2,"BU05183398","couple_without_children","2542AC","income_5_10"
10481,2,"BU05183398","couple_without_children","2542AA","income_5_10"
10482,2,"BU05183398","couple_without_children","2542TL","income_9_10"
10483,2,"BU05183398","couple_without_children","2542PC","income_1_10"
10484,2,"BU05183398","couple_without_children","2542HH","income_10_10"
10485,2,"BU05183398","couple_without_children","2541GL","income_9_10"
10486,2,"BU05183398","couple_without_children","2542AV","income_10_10"
10487,2,"BU05183398","couple_without_children","2542XB","income_3_10"
10488,2,"BU05183398","couple_without_children","2542PM","income_7_10"
10489,2,"BU05183398","couple_without_children","2542BB","income_10_10"
10490,2,"BU05183398","couple_without_children","2542VN","income_9_10"
10491,2,"BU05183398","couple_without_children","2542ES","income_6_10"
10492,2,"BU05183398","couple_without_children","2542NV","income_10_10"
10493,2,"BU05183398","couple_without_children","2542BA","income_7_10"
10494,2,"BU05183398","couple_without_children","2541GT","income_4_10"
10495,2,"BU05183398","couple_without_children","2542AC","income_2_10"
10496,2,"BU05183398","couple_without_children","2542ER","income_10_10"
10497,2,"BU05183398","couple_without_children","2542LP","income_10_10"
10498,2,"BU05183398","couple_without_children","2542TJ","income_9_10"
10499,2,"BU05183398","couple_without_children","2545DS","income_2_10"
10500,2,"BU05183398","couple_without_children","2542AB","income_10_10"
10501,2,"BU05183398","couple_without_children","2542HE","income_10_10"
10502,2,"BU05183398","couple_without_children","2543TC","income_9_10"
10503,2,"BU05183398","couple_without_children","2542TN","income_4_10"
10504,2,"BU05183398","couple_without_children","2542KP","income_9_10"
10505,2,"BU05183398","couple_without_children","2542WZ","income_1_10"
10506,2,"BU05183398","couple_without_children","2541GS","income_8_10"
10507,2,"BU05183398","couple_without_children","2545DS","income_9_10"
10508,2,"BU05183398","couple_without_children","2542AD","income_1_10"
10509,2,"BU05183398","couple_without_children","2542XB","income_5_10"
10510,2,"BU05183398","couple_without_children","2542EP","income_6_10"
10511,2,"BU05183398","couple_without_children","2541GX","income_2_10"
10512,2,"BU05183398","couple_without_children","2541GJ","income_3_10"
10513,2,"BU05183398","couple_without_children","2542AD","income_10_10"
10514,2,"BU05183398","couple_without_children","2541GX","income_5_10"
10515,2,"BU05183398","couple_without_children","2542XH","income_4_10"
10516,2,"BU05183398","couple_without_children","2542JX","income_4_10"
10517,2,"BU05183398","couple_without_children","2542VR","income_7_10"
10518,2,"BU05183398","couple_without_children","2542LK","income_9_10"
10519,2,"BU05183398","couple_without_children","2542BG","income_1_10"
10520,2,"BU05183398","couple_without_children","2541GH","income_8_10"
10521,2,"BU05183398","couple_without_children","2542XE","income_5_10"
10522,2,"BU05183398","couple_without_children","2541GV","income_1_10"
10523,2,"BU05183398","couple_without_children","2542CJ","income_10_10"
10524,2,"BU05183398","couple_without_children","2542LB","income_6_10"
10525,2,"BU05183398","couple_without_children","2542GL","income_10_10"
10526,2,"BU05183398","couple_without_children","2542HH","income_10_10"
10527,2,"BU05183398","couple_without_children","2542BB","income_7_10"
10528,2,"BU05183398","couple_without_children","2542TG","income_10_10"
10529,2,"BU05183398","couple_without_children","2541GV","income_9_10"
10530,2,"BU05183398","couple_without_children","2542NN","income_5_10"
10531,2,"BU05183398","couple_without_children","2542VS","income_8_10"
10532,2,"BU05183398","couple_without_children","2542NA","income_3_10"
10533,2,"BU05183398","couple_without_children","2542TV","income_1_10"
10534,2,"BU05183398","couple_without_children","2542EX","income_8_10"
10535,2,"BU05183398","couple_without_children","2545DS","income_5_10"
10536,2,"BU05183398","couple_without_children","2542CD","income_8_10"
10537,2,"BU05183398","couple_without_children","2542XK","income_5_10"
10538,2,"BU05183398","couple_without_children","2542LH","income_9_10"
10539,2,"BU05183398","couple_without_children","2542LV","income_8_10"
10540,2,"BU05183398","couple_without_children","2545DS","income_10_10"
10541,2,"BU05183398","couple_without_children","2542WZ","income_1_10"
10542,2,"BU05183398","couple_without_children","2542AB","income_5_10"
10543,2,"BU05183398","couple_without_children","2542PN","income_4_10"
10544,2,"BU05183398","couple_without_children","2542LT","income_4_10"
10545,2,"BU05183398","couple_without_children","2542BA","income_9_10"
10546,2,"BU05183398","couple_without_children","2541GS","income_5_10"
10547,2,"BU05183398","couple_without_children","2542AC","income_8_10"
10548,2,"BU05183398","couple_without_children","2542NP","income_8_10"
10549,2,"BU05183398","couple_without_children","2542AB","income_2_10"
10550,2,"BU05183398","couple_without_children","2542TZ","income_4_10"
10551,2,"BU05183398","couple_without_children","2542EX","income_10_10"
10552,2,"BU05183398","couple_without_children","2542AA","income_7_10"
10553,2,"BU05183398","couple_without_children","2542TX","income_1_10"
10554,2,"BU05183398","couple_without_children","2542AV","income_10_10"
10555,2,"BU05183398","couple_without_children","2542JW","income_10_10"
10556,2,"BU05183398","couple_without_children","2542XZ","income_5_10"
10557,2,"BU05183398","couple_without_children","2541GK","income_10_10"
10558,2,"BU05183398","couple_without_children","2542WX","income_7_10"
10559,2,"BU05183398","couple_without_children","2542TZ","income_1_10"
10560,2,"BU05183398","couple_without_children","2542NK","income_2_10"
10561,2,"BU05183398","couple_without_children","2542ES","income_5_10"
10562,2,"BU05183398","couple_without_children","2541GR","income_9_10"
10563,2,"BU05183398","couple_without_children","2542BK","income_9_10"
10564,2,"BU05183398","couple_without_children","2542VT","income_1_10"
10565,2,"BU05183398","couple_without_children","2542XG","income_3_10"
10566,2,"BU05183398","couple_without_children","2542AA","income_6_10"
10567,2,"BU05183398","couple_without_children","2542CC","income_2_10"
10568,2,"BU05183398","couple_without_children","2542PP","income_7_10"
10569,2,"BU05183398","couple_without_children","2542TZ","income_5_10"
10570,2,"BU05183398","couple_without_children","2542JV","income_9_10"
10571,2,"BU05183398","couple_without_children","2541GR","income_6_10"
10572,2,"BU05183398","couple_without_children","2542ET","income_7_10"
10573,2,"BU05183398","couple_without_children","2542LJ","income_2_10"
10574,2,"BU05183398","couple_without_children","2542AC","income_9_10"
10575,2,"BU05183398","couple_without_children","2542JX","income_10_10"
10576,2,"BU05183398","couple_without_children","2542XT","income_4_10"
10577,2,"BU05183398","couple_without_children","2542XE","income_9_10"
10578,2,"BU05183398","couple_without_children","2542LS","income_9_10"
10579,2,"BU05183398","couple_without_children","2542NP","income_8_10"
10580,2,"BU05183398","couple_without_children","2542AB","income_7_10"
10581,2,"BU05183398","couple_without_children","2542JX","income_7_10"
10582,2,"BU05183398","couple_without_children","2542LM","income_9_10"
10583,2,"BU05183398","couple_without_children","2541GT","income_1_10"
10584,2,"BU05183398","couple_without_children","2542TE","income_2_10"
10585,2,"BU05183398","couple_without_children","2542LB","income_7_10"
10586,2,"BU05183398","couple_without_children","2541GR","income_10_10"
10587,2,"BU05183398","couple_without_children","2542CT","income_1_10"
10588,2,"BU05183398","couple_without_children","2542NA","income_10_10"
10589,2,"BU05183398","couple_without_children","2542GN","income_6_10"
10590,2,"BU05183398","couple_without_children","2542ER","income_9_10"
10591,2,"BU05183398","couple_without_children","2542EL","income_8_10"
10592,2,"BU05183398","couple_without_children","2542AW","income_10_10"
10593,2,"BU05183398","couple_without_children","2542TX","income_9_10"
10594,2,"BU05183398","couple_without_children","2542PE","income_9_10"
10595,2,"BU05183398","couple_without_children","2542GM","income_8_10"
10596,2,"BU05183398","couple_without_children","2542PM","income_10_10"
10597,2,"BU05183398","couple_without_children","2542TG","income_9_10"
10598,2,"BU05183398","couple_without_children","2542CW","income_10_10"
10599,2,"BU05183398","couple_without_children","2542EL","income_6_10"
10600,2,"BU05183398","couple_without_children","2542WZ","income_3_10"
10601,2,"BU05183398","couple_without_children","2542CD","income_10_10"
10602,2,"BU05183398","couple_without_children","2542NE","income_4_10"
10603,2,"BU05183398","couple_without_children","2542CC","income_6_10"
10604,2,"BU05183398","couple_without_children","2542LE","income_7_10"
10605,2,"BU05183398","couple_without_children","2542BJ","income_8_10"
10606,2,"BU05183398","couple_without_children","2542CE","income_5_10"
10607,2,"BU05183398","couple_without_children","2541GX","income_6_10"
10608,2,"BU05183398","couple_without_children","2542CN","income_1_10"
10609,2,"BU05183398","couple_without_children","2542XR","income_2_10"
10610,2,"BU05183398","couple_without_children","2542XB","income_8_10"
10611,2,"BU05183398","couple_without_children","2542NN","income_1_10"
10612,2,"BU05183398","couple_without_children","2541GB","income_5_10"
10613,2,"BU05183398","couple_without_children","2542BB","income_10_10"
10614,2,"BU05183398","couple_without_children","2541GG","income_2_10"
10615,2,"BU05183398","couple_without_children","2542CN","income_4_10"
10616,2,"BU05183398","couple_without_children","2542LW","income_2_10"
10617,2,"BU05183398","couple_without_children","2542LW","income_8_10"
10618,2,"BU05183398","couple_without_children","2542EG","income_1_10"
10619,2,"BU05183398","couple_without_children","2542AC","income_1_10"
10620,2,"BU05183398","couple_without_children","2542CG","income_7_10"
10621,2,"BU05183398","couple_without_children","2542GN","income_8_10"
10622,2,"BU05183398","couple_without_children","2542CN","income_10_10"
10623,2,"BU05183398","couple_without_children","2542NS","income_2_10"
10624,2,"BU05183398","couple_without_children","2542NP","income_2_10"
10625,2,"BU05183398","couple_without_children","2542NS","income_10_10"
10626,2,"BU05183398","couple_without_children","2542AA","income_2_10"
10627,2,"BU05183398","couple_without_children","2542BD","income_6_10"
10628,2,"BU05183398","couple_without_children","2542LM","income_8_10"
10629,2,"BU05183398","couple_without_children","2542LW","income_2_10"
10630,2,"BU05183398","couple_without_children","2542AA","income_6_10"
10631,2,"BU05183398","couple_without_children","2542LC","income_6_10"
10632,2,"BU05183398","couple_without_children","2542NS","income_9_10"
10633,2,"BU05183398","couple_without_children","2542KC","income_10_10"
10634,2,"BU05183398","couple_without_children","2542XE","income_4_10"
10635,2,"BU05183398","couple_without_children","2542RK","income_3_10"
10636,2,"BU05183398","couple_without_children","2545DS","income_10_10"
10637,2,"BU05183398","couple_without_children","2542TD","income_3_10"
10638,2,"BU05183398","couple_without_children","2542TZ","income_4_10"
10639,2,"BU05183398","couple_without_children","2542HE","income_6_10"
10640,2,"BU05183398","couple_without_children","2545DR","income_3_10"
10641,2,"BU05183398","couple_without_children","2542XG","income_7_10"
10642,2,"BU05183398","couple_without_children","2542TS","income_9_10"
10643,2,"BU05183398","couple_without_children","2542CD","income_10_10"
10644,2,"BU05183398","couple_without_children","2542BA","income_9_10"
10645,2,"BU05183398","couple_without_children","2542AX","income_10_10"
10646,2,"BU05183398","couple_without_children","2542HJ","income_10_10"
10647,2,"BU05183398","couple_without_children","2542BH","income_2_10"
10648,2,"BU05183398","couple_without_children","2542LK","income_1_10"
10649,2,"BU05183398","couple_without_children","2542VT","income_10_10"
10650,2,"BU05183398","couple_without_children","2542CG","income_3_10"
10651,2,"BU05183398","couple_without_children","2542XM","income_9_10"
10652,2,"BU05183398","couple_without_children","2542BE","income_9_10"
10653,2,"BU05183398","couple_without_children","2541GE","income_8_10"
10654,2,"BU05183398","couple_without_children","2542AB","income_7_10"
10655,2,"BU05183398","couple_without_children","2542XR","income_2_10"
10656,2,"BU05183398","couple_without_children","2542XS","income_3_10"
10657,2,"BU05183398","couple_without_children","2542EK","income_9_10"
10658,2,"BU05183398","couple_without_children","2542BA","income_10_10"
10659,2,"BU05183398","couple_without_children","2542EL","income_10_10"
10660,2,"BU05183398","couple_without_children","2542XW","income_9_10"
10661,2,"BU05183398","couple_without_children","2542EH","income_9_10"
10662,2,"BU05183398","couple_without_children","2542CW","income_3_10"
10663,2,"BU05183398","couple_without_children","2542GN","income_9_10"
10664,2,"BU05183398","couple_without_children","2542PE","income_10_10"
10665,2,"BU05183398","couple_without_children","2541GD","income_7_10"
10666,2,"BU05183398","couple_without_children","2542LG","income_7_10"
10667,2,"BU05183398","couple_without_children","2542BG","income_4_10"
10668,2,"BU05183398","couple_without_children","2542EM","income_5_10"
10669,2,"BU05183398","couple_without_children","2542PB","income_1_10"
10670,2,"BU05183398","couple_without_children","2543SZ","income_1_10"
10671,2,"BU05183398","couple_without_children","2541GE","income_6_10"
10672,2,"BU05183398","couple_without_children","2542AB","income_7_10"
10673,2,"BU05183398","couple_without_children","2542PE","income_2_10"
10674,2,"BU05183398","couple_without_children","2542TZ","income_4_10"
10675,2,"BU05183398","couple_without_children","2542VN","income_7_10"
10676,2,"BU05183398","couple_without_children","2542TJ","income_3_10"
10677,2,"BU05183398","couple_without_children","2542CP","income_10_10"
10678,2,"BU05183398","couple_without_children","2542XB","income_7_10"
10679,2,"BU05183398","couple_without_children","2542WX","income_4_10"
10680,2,"BU05183398","couple_without_children","2542AA","income_9_10"
10681,2,"BU05183398","couple_without_children","2542NV","income_3_10"
10682,2,"BU05183398","couple_without_children","2542VN","income_1_10"
10683,2,"BU05183398","couple_without_children","2542KP","income_1_10"
