"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU03635504",10,5,5,5,5,5,5,5,0,0,5,10,5,5,"     1.6",0,0,0,10
"BU03635505",830,360,470,125,80,195,245,200,100,365,485,270,80,145,"     1.7",0,0,0,365
"BU03635506",1815,855,960,275,200,380,545,425,245,365,890,440,195,265,"     1.9",0,0,0,1205
"BU03635507",2735,1395,1340,385,180,940,690,550,450,770,1575,1005,255,320,"     1.6",0,0,0,1515
"BU03635508",580,295,280,85,90,195,140,75,90,330,305,165,60,85,"     1.9",0,0,0,160
"BU03635600",2640,1300,1335,455,290,870,655,385,555,255,1325,610,340,385,"     2.0",0,0,0,1830
"BU03635601",2885,1350,1535,540,350,775,825,410,525,330,1290,480,325,495,"     2.2",0,0,0,2030
"BU03635602",4980,2365,2615,950,610,1610,1225,595,975,565,2415,1030,595,800,"     2.1",0,0,0,3440
"BU03635603",295,130,165,30,10,50,70,145,50,15,180,105,50,30,"     1.6",0,0,0,230
"BU03635604",250,165,80,5,155,95,5,0,20,175,240,235,5,5,"     1.0",0,0,0,55
"BU03635605",1565,750,815,200,200,310,590,270,250,395,710,250,210,250,"     2.2",0,0,0,920
"BU03635606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635607",2620,1210,1410,170,1175,960,270,55,985,580,1930,1455,340,145,"     1.4",0,0,0,1055
"BU03635608",285,160,120,10,145,120,15,10,35,165,260,250,10,10,"     1.1",0,0,0,85
"BU03635700",3130,1455,1670,395,265,840,875,760,405,805,1870,1070,390,415,"     1.7",0,0,0,1920
"BU03635701",5,0,0,0,5,5,5,0,0,5,0,5,0,5,"     2.0",0,0,0,0
"BU03635702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635801",855,470,385,65,100,565,105,25,210,200,460,255,155,55,"     1.6",0,0,0,445
"BU03635804",80,40,35,15,10,20,30,20,15,5,35,15,15,15,"     2.2",0,0,0,60
"BU03635805",45,30,15,5,5,20,20,5,5,5,5,0,5,5,"     2.9",0,0,0,35
"BU03635806",2640,1340,1295,270,375,1645,310,55,570,460,1725,1110,415,210,"     1.5",0,0,0,1610
"BU03635807",715,370,340,65,45,305,170,140,260,150,415,200,155,65,"     1.7",0,0,0,305
"BU03635808",25,10,15,0,5,10,10,15,10,0,15,15,5,5,"     1.5",0,0,0,15
"BU03635809",875,460,415,10,255,580,25,20,255,205,710,560,145,10,"     1.2",0,0,0,415
"BU03635900",1380,640,735,275,130,325,350,305,435,205,650,290,165,205,"     2.1",0,0,0,740
"BU03635901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03636000",4620,2290,2325,760,545,1620,1265,440,620,2240,2465,1330,405,735,"     1.9",0,0,0,1760
"BU03636001",2415,1170,1240,455,245,715,640,370,290,980,1210,580,210,430,"     2.0",0,0,0,1145
"BU03636002",2405,1195,1205,375,180,740,695,430,315,640,1240,550,285,410,"     1.9",0,0,0,1450
"BU03636100",2430,1270,1155,290,225,770,765,385,370,1095,1435,865,295,285,"     1.7",0,0,0,965
"BU03636101",4250,2115,2130,680,530,1480,1075,495,670,1985,2175,1120,420,645,"     1.9",0,0,0,1595
"BU03636102",1275,625,650,205,120,500,320,145,195,445,705,385,130,200,"     1.8",0,0,0,635
"BU03636103",175,95,80,35,30,35,80,15,35,15,70,30,15,35,"     2.5",0,0,0,125
"BU03636200",1040,475,560,135,90,230,295,300,140,185,535,220,165,155,"     1.9",0,0,0,715
"BU03636201",2440,1115,1325,415,205,565,755,515,260,340,1285,620,260,415,"     1.9",0,0,0,1840
"BU03636300",1895,910,980,295,195,505,550,360,225,420,925,390,215,330,"     2.0",0,0,0,1250
"BU03636400",140,70,70,35,20,25,40,35,20,5,55,15,15,30,"     2.6",0,0,0,115
"BU03636401",115,55,60,15,10,25,40,35,15,10,50,15,25,20,"     2.3",0,0,0,90
"BU03636402",1035,510,520,220,120,205,345,165,165,45,410,105,130,180,"     2.5",0,0,0,825
"BU03636403",360,175,180,95,45,85,105,50,65,15,125,30,30,75,"     2.8",0,0,0,280
"BU03636404",5,0,0,0,5,0,5,5,5,0,0,0,5,5,"     3.0",0,0,0,0
"BU03636500",1135,525,610,160,90,225,295,375,125,235,540,240,150,155,"     2.0",0,0,0,775
"BU03636501",4185,1915,2265,690,375,1140,1180,805,515,810,2045,830,485,740,"     2.0",0,0,0,2860
"BU03636502",4070,2035,2035,570,370,1230,1155,755,560,1415,2195,1155,475,575,"     1.8",0,0,0,2095
"BU03636503",2615,1300,1310,805,300,900,545,80,275,1005,885,190,135,565,"     3.0",0,0,0,1335
"BU03636601",400,200,195,70,35,100,140,65,55,20,175,55,60,70,"     2.2",0,0,0,325
"BU03636602",1375,670,700,230,180,360,455,165,190,420,580,180,150,255,"     2.4",0,0,0,765
"BU03636603",2465,1240,1225,400,330,540,860,355,305,520,1005,255,305,450,"     2.5",0,0,0,1640
"BU03636604",135,70,60,15,15,15,60,40,15,5,60,20,30,20,"     2.1",0,0,0,115
"BU03636605",3125,1485,1635,645,430,825,665,570,370,1625,1505,745,245,520,"     2.1",0,0,0,1130
"BU03636606",1345,675,670,180,140,450,430,165,185,385,685,320,155,220,"     1.9",0,0,0,775
"BU03636700",2420,1155,1265,590,225,610,675,325,295,350,945,235,240,480,"     2.6",0,0,0,1775
"BU03636701",1085,515,570,170,130,225,340,235,105,290,450,120,140,200,"     2.4",0,0,0,690
"BU03636800",585,290,295,50,70,185,135,155,125,185,360,205,100,60,"     1.6",0,0,0,275
"BU03636801",445,220,225,35,40,120,110,150,105,80,265,140,100,35,"     1.7",0,0,0,260
"BU03636802",4960,2415,2540,835,620,1610,1230,675,720,2690,2570,1325,505,745,"     1.9",0,0,0,1550
"BU03636803",3675,1800,1875,915,570,1170,785,245,260,2575,1410,500,240,675,"     2.6",0,0,0,840
"BU03636804",2295,1145,1150,640,330,715,470,155,255,1480,855,315,120,425,"     2.5",0,0,0,560
"BU03636805",1590,735,850,385,215,375,420,210,220,865,625,195,115,320,"     2.5",0,0,0,505
"BU03636900",230,110,120,25,20,45,65,85,45,30,90,30,35,35,"     2.2",0,0,0,155
"BU03636902",1655,845,810,160,210,565,325,405,315,610,980,620,210,160,"     1.6",0,0,0,730
"BU03636909",985,460,520,75,70,280,200,375,175,330,570,365,140,75,"     1.5",0,0,0,480
"BU03636910",3095,1485,1610,550,455,970,715,420,475,1705,1515,730,300,495,"     2.0",0,0,0,915
"BU03636911",2715,1290,1420,520,415,615,670,500,250,1755,1245,540,240,480,"     2.2",0,0,0,710
"BU03636912",2495,1165,1330,210,535,680,445,635,445,695,1580,1050,330,210,"     1.5",0,0,0,1355
"BU03637000",3755,1720,2030,755,550,940,865,655,455,2175,1560,675,250,640,"     2.3",0,0,0,1125
"BU03637001",4160,2105,2050,775,340,1390,1005,660,515,1810,2060,980,465,625,"     2.0",0,0,0,1835
"BU03637002",2610,1260,1345,470,385,770,630,365,320,1570,1240,635,190,425,"     2.1",0,0,0,720
"BU03637003",3615,1800,1815,700,525,940,895,565,425,1945,1540,560,340,650,"     2.3",0,0,0,1245
"BU03637004",325,160,160,55,30,75,105,70,70,15,140,45,50,50,"     2.3",0,0,0,240
"BU03637005",340,175,165,75,50,130,80,25,50,155,145,65,30,55,"     2.3",0,0,0,135
"BU03637102",1295,695,600,315,90,525,315,65,265,135,565,205,140,230,"     2.3",0,0,0,895
"BU03637104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03637105",2170,1125,1040,55,560,1475,80,15,475,585,1720,1325,345,55,"     1.3",0,0,0,1110
"BU03637106",710,365,345,150,45,365,125,40,145,195,385,205,80,105,"     1.9",0,0,0,370
"BU03637107",1630,910,720,175,105,780,360,220,375,365,980,525,310,155,"     1.7",0,0,0,890
"BU03637200",215,145,70,15,35,120,40,15,100,40,165,135,30,10,"     1.3",0,0,0,75
"BU03637201",5,0,0,0,0,5,5,0,5,0,5,10,0,5,"     1.1",0,0,0,0
"BU03637202",20,10,10,5,0,10,5,5,0,5,5,5,5,5,"     2.7",0,0,0,15
"BU03637300",65,30,30,10,10,10,30,15,10,5,30,15,15,10,"     2.0",0,0,0,50
"BU03637301",630,315,315,150,55,130,200,105,90,30,255,75,75,115,"     2.4",0,0,0,510
"BU03637302",5,0,0,0,5,0,5,5,0,0,0,0,5,5,"     3.0",0,0,0,5
"BU03637303",520,265,250,110,55,85,175,95,65,30,200,50,65,95,"     2.6",0,0,0,425
"BU03637304",20,10,5,5,5,5,10,5,0,5,0,5,0,5,"     2.8",0,0,0,15
"BU03637305",320,160,155,60,35,45,105,80,25,15,130,50,35,55,"     2.4",0,0,0,280
"BU03637306",290,150,140,60,30,45,105,65,25,10,110,25,30,60,"     2.6",0,0,0,255
"BU03637307",480,250,230,75,60,100,150,105,35,25,205,70,60,80,"     2.3",0,0,0,420
"BU03637308",60,35,20,5,5,30,25,5,25,10,50,45,5,5,"     1.2",0,0,0,25
"BU03637309",5,5,0,0,5,5,5,5,0,0,0,0,5,5,"     2.7",0,0,0,5
"BU03637400",125,70,55,40,10,25,35,20,20,5,40,5,15,25,"     3.2",0,0,0,100
"BU03637401",825,500,325,50,200,480,75,30,90,475,700,615,45,45,"     1.2",0,0,0,260
"BU03637402",2900,1465,1435,800,280,1005,610,210,440,1035,1095,320,225,555,"     2.6",0,0,0,1425
"BU03637500",2220,1090,1125,285,300,875,550,210,485,585,1175,580,300,300,"     1.9",0,0,0,1150
"BU03637501",1075,550,525,135,125,515,230,80,255,280,645,395,140,120,"     1.7",0,0,0,540
"BU03637502",1805,880,925,275,225,720,420,170,345,810,905,420,220,275,"     2.0",0,0,0,650
"BU03637503",995,450,540,175,110,360,250,110,140,485,490,220,105,170,"     2.0",0,0,0,370
"BU03637600",6395,3305,3085,1305,835,2075,1510,675,880,3815,3065,1570,520,985,"     2.1",0,0,0,1700
"BU03637601",2820,1455,1360,510,395,975,695,250,385,1920,1355,675,245,445,"     2.1",0,0,0,515
"BU03637700",3405,1830,1570,560,355,1290,745,460,440,2145,1950,1235,290,435,"     1.7",0,0,0,820
"BU03637701",3390,1660,1725,565,465,1200,785,375,625,1365,1775,940,355,490,"     1.9",0,0,0,1400
"BU03637702",3455,1750,1705,565,495,1150,780,470,720,1885,1680,835,335,515,"     2.1",0,0,0,850
"BU03637703",3570,1800,1770,750,550,1105,830,345,250,2915,1465,605,225,645,"     2.4",0,0,0,405
"BU03637704",80,35,45,15,20,50,5,0,25,45,45,20,20,10,"     1.9",0,0,0,10
"BU03637705",3885,1960,1925,830,555,1240,840,425,360,2635,1710,805,250,665,"     2.3",0,0,0,890
"BU03637800",3030,1490,1540,650,430,950,690,315,260,2100,1335,575,235,535,"     2.3",0,0,0,670
"BU03637801",2810,1445,1365,680,400,830,535,375,370,1745,1065,365,215,500,"     2.6",0,0,0,695
"BU03637802",4205,2100,2105,890,560,1525,855,385,585,2940,1800,785,330,690,"     2.3",0,0,0,680
"BU03637803",5990,3045,2940,1320,805,1865,1340,665,565,4280,2505,1065,415,1035,"     2.4",0,0,0,1145
"BU03637804",300,175,125,40,30,130,95,15,50,160,165,110,30,35,"     1.7",0,0,0,90
"BU03637900",25,15,10,0,5,5,10,10,0,10,10,10,5,5,"     2.0",0,0,0,15
"BU03637901",2415,1180,1230,440,270,645,655,405,290,1200,1005,310,285,420,"     2.4",0,0,0,925
"BU03638000",350,215,135,65,60,170,55,10,15,340,10,10,5,0,"     1.1",0,0,0,-5
"BU03638001",765,400,360,105,85,165,250,170,100,110,350,130,105,120,"     2.2",0,0,0,555
"BU03638002",65,35,30,10,15,10,25,10,0,15,35,25,5,10,"     1.9",0,0,0,50
"BU03638100",4940,2415,2525,930,565,1390,1115,950,595,3165,2520,1335,400,795,"     2.0",0,0,0,1180
"BU03638101",3145,1615,1525,460,310,1050,745,585,630,1425,1640,805,445,395,"     1.9",0,0,0,1090
"BU03638102",3810,1840,1965,655,645,1430,655,430,615,2190,1885,945,440,505,"     2.0",0,0,0,1005
"BU03638103",1235,645,585,170,105,345,375,240,180,605,675,380,140,165,"     1.8",0,0,0,450
"BU03638104",4010,1915,2095,495,655,1150,820,895,725,1435,2355,1430,465,470,"     1.7",0,0,0,1850
"BU03638200",2580,1180,1400,460,375,655,575,525,170,1895,1095,550,150,400,"     2.2",0,0,0,515
"BU03638201",3440,1690,1745,840,390,1165,680,370,475,2320,1535,665,260,615,"     2.2",0,0,0,645
"BU03638202",3165,1590,1570,605,440,1060,635,435,455,2135,1445,665,300,485,"     2.2",0,0,0,575
"BU03638203",6190,3120,3070,1135,920,2180,1490,475,1035,3750,2895,1310,570,1020,"     2.1",0,0,0,1405
"BU03638300",6060,3120,2940,1100,885,2005,1270,810,1095,3315,2780,1400,495,890,"     2.1",0,0,0,1650
"BU03638301",105,95,10,0,0,30,65,15,15,55,5,5,5,0,"     1.2",0,0,0,35
"BU03638400",3895,1855,2035,820,385,1075,940,680,460,1810,1690,635,395,670,"     2.3",0,0,0,1625
"BU03638401",4505,2255,2250,680,635,1085,1510,600,590,2010,1910,640,445,835,"     2.4",0,0,0,1905
"BU03638402",5885,2915,2965,935,1010,1320,1975,645,795,2690,2320,690,515,1125,"     2.5",0,0,0,2400
"BU03638500",2460,1185,1275,320,310,495,780,570,420,730,1175,480,330,375,"     2.1",0,0,0,1310
"BU03638501",2265,1135,1130,445,255,640,530,405,465,785,1015,460,200,360,"     2.1",0,0,0,1015
"BU03638502",3355,1705,1650,700,505,1185,685,285,465,2190,1560,720,295,555,"     2.1",0,0,0,700
"BU03638600",6210,3055,3155,1220,930,2300,1275,495,765,4115,2565,970,575,1030,"     2.4",0,0,0,1330
"BU03638601",4405,2085,2320,665,575,2185,665,325,705,2160,2370,1320,530,525,"     1.9",0,0,0,1540
"BU03638602",975,480,490,70,340,410,85,75,310,150,735,570,120,55,"     1.3",0,0,0,515
"BU03638603",840,435,405,75,85,480,120,85,260,185,520,295,165,65,"     1.6",0,0,0,395
"BU03638604",715,355,360,140,140,165,185,90,50,560,250,110,20,125,"     2.6",0,0,0,105
"BU03638605",1180,580,595,20,585,565,15,0,545,375,1040,920,110,20,"     1.1",0,0,0,260
"BU03638700",2830,1525,1305,230,250,1795,375,190,970,860,1760,955,610,205,"     1.6",0,0,0,1000
"BU03638701",1250,615,630,250,115,465,290,140,295,460,555,210,145,210,"     2.2",0,0,0,495
"BU03638702",1555,820,730,235,215,600,370,140,260,750,800,500,120,185,"     1.7",0,0,0,545
"BU03638703",3950,2005,1945,490,700,1860,585,325,860,1745,2465,1600,475,395,"     1.6",0,0,0,1345
"BU03638704",570,380,185,25,195,355,0,0,45,385,510,455,40,20,"     1.1",0,0,0,140
"BU03638705",1230,585,645,25,400,785,20,5,430,390,1045,885,150,15,"     1.2",0,0,0,410
"BU03638800",135,65,65,10,15,105,10,0,35,45,90,60,30,10,"     1.5",0,0,0,55
"BU03638801",1000,495,505,140,90,225,350,200,205,190,450,130,170,160,"     2.2",0,0,0,605
"BU03638802",170,95,70,20,25,40,80,10,35,15,100,70,10,30,"     1.6",0,0,0,120
"BU03638803",295,140,155,65,25,70,85,60,50,80,120,40,40,50,"     2.4",0,0,0,165
"BU03638804",3105,1510,1595,500,370,785,975,485,455,1240,1290,385,340,570,"     2.4",0,0,0,1410
"BU03638805",3180,1575,1600,470,315,835,915,650,455,1090,1455,530,430,505,"     2.2",0,0,0,1635
"BU03638806",1115,530,585,80,105,325,285,330,270,395,665,345,215,110,"     1.7",0,0,0,450
"BU03638807",2270,1120,1145,330,335,465,900,245,405,595,890,190,265,445,"     2.5",0,0,0,1270
"BU03638808",2160,1085,1075,400,260,680,595,235,390,735,920,310,215,400,"     2.3",0,0,0,1035
"BU03638809",695,340,350,85,85,130,260,140,90,50,325,115,105,110,"     2.1",0,0,0,555
"BU03638900",3225,1545,1675,495,535,890,695,620,540,1560,1725,990,305,440,"     1.9",0,0,0,1125
"BU03638901",3585,1735,1845,555,595,1390,625,430,745,1685,2000,1145,420,445,"     1.8",0,0,0,1155
"BU03638902",3115,1495,1615,695,410,1025,625,365,350,2015,1275,485,230,565,"     2.4",0,0,0,750
"BU03638903",795,420,375,50,360,285,55,55,195,315,640,580,30,40,"     1.2",0,0,0,285
"BU03639000",4575,2115,2455,485,500,1635,850,1110,1405,1230,2745,1550,695,510,"     1.7",0,0,0,1940
"BU03639002",3835,1815,2020,580,455,1520,790,500,1110,1175,2105,1135,470,505,"     1.8",0,0,0,1550
"BU03639003",4075,1935,2140,575,340,1095,915,1160,1085,915,2285,1350,440,500,"     1.8",0,0,0,2075
"BU03639004",65,35,30,5,10,15,25,15,15,10,35,20,10,10,"     1.9",0,0,0,40
"BU03639008",980,470,510,125,105,180,260,315,300,160,520,265,135,130,"     1.9",0,0,0,520
"BU03639009",20,10,5,5,10,10,5,0,15,5,15,15,5,5,"     1.3",0,0,0,0
"BU03639100",755,355,400,85,25,255,130,275,210,180,385,205,120,70,"     1.7",0,0,0,365
"BU03639101",3260,1530,1725,400,270,1040,645,910,695,1125,1925,1060,475,405,"     1.7",0,0,0,1440
"BU03639102",3935,1875,2055,480,465,1305,775,915,1135,1140,2205,1360,430,420,"     1.7",0,0,0,1660
"BU03639103",10,5,5,0,5,5,0,5,0,5,5,5,5,5,"     1.8",0,0,0,5
"BU03639200",10,5,5,0,5,10,0,0,5,10,10,15,0,0,"     1.0",0,0,0,-5
"BU03639201",60,45,15,5,5,50,10,0,35,20,50,50,5,5,"     1.1",0,0,0,5
"BU03639202",20,15,5,0,5,15,5,0,15,10,20,20,5,5,"     1.1",0,0,0,-5
"BU03639203",1345,560,785,5,990,345,10,0,380,565,1260,1185,80,5,"     1.1",0,0,0,400
"BU03639204",5,0,0,0,0,0,0,5,5,0,0,5,5,0,"     1.3",0,0,0,0
"BU03639205",25,25,0,0,0,10,20,5,5,20,25,30,0,0,"     1.0",0,0,0,0
"BU03639206",140,100,40,15,60,50,15,10,30,40,80,75,5,5,"     1.2",0,0,0,70
"BU03639300",5065,2685,2375,690,580,1700,1420,685,630,3525,2980,1830,460,695,"     1.7",0,0,0,910
"BU03639301",3430,1795,1630,485,435,1280,945,295,465,2355,1980,1205,300,485,"     1.7",0,0,0,610
"BU03639302",1910,950,955,125,1110,525,125,35,430,990,1625,1450,80,100,"     1.2",0,0,0,490
"BU03639303",4395,2195,2195,760,775,1630,1010,225,455,3170,2215,1230,280,710,"     2.0",0,0,0,770
"BU03639304",1395,715,680,160,260,410,390,180,265,1000,835,605,85,150,"     1.5",0,0,0,130
"BU03639305",1890,950,935,265,565,665,325,75,375,1250,1200,830,140,235,"     1.6",0,0,0,265
"BU03639306",3050,1495,1555,560,505,825,870,300,305,2440,1565,880,185,510,"     1.9",0,0,0,305
"BU03639307",2515,1240,1270,490,395,810,665,155,195,1950,1280,680,205,400,"     2.0",0,0,0,370
"BU03639308",205,100,100,30,30,40,55,55,35,85,95,30,40,35,"     2.2",0,0,0,85
"BU03639309",695,350,340,105,90,185,205,110,70,535,295,110,50,140,"     2.3",0,0,0,90
"BU03639310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03639400",2215,1070,1145,545,510,650,475,45,260,1485,865,325,110,440,"     2.5",0,0,0,470
"BU03639401",3655,1865,1785,475,495,1205,1060,425,425,2700,1890,960,330,605,"     1.9",0,0,0,530
"BU03639402",2285,1090,1195,370,320,485,670,450,175,1840,1260,700,170,400,"     1.8",0,0,0,270
"BU03639403",2870,1390,1475,450,325,835,750,520,235,2075,1735,1115,185,445,"     1.7",0,0,0,560
"BU03639404",1015,490,520,180,165,210,300,165,85,670,460,200,85,185,"     2.2",0,0,0,260
"BU03639405",2370,1200,1165,430,405,795,585,160,225,1750,1305,770,170,375,"     1.8",0,0,0,395
"BU03639406",1370,695,675,350,185,530,265,45,115,1000,560,200,95,275,"     2.4",0,0,0,255
"BU03639407",1430,690,735,265,280,380,410,105,100,1115,605,245,85,285,"     2.3",0,0,0,215
"BU03639408",1730,825,905,335,265,540,475,115,175,1325,770,340,115,320,"     2.2",0,0,0,230
"BU03639409",3145,1690,1450,265,385,770,750,980,615,1045,1920,1150,490,290,"     1.6",0,0,0,1485
"BU03639410",2240,1185,1050,305,255,515,675,495,310,1270,1250,750,190,320,"     1.8",0,0,0,660
"BU03639411",650,315,335,185,70,300,95,5,60,460,255,75,50,145,"     2.5",0,0,0,130
"BU03639412",1775,955,815,320,225,490,615,125,75,1530,1025,650,100,285,"     1.7",0,0,0,170
"BU03639413",3075,1550,1525,560,480,1020,765,255,435,2120,1655,920,245,495,"     1.9",0,0,0,520
"BU03639500",3010,1575,1430,380,255,980,760,645,650,1080,1815,1040,425,360,"     1.7",0,0,0,1280
"BU03639501",20,10,10,0,5,0,15,0,0,5,10,5,5,5,"     2.1",0,0,0,15
"BU03639502",35,15,15,5,10,5,10,10,5,5,15,10,5,10,"     2.1",0,0,0,25
"BU03639600",2850,1295,1550,615,440,595,685,520,170,2110,1440,800,125,520,"     2.0",0,0,0,570
"BU03639601",4245,1940,2300,865,625,1080,1155,530,285,3260,2030,945,265,825,"     2.1",0,0,0,700
"BU03639602",2505,1220,1280,370,235,605,590,710,340,1100,1170,425,340,410,"     2.1",0,0,0,1065
"BU03639603",1995,1035,955,280,235,665,595,225,235,1280,1020,545,180,300,"     1.8",0,0,0,480
"BU03639604",1535,755,780,185,195,460,430,275,190,930,920,590,135,205,"     1.6",0,0,0,415
"BU03639605",2440,1175,1265,355,310,675,660,450,250,1540,1310,700,205,415,"     1.9",0,0,0,650
"BU03639606",2535,1260,1275,405,250,690,685,515,315,1250,1195,510,280,410,"     2.1",0,0,0,970
"BU03639700",2960,1485,1470,475,405,875,785,425,350,1855,1650,995,215,445,"     1.7",0,0,0,755
"BU03639701",1665,800,865,310,235,525,480,125,165,1200,855,435,115,310,"     1.9",0,0,0,300
"BU03639702",3245,1650,1595,450,375,715,1060,660,455,1110,1405,420,445,545,"     2.3",0,0,0,1680
"BU03639703",3355,1635,1715,510,325,910,985,630,380,1735,1635,685,360,600,"     2.0",0,0,0,1240
"BU03639800",1480,700,780,265,165,335,450,275,150,185,645,195,185,270,"     2.3",0,0,0,1145
"BU03639801",140,75,60,45,20,30,40,10,15,10,40,5,10,30,"     3.5",0,0,0,115
