"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1065";"BU03631800";"Buurt     ";"BU03631800";"    2720";"    1450";"    1270";"     285";"     245";"    1240";"     705";"     260";"     595";"     720";"    1445";"     815";"     375";"     250";"     1.7";"       .";"       .";"       ."
"1066";"BU03631801";"Buurt     ";"BU03631801";"    4015";"    1990";"    2020";"     440";"     385";"    2060";"     825";"     315";"    1050";"     955";"    2445";"    1450";"     630";"     365";"     1.6";"       .";"       .";"       ."
"1067";"WK036319  ";"Wijk      ";"WK036319  ";"    6955";"    3430";"    3520";"     625";"     655";"    2905";"    1740";"    1040";"    1605";"    2255";"    4485";"    2900";"     910";"     675";"     1.5";"       .";"       .";"       ."
"1068";"BU03631900";"Buurt     ";"BU03631900";"    2240";"    1145";"    1095";"     180";"     250";"    1170";"     465";"     185";"     670";"     450";"    1490";"     955";"     350";"     180";"     1.5";"       .";"       .";"       ."
"1069";"BU03631901";"Buurt     ";"BU03631901";"    2855";"    1340";"    1515";"     285";"     255";"     875";"     790";"     665";"     510";"    1235";"    1760";"    1140";"     300";"     320";"     1.6";"       .";"       .";"       ."
"1070";"BU03631902";"Buurt     ";"BU03631902";"    1855";"     945";"     905";"     165";"     155";"     865";"     490";"     195";"     430";"     570";"    1230";"     795";"     255";"     170";"     1.5";"       .";"       .";"       ."
"1071";"WK036320  ";"Wijk      ";"WK036320  ";"    7455";"    3665";"    3790";"     815";"     805";"    3080";"    1875";"     885";"    2025";"    1130";"    4505";"    2615";"    1110";"     780";"     1.7";"       .";"       .";"       ."
"1072";"BU03632000";"Buurt     ";"BU03632000";"    2540";"    1215";"    1320";"     300";"     305";"    1120";"     575";"     255";"     770";"     325";"    1455";"     750";"     435";"     265";"     1.7";"       .";"       .";"       ."
"1073";"BU03632001";"Buurt     ";"BU03632001";"    2605";"    1315";"    1285";"     260";"     250";"     875";"     755";"     475";"     615";"     510";"    1655";"    1055";"     320";"     275";"     1.6";"       .";"       .";"       ."
"1074";"BU03632002";"Buurt     ";"BU03632002";"    2305";"    1130";"    1175";"     265";"     255";"    1085";"     550";"     165";"     645";"     295";"    1395";"     805";"     350";"     240";"     1.7";"       .";"       .";"       ."
"1075";"WK036321  ";"Wijk      ";"WK036321  ";"    7920";"    3830";"    4085";"     810";"     755";"    3880";"    1720";"     765";"    2385";"    1165";"    4800";"    2765";"    1240";"     790";"     1.6";"       .";"       .";"       ."
"1076";"BU03632100";"Buurt     ";"BU03632100";"    5695";"    2785";"    2905";"     565";"     515";"    2940";"    1215";"     470";"    1770";"     855";"    3540";"    2060";"     920";"     560";"     1.6";"       .";"       .";"       ."
"1077";"BU03632101";"Buurt     ";"BU03632101";"    2220";"    1045";"    1175";"     250";"     240";"     945";"     505";"     300";"     620";"     310";"    1255";"     705";"     320";"     230";"     1.7";"       .";"       .";"       ."
"1078";"WK036322  ";"Wijk      ";"WK036322  ";"    1770";"     915";"     855";"     195";"     205";"     550";"     490";"     345";"     545";"     290";"     965";"     535";"     240";"     190";"     1.8";"       .";"       .";"       ."
"1079";"BU03632200";"Buurt     ";"BU03632200";"     860";"     465";"     395";"      90";"      95";"     295";"     245";"     145";"     300";"     135";"     500";"     280";"     130";"      85";"     1.7";"       .";"       .";"       ."
"1080";"BU03632201";"Buurt     ";"BU03632201";"     910";"     445";"     460";"     105";"     110";"     255";"     250";"     200";"     245";"     160";"     465";"     250";"     110";"     105";"     1.8";"       .";"       .";"       ."
"1081";"WK036323  ";"Wijk      ";"WK036323  ";"    3930";"    2095";"    1835";"     420";"     630";"    2190";"     540";"     155";"    1215";"    1275";"    2570";"    1655";"     550";"     355";"     1.5";"       .";"       .";"       ."
"1082";"BU03632300";"Buurt     ";"BU03632300";"     435";"     240";"     195";"      65";"      20";"     285";"      60";"      20";"     110";"     130";"     235";"     105";"      80";"      45";"     1.8";"       .";"       .";"       ."
"1083";"BU03632301";"Buurt     ";"BU03632301";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     1.0";"       .";"       .";"       ."
"1084";"BU03632302";"Buurt     ";"BU03632302";"     115";"      65";"      50";"      20";"      15";"      60";"      20";"      10";"      30";"      55";"      85";"      65";"       5";"       5";"     1.4";"       .";"       .";"       ."
"1085";"BU03632303";"Buurt     ";"BU03632303";"    2425";"    1330";"    1095";"     305";"     165";"    1420";"     420";"     125";"     775";"     800";"    1410";"     715";"     420";"     270";"     1.7";"       .";"       .";"       ."
"1086";"BU03632304";"Buurt     ";"BU03632304";"     945";"     455";"     490";"      40";"     435";"     425";"      50";"       5";"     295";"     295";"     835";"     765";"      40";"      30";"     1.1";"       .";"       .";"       ."
"1087";"WK036324  ";"Wijk      ";"WK036324  ";"   14630";"    7365";"    7260";"    1175";"    1750";"    7110";"    3185";"    1425";"    4235";"    2980";"    9655";"    6120";"    2325";"    1200";"     1.5";"       .";"       .";"       ."
"1088";"BU03632400";"Buurt     ";"BU03632400";"    2585";"    1315";"    1265";"     275";"     310";"    1185";"     610";"     220";"     750";"     405";"    1595";"     940";"     400";"     255";"     1.6";"       .";"       .";"       ."
"1089";"BU03632401";"Buurt     ";"BU03632401";"    1910";"     995";"     915";"     150";"     210";"     885";"     445";"     230";"     535";"     480";"    1285";"     840";"     285";"     160";"     1.5";"       .";"       .";"       ."
"1090";"BU03632402";"Buurt     ";"BU03632402";"    2610";"    1300";"    1310";"     225";"     265";"    1300";"     595";"     240";"     850";"     460";"    1725";"    1095";"     395";"     225";"     1.5";"       .";"       .";"       ."
"1091";"BU03632403";"Buurt     ";"BU03632403";"    2570";"    1255";"    1315";"     195";"     315";"    1290";"     525";"     255";"     690";"     655";"    1740";"    1130";"     405";"     200";"     1.5";"       .";"       .";"       ."
"1092";"BU03632404";"Buurt     ";"BU03632404";"    4945";"    2495";"    2445";"     340";"     660";"    2455";"    1015";"     485";"    1415";"     980";"    3300";"    2105";"     835";"     355";"     1.5";"       .";"       .";"       ."
"1093";"WK036325  ";"Wijk      ";"WK036325  ";"   12375";"    5950";"    6420";"    1080";"    1230";"    5905";"    2700";"    1470";"    3380";"    2740";"    7900";"    4805";"    1960";"    1135";"     1.6";"       .";"       .";"       ."
"1094";"BU03632500";"Buurt     ";"BU03632500";"    2620";"    1205";"    1415";"     185";"     290";"    1180";"     550";"     425";"     645";"     630";"    1780";"    1170";"     405";"     200";"     1.5";"       .";"       .";"       ."
"1095";"BU03632501";"Buurt     ";"BU03632501";"    3890";"    1935";"    1955";"     350";"     345";"    2000";"     840";"     365";"    1155";"     780";"    2490";"    1490";"     650";"     345";"     1.6";"       .";"       .";"       ."
"1096";"BU03632502";"Buurt     ";"BU03632502";"    2340";"    1135";"    1205";"     225";"     260";"    1015";"     580";"     270";"     630";"     625";"    1425";"     830";"     330";"     255";"     1.6";"       .";"       .";"       ."
"1097";"BU03632503";"Buurt     ";"BU03632503";"    3515";"    1670";"    1840";"     325";"     340";"    1715";"     730";"     420";"     955";"     710";"    2200";"    1310";"     565";"     325";"     1.6";"       .";"       .";"       ."
"1098";"WK036326  ";"Wijk      ";"WK036326  ";"    8075";"    3845";"    4230";"     945";"     825";"    2795";"    2145";"    1380";"    1520";"    2875";"    4735";"    2710";"     970";"    1055";"     1.7";"       .";"       .";"       ."
"1099";"BU03632600";"Buurt     ";"BU03632600";"    3085";"    1495";"    1585";"     390";"     350";"    1035";"     815";"     510";"     565";"    1195";"    1775";"    1015";"     335";"     420";"     1.7";"       .";"       .";"       ."
"1100";"BU03632601";"Buurt     ";"BU03632601";"    2780";"    1305";"    1475";"     295";"     290";"    1005";"     740";"     460";"     535";"     935";"    1625";"     895";"     375";"     355";"     1.7";"       .";"       .";"       ."
"1101";"BU03632602";"Buurt     ";"BU03632602";"    2210";"    1040";"    1165";"     265";"     190";"     760";"     595";"     410";"     420";"     745";"    1330";"     790";"     260";"     275";"     1.7";"       .";"       .";"       ."
"1102";"WK036327  ";"Wijk      ";"WK036327  ";"    5915";"    2985";"    2930";"     645";"     880";"    2690";"    1165";"     550";"    1675";"    1190";"    3670";"    2215";"     875";"     575";"     1.6";"       .";"       .";"       ."
"1103";"BU03632700";"Buurt     ";"BU03632700";"    1975";"    1025";"     945";"     225";"     190";"     975";"     440";"     155";"     545";"     295";"    1190";"     680";"     310";"     195";"     1.7";"       .";"       .";"       ."
"1104";"BU03632701";"Buurt     ";"BU03632701";"    3265";"    1625";"    1635";"     390";"     255";"    1570";"     680";"     385";"     785";"     635";"    1900";"    1020";"     540";"     340";"     1.7";"       .";"       .";"       ."
"1105";"BU03632702";"Buurt     ";"BU03632702";"     670";"     330";"     340";"      40";"     435";"     150";"      50";"      10";"     345";"     260";"     570";"     515";"      20";"      35";"     1.2";"       .";"       .";"       ."
"1106";"WK036328  ";"Wijk      ";"WK036328  ";"   10625";"    5265";"    5360";"    1200";"    1040";"    4480";"    2585";"    1330";"    2185";"    3750";"    6310";"    3705";"    1405";"    1195";"     1.7";"       .";"       .";"       ."
"1107";"BU03632800";"Buurt     ";"BU03632800";"    3665";"    1800";"    1865";"     305";"     365";"    1710";"     840";"     460";"     795";"    1230";"    2345";"    1480";"     510";"     350";"     1.6";"       .";"       .";"       ."
"1108";"BU03632801";"Buurt     ";"BU03632801";"     115";"      55";"      55";"       5";"      10";"      60";"      40";"      15";"      25";"      25";"     100";"      85";"       5";"       5";"     1.1";"       .";"       .";"       ."
"1109";"BU03632802";"Buurt     ";"BU03632802";"    3715";"    1820";"    1890";"     475";"     365";"    1495";"     920";"     475";"     855";"    1015";"    2075";"    1105";"     515";"     450";"     1.8";"       .";"       .";"       ."
"1110";"BU03632803";"Buurt     ";"BU03632803";"    3125";"    1580";"    1540";"     420";"     310";"    1225";"     790";"     385";"     510";"    1485";"    1785";"    1025";"     370";"     385";"     1.7";"       .";"       .";"       ."
"1111";"WK036329  ";"Wijk      ";"WK036329  ";"   10045";"    4890";"    5150";"    1180";"    1155";"    3840";"    2445";"    1435";"    1800";"    3760";"    5665";"    3270";"    1200";"    1190";"     1.7";"       .";"       .";"       ."
"1112";"BU03632900";"Buurt     ";"BU03632900";"    4240";"    2015";"    2220";"     460";"     460";"    1680";"     985";"     665";"     765";"    1680";"    2445";"    1415";"     540";"     490";"     1.7";"       .";"       .";"       ."
"1113";"BU03632901";"Buurt     ";"BU03632901";"    3745";"    1850";"    1890";"     380";"     445";"    1505";"     970";"     455";"     695";"    1455";"    2270";"    1410";"     445";"     410";"     1.6";"       .";"       .";"       ."
"1114";"BU03632902";"Buurt     ";"BU03632902";"    2055";"    1020";"    1030";"     340";"     250";"     660";"     500";"     320";"     345";"     625";"     945";"     440";"     215";"     285";"     1.9";"       .";"       .";"       ."
"1115";"WK036330  ";"Wijk      ";"WK036330  ";"    9100";"    4435";"    4660";"    1185";"    1125";"    3580";"    2165";"    1065";"    1460";"    3955";"    4950";"    2645";"    1110";"    1195";"     1.8";"       .";"       .";"       ."
"1116";"BU03633000";"Buurt     ";"BU03633000";"    4050";"    1965";"    2080";"     465";"     500";"    1560";"    1010";"     530";"     625";"    1810";"    2285";"    1265";"     520";"     495";"     1.8";"       .";"       .";"       ."
"1117";"BU03633001";"Buurt     ";"BU03633001";"    5045";"    2470";"    2575";"     725";"     625";"    2020";"    1155";"     535";"     835";"    2145";"    2665";"    1380";"     590";"     695";"     1.9";"       .";"       .";"       ."
"1118";"WK036331  ";"Wijk      ";"WK036331  ";"   12515";"    6215";"    6300";"    1545";"    1580";"    5410";"    2725";"    1270";"    2325";"    5545";"    7000";"    3795";"    1635";"    1565";"     1.8";"       .";"       .";"       ."
"1119";"BU03633100";"Buurt     ";"BU03633100";"    3935";"    2020";"    1915";"     495";"     455";"    1870";"     840";"     290";"     920";"    1295";"    2335";"    1340";"     535";"     455";"     1.7";"       .";"       .";"       ."
"1120";"BU03633101";"Buurt     ";"BU03633101";"    4565";"    2215";"    2350";"     495";"     610";"    2130";"     940";"     405";"     885";"    1790";"    2615";"    1420";"     695";"     495";"     1.7";"       .";"       .";"       ."
"1121";"BU03633102";"Buurt     ";"BU03633102";"    4015";"    1975";"    2035";"     560";"     520";"    1415";"     950";"     580";"     520";"    2465";"    2040";"    1030";"     400";"     610";"     2.0";"       .";"       .";"       ."
"1122";"WK036332  ";"Wijk      ";"WK036332  ";"    9750";"    4850";"    4900";"    1305";"    1125";"    3435";"    2515";"    1385";"    1410";"    5060";"    5145";"    2720";"    1130";"    1295";"     1.9";"       .";"       .";"       ."
"1123";"BU03633200";"Buurt     ";"BU03633200";"    5765";"    2880";"    2885";"     740";"     625";"    2055";"    1450";"     905";"     820";"    2970";"    3125";"    1750";"     650";"     725";"     1.8";"       .";"       .";"       ."
"1124";"BU03633201";"Buurt     ";"BU03633201";"    3535";"    1750";"    1785";"     515";"     445";"    1265";"     905";"     420";"     495";"    1985";"    1800";"     875";"     415";"     505";"     2.0";"       .";"       .";"       ."
"1125";"BU03633202";"Buurt     ";"BU03633202";"     430";"     210";"     220";"      55";"      55";"     115";"     160";"      60";"      90";"     110";"     205";"      85";"      60";"      60";"     2.0";"       .";"       .";"       ."
"1126";"BU03633203";"Buurt     ";"BU03633203";"      15";"       5";"       5";"       5";"       5";"      10";"      10";"       5";"       5";"       0";"      10";"       5";"       0";"       0";"     1.6";"       .";"       .";"       ."
"1127";"WK036333  ";"Wijk      ";"WK036333  ";"   18755";"    9465";"    9285";"    2550";"    1905";"    5775";"    6445";"    2095";"    3805";"    4165";"    9570";"    4120";"    2675";"    2770";"     2.0";"       .";"       .";"       ."
"1128";"BU03633300";"Buurt     ";"BU03633300";"    1410";"     745";"     665";"     190";"     100";"     630";"     395";"     105";"     375";"     450";"     730";"     275";"     270";"     180";"     1.9";"       .";"       .";"       ."
"1129";"BU03633301";"Buurt     ";"BU03633301";"    2410";"    1210";"    1200";"     310";"     235";"     870";"     735";"     275";"     515";"     685";"    1245";"     520";"     385";"     335";"     1.9";"       .";"       .";"       ."
"1130";"BU03633302";"Buurt     ";"BU03633302";"    3080";"    1540";"    1540";"     385";"     290";"     840";"    1105";"     470";"     620";"     470";"    1615";"     710";"     465";"     435";"     1.9";"       .";"       .";"       ."
"1131";"BU03633303";"Buurt     ";"BU03633303";"    2390";"    1240";"    1145";"     235";"     180";"     620";"     945";"     420";"     500";"     445";"    1385";"     715";"     375";"     290";"     1.7";"       .";"       .";"       ."
"1132";"BU03633304";"Buurt     ";"BU03633304";"    2805";"    1375";"    1425";"     475";"     375";"     715";"    1100";"     150";"     520";"     410";"    1170";"     340";"     310";"     515";"     2.4";"       .";"       .";"       ."
"1133";"BU03633305";"Buurt     ";"BU03633305";"    2775";"    1380";"    1395";"     540";"     355";"     755";"     960";"     180";"     490";"     510";"    1190";"     375";"     285";"     525";"     2.3";"       .";"       .";"       ."
"1134";"BU03633306";"Buurt     ";"BU03633306";"    1430";"     710";"     720";"     165";"     155";"     460";"     475";"     185";"     290";"     560";"     780";"     395";"     170";"     210";"     1.8";"       .";"       .";"       ."
"1135";"BU03633307";"Buurt     ";"BU03633307";"    1700";"     850";"     850";"     155";"     155";"     515";"     615";"     270";"     345";"     490";"    1020";"     550";"     275";"     190";"     1.7";"       .";"       .";"       ."
"1136";"BU03633308";"Buurt     ";"BU03633308";"      30";"      10";"      20";"       5";"       0";"      10";"      15";"      10";"       0";"       5";"      20";"      10";"       5";"       0";"     1.5";"       .";"       .";"       ."
"1137";"BU03633309";"Buurt     ";"BU03633309";"     540";"     305";"     235";"      70";"      65";"     325";"      80";"      10";"     120";"     140";"     305";"     155";"      95";"      50";"     1.7";"       .";"       .";"       ."
"1138";"BU03633310";"Buurt     ";"BU03633310";"     160";"      85";"      75";"      30";"      15";"      60";"      35";"      30";"      40";"      10";"      90";"      55";"      15";"      15";"     1.7";"       .";"       .";"       ."
"1139";"WK036334  ";"Wijk      ";"WK036334  ";"    4985";"    2460";"    2520";"     720";"    1130";"    2240";"     685";"     220";"    1130";"    1560";"    2985";"    1770";"     655";"     555";"     1.7";"       .";"       .";"       ."
"1140";"BU03633400";"Buurt     ";"BU03633400";"      20";"       5";"      10";"      10";"       5";"       5";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"     2.5";"       .";"       .";"       ."
"1141";"BU03633402";"Buurt     ";"BU03633402";"     495";"     205";"     290";"       5";"     400";"      90";"       5";"       5";"     160";"     130";"     450";"     415";"      25";"       5";"     1.1";"       .";"       .";"       ."
"1142";"BU03633403";"Buurt     ";"BU03633403";"     255";"     125";"     130";"      15";"     135";"      90";"      20";"      10";"      80";"      15";"     200";"     165";"      25";"       5";"     1.3";"       .";"       .";"       ."
"1143";"BU03633404";"Buurt     ";"BU03633404";"      75";"      40";"      30";"      10";"      15";"      15";"      30";"      15";"      15";"       5";"      35";"      15";"       5";"      10";"     2.1";"       .";"       .";"       ."
"1144";"BU03633405";"Buurt     ";"BU03633405";"    4095";"    2055";"    2035";"     685";"     585";"    2040";"     615";"     190";"     870";"    1410";"    2260";"    1155";"     580";"     520";"     1.8";"       .";"       .";"       ."
"1145";"BU03633406";"Buurt     ";"BU03633406";"      35";"      20";"      15";"       5";"       5";"      15";"      20";"       5";"      10";"       5";"      20";"      10";"       5";"       0";"     1.7";"       .";"       .";"       ."
"1146";"WK036335  ";"Wijk      ";"WK036335  ";"   15700";"    7845";"    7855";"    3500";"    2260";"    4680";"    4450";"     825";"    2835";"    5635";"    6390";"    2075";"    1260";"    3055";"     2.4";"       .";"       .";"       ."
"1147";"BU03633500";"Buurt     ";"BU03633500";"    1595";"     795";"     795";"     360";"     205";"     565";"     415";"      60";"     325";"     580";"     700";"     240";"     165";"     290";"     2.3";"       .";"       .";"       ."
"1148";"BU03633501";"Buurt     ";"BU03633501";"    2680";"    1360";"    1315";"     670";"     455";"     585";"     865";"     115";"     385";"     860";"     940";"     255";"     125";"     560";"     2.8";"       .";"       .";"       ."
"1149";"BU03633502";"Buurt     ";"BU03633502";"    2795";"    1405";"    1390";"     625";"     475";"     530";"    1030";"     150";"     500";"     615";"    1000";"     195";"     210";"     590";"     2.8";"       .";"       .";"       ."
"1150";"BU03633504";"Buurt     ";"BU03633504";"    2840";"    1425";"    1415";"     515";"     350";"    1105";"     660";"     225";"     585";"    1155";"    1385";"     625";"     300";"     460";"     2.0";"       .";"       .";"       ."
"1151";"BU03633505";"Buurt     ";"BU03633505";"    5780";"    2850";"    2930";"    1340";"     785";"    1905";"    1485";"     280";"    1040";"    2425";"    2355";"     750";"     455";"    1150";"     2.5";"       .";"       .";"       ."
"1152";"WK036336  ";"Wijk      ";"WK036336  ";"     510";"     285";"     225";"      60";"      25";"     330";"      80";"      25";"     130";"      60";"     300";"     145";"     105";"      40";"     1.7";"       .";"       .";"       ."
"1153";"BU03633600";"Buurt     ";"BU03633600";"     450";"     240";"     205";"      60";"      20";"     310";"      50";"      25";"     110";"      40";"     245";"     100";"     105";"      40";"     1.8";"       .";"       .";"       ."
"1154";"BU03633601";"Buurt     ";"BU03633601";"      60";"      40";"      15";"       0";"      10";"      25";"      35";"       5";"      20";"      20";"      50";"      45";"       0";"       0";"     1.1";"       .";"       .";"       ."
"1155";"WK036337  ";"Wijk      ";"WK036337  ";"   18935";"    9290";"    9645";"    2630";"    2300";"    8435";"    3995";"    1585";"    3505";"    8080";"   10380";"    5455";"    2525";"    2395";"     1.8";"       .";"       .";"       ."
"1156";"BU03633700";"Buurt     ";"BU03633700";"     540";"     285";"     255";"      35";"      50";"     390";"      45";"      30";"     170";"     125";"     365";"     230";"     105";"      30";"     1.5";"       .";"       .";"       ."
"1157";"BU03633702";"Buurt     ";"BU03633702";"    5700";"    2745";"    2955";"     835";"     895";"    2240";"    1240";"     500";"     990";"    2985";"    2915";"    1465";"     660";"     785";"     1.9";"       .";"       .";"       ."
"1158";"BU03633703";"Buurt     ";"BU03633703";"    4105";"    2035";"    2065";"     550";"     365";"    1995";"     845";"     365";"     805";"    1355";"    2330";"    1230";"     610";"     485";"     1.8";"       .";"       .";"       ."
"1159";"BU03633704";"Buurt     ";"BU03633704";"    1865";"     895";"     970";"     315";"     240";"     710";"     455";"     160";"     430";"     620";"     965";"     460";"     230";"     270";"     1.9";"       .";"       .";"       ."
"1160";"BU03633705";"Buurt     ";"BU03633705";"    4310";"    2170";"    2140";"     555";"     450";"    2030";"     935";"     355";"     760";"    1845";"    2505";"    1395";"     595";"     510";"     1.7";"       .";"       .";"       ."
"1161";"BU03633706";"Buurt     ";"BU03633706";"    2400";"    1150";"    1250";"     355";"     310";"    1080";"     480";"     190";"     360";"    1155";"    1290";"     665";"     315";"     310";"     1.8";"       .";"       .";"       ."
"1162";"WK036338  ";"Wijk      ";"WK036338  ";"    5835";"    2765";"    3070";"     640";"     640";"    2990";"    1100";"     480";"    1315";"    1705";"    3345";"    1710";"    1000";"     630";"     1.7";"       .";"       .";"       ."
"1163";"BU03633802";"Buurt     ";"BU03633802";"    4080";"    1925";"    2150";"     445";"     420";"    2140";"     750";"     335";"     950";"    1100";"    2355";"    1195";"     720";"     435";"     1.7";"       .";"       .";"       ."
"1164";"BU03633803";"Buurt     ";"BU03633803";"    1755";"     835";"     915";"     195";"     220";"     850";"     350";"     150";"     365";"     605";"     990";"     515";"     275";"     195";"     1.8";"       .";"       .";"       ."
"1165";"WK036339  ";"Wijk      ";"WK036339  ";"   11020";"    5525";"    5490";"    1875";"    1620";"    4665";"    1960";"     910";"    1540";"    6535";"    5550";"    2955";"    1120";"    1470";"     2.0";"       .";"       .";"       ."
"1166";"BU03633900";"Buurt     ";"BU03633900";"    2015";"     970";"    1040";"     190";"     290";"     950";"     340";"     255";"     380";"     895";"    1300";"     940";"     180";"     180";"     1.5";"       .";"       .";"       ."
"1167";"BU03633901";"Buurt     ";"BU03633901";"    2220";"    1110";"    1110";"     410";"     465";"     920";"     295";"     150";"     400";"    1070";"    1220";"     730";"     210";"     275";"     1.8";"       .";"       .";"       ."
"1168";"BU03633902";"Buurt     ";"BU03633902";"    2255";"    1140";"    1110";"     340";"     295";"     965";"     440";"     225";"     315";"    1340";"    1075";"     500";"     260";"     310";"     2.1";"       .";"       .";"       ."
"1169";"BU03633903";"Buurt     ";"BU03633903";"    4525";"    2300";"    2220";"     935";"     580";"    1835";"     895";"     290";"     445";"    3235";"    1945";"     785";"     465";"     695";"     2.3";"       .";"       .";"       ."
"1170";"WK036340  ";"Wijk      ";"WK036340  ";"    6765";"    3280";"    3485";"     800";"     745";"    3360";"    1285";"     590";"    1625";"    1395";"    3995";"    2190";"    1080";"     715";"     1.7";"       .";"       .";"       ."
"1171";"BU03634000";"Buurt     ";"BU03634000";"    1700";"     795";"     900";"     140";"     165";"    1015";"     260";"     135";"     465";"     225";"    1135";"     705";"     295";"     125";"     1.5";"       .";"       .";"       ."
"1172";"BU03634001";"Buurt     ";"BU03634001";"    3180";"    1515";"    1665";"     430";"     380";"    1505";"     590";"     290";"     755";"     605";"    1775";"     900";"     500";"     370";"     1.8";"       .";"       .";"       ."
"1173";"BU03634002";"Buurt     ";"BU03634002";"    1880";"     960";"     915";"     235";"     205";"     845";"     440";"     170";"     410";"     565";"    1080";"     580";"     280";"     215";"     1.7";"       .";"       .";"       ."
"1174";"WK036341  ";"Wijk      ";"WK036341  ";"    8245";"    4550";"    3690";"     985";"     950";"    3720";"    2025";"     580";"    1300";"    4155";"    3345";"    1910";"     815";"     615";"     1.7";"       .";"       .";"       ."
"1175";"BU03634100";"Buurt     ";"BU03634100";"    1975";"     965";"    1010";"     235";"     190";"     950";"     430";"     180";"     430";"     650";"    1190";"     670";"     300";"     220";"     1.7";"       .";"       .";"       ."
"1176";"BU03634101";"Buurt     ";"BU03634101";"    2235";"    1055";"    1180";"     245";"     270";"     960";"     565";"     205";"     360";"    1010";"    1335";"     780";"     300";"     250";"     1.7";"       .";"       .";"       ."
"1177";"BU03634102";"Buurt     ";"BU03634102";"    1355";"     660";"     695";"     155";"     130";"     640";"     280";"     165";"     250";"     505";"     810";"     455";"     210";"     140";"     1.7";"       .";"       .";"       ."
"1178";"BU03634103";"Buurt     ";"BU03634103";"    2670";"    1865";"     800";"     355";"     365";"    1170";"     755";"      30";"     265";"    1995";"       0";"       0";"       0";"       0";"     1.0";"       .";"       .";"       ."
"1179";"WK036342  ";"Wijk      ";"WK036342  ";"   10345";"    5130";"    5210";"    1220";"    1085";"    4780";"    2285";"     985";"    2015";"    3680";"    6010";"    3340";"    1500";"    1165";"     1.7";"       .";"       .";"       ."
"1180";"BU03634200";"Buurt     ";"BU03634200";"    3040";"    1495";"    1540";"     380";"     350";"    1440";"     640";"     235";"     530";"    1205";"    1720";"     915";"     455";"     350";"     1.8";"       .";"       .";"       ."
"1181";"BU03634201";"Buurt     ";"BU03634201";"    3495";"    1785";"    1705";"     445";"     360";"    1525";"     830";"     345";"     600";"    1470";"    2020";"    1135";"     440";"     435";"     1.7";"       .";"       .";"       ."
"1182";"BU03634202";"Buurt     ";"BU03634202";"    1930";"     940";"     990";"     225";"     195";"     920";"     440";"     165";"     435";"     520";"    1155";"     630";"     310";"     215";"     1.7";"       .";"       .";"       ."
"1183";"BU03634203";"Buurt     ";"BU03634203";"    1870";"     905";"     965";"     175";"     185";"     895";"     380";"     245";"     450";"     490";"    1105";"     655";"     285";"     160";"     1.6";"       .";"       .";"       ."
"1184";"WK036343  ";"Wijk      ";"WK036343  ";"    6835";"    3225";"    3610";"     865";"     645";"    3400";"    1315";"     620";"    1645";"    1380";"    3905";"    1970";"    1150";"     780";"     1.7";"       .";"       .";"       ."
"1185";"BU03634300";"Buurt     ";"BU03634300";"    3790";"    1805";"    1985";"     510";"     355";"    1930";"     700";"     305";"     980";"     810";"    2155";"    1095";"     610";"     445";"     1.8";"       .";"       .";"       ."
"1186";"BU03634301";"Buurt     ";"BU03634301";"    3040";"    1420";"    1620";"     355";"     290";"    1475";"     615";"     320";"     670";"     575";"    1750";"     870";"     535";"     335";"     1.7";"       .";"       .";"       ."
"1187";"WK036344  ";"Wijk      ";"WK036344  ";"   11775";"    5465";"    6310";"    1375";"    1135";"    5515";"    2575";"    1190";"    2905";"    1750";"    6965";"    3745";"    1905";"    1315";"     1.7";"       .";"       .";"       ."
"1188";"BU03634400";"Buurt     ";"BU03634400";"    1555";"     695";"     860";"     205";"     150";"     695";"     315";"     200";"     365";"     190";"     915";"     530";"     205";"     180";"     1.7";"       .";"       .";"       ."
"1189";"BU03634401";"Buurt     ";"BU03634401";"    3600";"    1670";"    1925";"     450";"     330";"    1680";"     790";"     370";"     855";"     570";"    2095";"    1095";"     580";"     415";"     1.7";"       .";"       .";"       ."
"1190";"BU03634402";"Buurt     ";"BU03634402";"    2520";"    1155";"    1365";"     275";"     215";"    1350";"     490";"     200";"     620";"     420";"    1480";"     740";"     480";"     255";"     1.7";"       .";"       .";"       ."
"1191";"BU03634403";"Buurt     ";"BU03634403";"    2160";"    1025";"    1135";"     220";"     195";"    1000";"     535";"     220";"     530";"     330";"    1295";"     685";"     365";"     240";"     1.7";"       .";"       .";"       ."
"1192";"BU03634404";"Buurt     ";"BU03634404";"    1670";"     765";"     900";"     220";"     155";"     720";"     400";"     190";"     415";"     210";"     975";"     520";"     255";"     195";"     1.7";"       .";"       .";"       ."
