"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"1230";"BU03635301";"Amsterdam                               ";"Buurt     ";"BU03635301";"1";"    2905";"    1375";"    1530";"     315";"     400";"    1220";"     635";"     350";"    2015";"     570";"     260";"      70";"     595";"     650";"     180";"      35";"     125";"      80";"     230";"      30";"      11";"      15";"       5";"    1775";"    1055";"     390";"     340";"     1.6";"   21918";"    1537";"     408";"       0";"     100";"      95";"       5";"      17";"      83";"      45";"      39";"       0";"      89";"      11";"    1940";"    1940";"       .";"       .";"       .";"       .";"    1870";"    2290";"     950";"     950";"       .";"       .";"       .";"       .";"     940";"     980";"       .";"     420";"     560";"    1480";"      73";"      82";"      18";"    2500";"    36.7";"    31.6";"    36.3";"    24.8";"    29.5";"    55.4";"    15.2";"    10.6";"    10.6";"    14.9";"    18.4";"     4.1";"     120";"      90";"      50";"     310";"      50";"     9.1";"     190";"      65";"     365";"       0";"      30";"      40";"      55";"      20";"     135";"      85";"     665";"     555";"     105";"     0.4";"    4999";"      70";"     0.3";"     0.3";"     0.4";"     0.6";"    37.9";"      16";"      13";"       3";"      1078";"       1";"       1";"    9077"
"1231";"WK036354  ";"Amsterdam                               ";"Wijk      ";"WK036354  ";"1";"    9105";"    4275";"    4830";"     960";"    1025";"    3720";"    2105";"    1305";"    6360";"    1585";"     930";"     245";"    1705";"    1820";"     390";"     105";"     360";"     130";"     840";"     125";"      14";"      45";"       5";"    5715";"    3435";"    1295";"    1000";"     1.6";"    9438";"    5268";"     384";"       1";"      99";"      95";"       5";"      21";"      79";"      39";"      41";"       0";"      98";"       2";"    1740";"    1720";"       .";"       .";"    5540";"    5050";"    1650";"    2090";"     930";"     910";"       .";"       .";"    3050";"    4280";"     910";"    1020";"       .";"    1170";"    1990";"    4520";"      71";"      81";"      19";"    7900";"    39.3";"    34.2";"    37.1";"    27.1";"    30.8";"    54.5";"    15.9";"    13.4";"    13.5";"    17.9";"    21.0";"     8.1";"     450";"     380";"     140";"    1200";"     155";"     9.9";"     760";"      83";"    1155";"       0";"      60";"     145";"     145";"      85";"     440";"     275";"    2275";"    1910";"     365";"     0.4";"    2357";"     240";"     0.3";"     0.3";"     0.2";"     0.4";"    30.3";"     110";"      97";"      14";"         .";"       .";"       1";"    5902"
"1232";"BU03635400";"Amsterdam                               ";"Buurt     ";"BU03635400";"1";"    2480";"    1175";"    1300";"     255";"     275";"    1025";"     580";"     355";"    1780";"     395";"     250";"      65";"     470";"     545";"     120";"      30";"      95";"      50";"     255";"      25";"      12";"      10";"       4";"    1585";"     975";"     340";"     275";"     1.6";"   14878";"    1449";"     368";"       0";"     100";"      95";"       5";"      17";"      83";"      49";"      34";"       0";"      98";"       2";"    1700";"    1700";"       .";"       .";"       .";"       .";"    1650";"    1980";"     890";"     890";"       .";"       .";"       .";"       .";"     870";"     980";"       .";"     350";"     590";"    1150";"      71";"      82";"      18";"    2100";"    37.8";"    33.2";"    37.4";"    26.5";"    29.4";"    56.8";"    15.8";"    14.6";"    14.0";"    18.8";"    21.7";"     5.4";"     150";"     110";"      30";"     320";"      35";"     8.4";"     225";"      91";"     325";"       0";"      20";"      50";"      40";"      20";"     120";"      80";"     555";"     465";"      90";"     0.3";"    3321";"      60";"     0.1";"     0.3";"     0.1";"     0.3";"    34.5";"      18";"      17";"       2";"      1079";"       1";"       1";"    7441"
"1233";"BU03635401";"Amsterdam                               ";"Buurt     ";"BU03635401";"1";"    2710";"    1265";"    1445";"     285";"     345";"    1205";"     570";"     325";"    1945";"     480";"     235";"      65";"     515";"     400";"      60";"      35";"      80";"      30";"     195";"      45";"      17";"      10";"       5";"    1675";"     970";"     425";"     285";"     1.6";"   14181";"    1500";"     391";"       0";"     100";"      94";"       6";"      31";"      69";"      18";"      51";"       0";"      99";"       1";"    1830";"    1840";"       .";"       .";"       .";"       .";"    1720";"    2080";"     940";"     940";"       .";"       .";"       .";"       .";"     930";"     960";"       .";"     210";"     600";"    1480";"      77";"      80";"      20";"    2300";"    42.3";"    36.9";"    32.2";"    31.7";"    32.5";"    47.6";"    19.4";"     8.5";"     8.7";"    12.1";"    14.8";"    16.0";"      60";"      80";"      50";"     300";"      35";"     7.1";"     150";"      55";"     355";"       0";"      15";"      45";"      50";"      25";"     140";"      80";"     730";"     605";"     120";"     0.4";"    3805";"      80";"     0.3";"     0.3";"     0.2";"     0.5";"    28.1";"      23";"      19";"       4";"      1079";"       1";"       1";"    5559"
"1234";"BU03635402";"Amsterdam                               ";"Buurt     ";"BU03635402";"1";"    2150";"     980";"    1165";"     210";"     255";"     975";"     440";"     280";"    1520";"     410";"     175";"      60";"     435";"     280";"      55";"      15";"      65";"      20";"     135";"      30";"      14";"       5";"       4";"    1335";"     765";"     365";"     215";"     1.6";"    8322";"    1231";"     412";"       2";"      98";"      95";"       5";"      21";"      79";"      12";"      67";"       0";"     100";"       0";"    1870";"    1810";"       .";"       .";"    5790";"       .";"    1750";"    2220";"    1020";"     960";"       .";"       .";"    3050";"    4430";"     970";"    1150";"       .";"     190";"     390";"    1300";"      77";"      80";"      20";"    1900";"    42.7";"    37.5";"    32.7";"    30.7";"    33.5";"    48.5";"    18.7";"     9.7";"     9.3";"    12.7";"    15.6";"    12.6";"      60";"      60";"      30";"     250";"      30";"     8.7";"     125";"      58";"     345";"       0";"      15";"      35";"      35";"      35";"     135";"      90";"     610";"     520";"      90";"     0.5";"    2356";"      60";"     0.4";"     0.4";"     0.2";"     0.4";"    29.0";"      29";"      26";"       3";"      1079";"       1";"       1";"    5142"
"1235";"BU03635403";"Amsterdam                               ";"Buurt     ";"BU03635403";"1";"    1715";"     825";"     885";"     210";"     150";"     515";"     510";"     340";"    1095";"     295";"     270";"      60";"     285";"     595";"     160";"      25";"     125";"      35";"     260";"      20";"      12";"      10";"       6";"    1090";"     710";"     165";"     225";"     1.6";"   21641";"    1073";"     358";"       0";"     100";"      98";"       2";"      11";"      89";"      84";"       5";"       0";"      96";"       4";"    1490";"    1490";"       .";"       .";"       .";"       .";"    1470";"    1670";"     850";"     850";"       .";"       .";"       .";"       .";"     860";"     690";"       .";"     400";"     390";"     580";"      56";"      84";"      16";"    1500";"    30.5";"    26.0";"    50.1";"    15.2";"    24.7";"    69.1";"     6.9";"    23.0";"    24.6";"    31.4";"    35.5";"     3.0";"     180";"     130";"      30";"     320";"      50";"    16.1";"     260";"     152";"     120";"       0";"      10";"      15";"      20";"       5";"      45";"      25";"     355";"     300";"      55";"     0.3";"    4484";"      25";"     0.3";"     0.5";"     0.2";"     0.2";"    30.0";"       8";"       8";"       0";"      1079";"       1";"       1";"    5142"
"1236";"BU03635404";"Amsterdam                               ";"Buurt     ";"BU03635404";"1";"      45";"      20";"      20";"      10";"       5";"      10";"      15";"      10";"      30";"      15";"      10";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"      25";"      20";"       5";"       5";"     1.7";"     167";"      15";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"    5160";"       .";"       .";"       .";"       .";"    5380";"       .";"    6180";"    4150";"       .";"       .";"       .";"       .";"    4150";"       .";"    4600";"       .";"       0";"      10";"      20";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      30";"      20";"      10";"       .";"       .";"       5";"     1.5";"     1.7";"     1.0";"     1.0";"    14.4";"      32";"      27";"       5";"      1079";"       1";"       1";"    2747"
"1237";"WK036355  ";"Amsterdam                               ";"Wijk      ";"WK036355  ";"1";"   11300";"    5680";"    5615";"    1475";"    1510";"    4150";"    2490";"    1685";"    7545";"    2420";"     960";"     385";"    2035";"    3060";"     730";"     135";"     655";"     230";"    1315";"     140";"      12";"     125";"      11";"    6360";"    3825";"    1280";"    1265";"     1.7";"    7143";"    6116";"     343";"      15";"      85";"      91";"       9";"      17";"      83";"      50";"      33";"       0";"      82";"      18";"    1840";"    1730";"    2330";"    2480";"    3710";"    4390";"    1690";"    2610";"     910";"     840";"    1200";"    1410";"    2040";"    3270";"     850";"    1230";"     5.6";"    1560";"    2330";"    5470";"      68";"      83";"      17";"    8700";"    37.2";"    31.2";"    38.9";"    25.8";"    29.4";"    57.2";"    16.9";"    12.0";"    11.9";"    16.6";"    19.8";"     4.8";"     440";"     490";"     160";"    1560";"     215";"     8.6";"    1185";"     105";"    1480";"       0";"      90";"     175";"     200";"     260";"     510";"     245";"    2900";"    2140";"     760";"     0.5";"    1832";"     395";"     0.4";"     0.7";"     0.4";"     0.8";"    28.9";"     167";"     158";"       9";"         .";"       .";"       1";"    5230"
"1238";"BU03635501";"Amsterdam                               ";"Buurt     ";"BU03635501";"1";"    2415";"    1285";"    1130";"     190";"     715";"    1255";"     205";"      60";"    2105";"     205";"     105";"      10";"     570";"     765";"     110";"      45";"     135";"      35";"     445";"      50";"      21";"       5";"       3";"    1555";"    1235";"     245";"      85";"     1.3";"   13779";"    1286";"     242";"       1";"      99";"      87";"      13";"       1";"      99";"      48";"      51";"       0";"      50";"      50";"    1780";"    1770";"    1920";"       .";"       .";"       .";"    1780";"    2230";"     500";"     490";"    1170";"       .";"       .";"       .";"     500";"    1170";"    25.0";"     280";"     720";"    1310";"      67";"      90";"      10";"    1600";"    32.6";"    29.3";"    47.2";"    23.8";"    21.5";"    73.3";"    10.5";"    11.6";"     9.7";"    12.0";"    15.4";"     0.1";"      40";"      90";"      30";"      50";"      15";"     2.3";"     125";"      52";"     225";"       0";"      10";"      30";"      45";"      25";"      80";"      35";"     250";"     190";"      55";"     0.2";"    1415";"      35";"     0.5";"     0.4";"     0.6";"     0.9";"    33.4";"      18";"      18";"       0";"      1097";"       1";"       1";"    6650"
"1239";"BU03635502";"Amsterdam                               ";"Buurt     ";"BU03635502";"1";"    1025";"     530";"     495";"     100";"      60";"     560";"     185";"     130";"     710";"     240";"      60";"      25";"     260";"     185";"       5";"       5";"      40";"      35";"     105";"      15";"      17";"       5";"       5";"     600";"     310";"     205";"      95";"     1.7";"    5559";"     610";"     454";"      17";"      83";"      93";"       7";"      13";"      87";"      14";"      73";"       0";"      69";"      31";"    1780";"    1690";"    2130";"    2700";"       .";"       .";"    1720";"    2140";"     810";"     770";"     970";"    1270";"       .";"       .";"     870";"     670";"       .";"      30";"     130";"     780";"      81";"      89";"      11";"     900";"    51.6";"    45.0";"    17.9";"    49.5";"    39.1";"    23.7";"    25.6";"     4.0";"     3.7";"     6.1";"     7.7";"    19.2";"      10";"      20";"      10";"     120";"       .";"       .";"      40";"      39";"     350";"       0";"      20";"      35";"      35";"     165";"      80";"      15";"     255";"     210";"      45";"     0.4";"    1375";"      15";"     0.7";"     1.0";"     0.5";"     1.1";"    27.6";"      19";"      18";"       1";"      1097";"       1";"       1";"    5205"
"1240";"BU03635503";"Amsterdam                               ";"Buurt     ";"BU03635503";"1";"    2135";"    1075";"    1060";"     385";"     220";"     760";"     520";"     260";"    1400";"     575";"     125";"      45";"     380";"     405";"     140";"      20";"      65";"      20";"     160";"      20";"      11";"       5";"       3";"    1035";"     455";"     255";"     335";"     2.1";"   13614";"     986";"     477";"      14";"      86";"      95";"       5";"      41";"      58";"      30";"      28";"       0";"      99";"       1";"    2210";"    2160";"    2420";"    3020";"       .";"       .";"    2010";"    2500";"    1110";"    1060";"    1360";"    1730";"       .";"       .";"    1070";"    1180";"       .";"     250";"     350";"    1090";"      74";"      77";"      23";"    1700";"    45.8";"    36.2";"    30.9";"    34.2";"    38.7";"    38.8";"    31.5";"     6.1";"     5.9";"     8.5";"    10.2";"    40.4";"      40";"      60";"      30";"     230";"      40";"     7.6";"      90";"      42";"     335";"       0";"      15";"      45";"      30";"      30";"     140";"      80";"     965";"     540";"     420";"     0.9";"    6129";"     190";"     0.3";"     0.3";"     0.2";"     0.7";"    32.6";"      16";"      16";"       1";"      1097";"       1";"       1";"    7143"
"1241";"BU03635504";"Amsterdam                               ";"Buurt     ";"BU03635504";"1";"      10";"       0";"       5";"       0";"       5";"       5";"       5";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5";"       5";"       5";"       5";"     1.4";"      41";"       9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"       .";"       .";"       0";"     0.4";"     0.2";"     0.2";"     0.5";"    31.5";"      29";"      25";"       5";"      1097";"       1";"       1";"    5835"
"1242";"BU03635505";"Amsterdam                               ";"Buurt     ";"BU03635505";"1";"     850";"     385";"     465";"     110";"      85";"     200";"     265";"     200";"     480";"     195";"     140";"      50";"     100";"     370";"      95";"      15";"      85";"      40";"     135";"       5";"       7";"       5";"       8";"     495";"     270";"      95";"     135";"     1.7";"    7834";"     486";"     265";"      12";"      88";"      98";"       2";"       0";"     100";"     100";"       0";"       0";"     100";"       0";"    1710";"    1760";"    1350";"    1290";"       .";"       .";"    1710";"       .";"    1060";"    1080";"     930";"     890";"       .";"       .";"    1060";"       .";"       .";"     240";"     180";"     240";"      50";"      83";"      17";"     700";"    22.2";"    18.8";"    57.4";"     5.1";"    20.6";"    74.4";"     4.3";"    23.1";"    24.9";"    36.2";"    42.4";"     1.2";"     110";"      60";"      20";"     180";"      25";"    15.2";"     145";"     171";"      65";"       0";"      10";"      15";"      15";"       0";"      15";"      10";"     215";"     180";"      35";"     0.4";"    1993";"      15";"     0.3";"     1.2";"     0.1";"     1.1";"    24.6";"      11";"      11";"       0";"      1097";"       1";"       1";"    4744"
"1243";"BU03635506";"Amsterdam                               ";"Buurt     ";"BU03635506";"1";"    1850";"     860";"     990";"     295";"     185";"     420";"     550";"     410";"    1055";"     510";"     170";"     125";"     245";"     335";"      80";"      10";"      85";"      30";"     135";"      15";"       9";"      30";"      18";"     895";"     440";"     190";"     275";"     2.0";"    6684";"     889";"     381";"      43";"      57";"      95";"       5";"      36";"      64";"      50";"      14";"       0";"     100";"       0";"    2010";"    1730";"    2400";"    2250";"       .";"       .";"    1730";"    2610";"    1060";"     900";"    1200";"    1410";"       .";"       .";"     980";"    1220";"       .";"     290";"     400";"     650";"      70";"      81";"      19";"    1400";"    36.8";"    29.8";"    37.2";"    25.9";"    32.9";"    49.2";"    21.3";"     8.8";"     9.9";"    13.8";"    17.3";"    19.3";"      50";"      70";"      30";"     390";"      55";"    12.6";"     260";"     140";"     190";"       0";"      15";"      10";"      35";"      10";"      80";"      40";"     495";"     415";"      80";"     0.6";"    1787";"      50";"     0.3";"     1.2";"     0.3";"     1.2";"    23.9";"      29";"      28";"       1";"      1097";"       1";"       1";"    3561"
"1244";"BU03635507";"Amsterdam                               ";"Buurt     ";"BU03635507";"1";"    2390";"    1220";"    1165";"     320";"     155";"     730";"     645";"     550";"    1390";"     555";"     330";"     125";"     380";"     665";"     175";"      30";"     175";"      55";"     230";"      20";"       9";"      65";"      27";"    1420";"     925";"     240";"     265";"     1.6";"    6631";"    1578";"     343";"      13";"      87";"      86";"      14";"      14";"      86";"      54";"      32";"       0";"      85";"      15";"    1650";"    1440";"    2660";"    3250";"    3710";"    4440";"    1450";"    3070";"     890";"     780";"    1340";"    1640";"    1990";"    3630";"     790";"    1600";"       .";"     280";"     430";"    1210";"      64";"      78";"      22";"    1900";"    34.6";"    29.2";"    40.1";"    19.4";"    27.2";"    67.0";"    12.4";"    17.0";"    16.7";"    23.3";"    26.6";"     4.6";"     140";"     150";"      30";"     530";"      55";"    12.6";"     465";"     195";"     255";"       0";"      20";"      30";"      30";"      20";"     100";"      55";"     625";"     530";"      95";"     0.4";"    1739";"      80";"     0.3";"     0.7";"     0.2";"     0.3";"    26.5";"      36";"      36";"       0";"      1097";"       1";"       1";"    3634"
"1245";"BU03635508";"Amsterdam                               ";"Buurt     ";"BU03635508";"1";"     615";"     315";"     295";"      90";"      95";"     230";"     130";"      85";"     415";"     145";"      50";"      15";"     105";"     345";"     130";"      15";"      75";"      20";"     110";"       0";"       7";"       0";"       2";"     340";"     200";"      65";"      85";"     1.8";"    8380";"     272";"     300";"       0";"     100";"      99";"       1";"       1";"      99";"      99";"       0";"       0";"     100";"       0";"    1630";"    1630";"       .";"       .";"       .";"       .";"    1630";"       .";"     890";"     890";"       .";"       .";"       .";"       .";"     890";"       .";"       .";"       .";"       .";"       .";"      61";"      92";"       8";"     500";"    30.6";"    25.0";"    50.0";"    15.8";"    26.3";"    62.6";"     8.1";"    16.7";"    17.0";"    21.3";"    25.3";"     0.9";"      50";"      30";"      10";"      70";"      20";"    13.4";"      55";"      89";"      55";"       0";"       5";"       5";"      10";"       5";"      20";"      10";"      95";"      70";"      25";"     0.3";"    1294";"      10";"     0.5";"     0.9";"     0.7";"     0.9";"    30.4";"       9";"       7";"       2";"      1097";"       1";"       1";"    6458"
"1246";"WK036356  ";"Amsterdam                               ";"Wijk      ";"WK036356  ";"1";"   15870";"    7565";"    8305";"    2500";"    3140";"    4765";"    3700";"    1775";"   10575";"    4035";"     885";"     380";"    3325";"    2435";"     335";"     120";"     410";"     160";"    1415";"     165";"      11";"      65";"       4";"    8550";"    4575";"    1785";"    2195";"     1.9";"    5600";"    8015";"     458";"       6";"      94";"      95";"       5";"      37";"      63";"      32";"      31";"       1";"      62";"      38";"    2400";"    2330";"    3520";"    3530";"       .";"    3930";"    2140";"    2740";"    1010";"    1010";"     970";"     740";"       .";"     850";"    1000";"    1020";"     9.1";"    1260";"    3460";"    7980";"      71";"      78";"      22";"   12200";"    45.0";"    35.9";"    34.6";"    32.9";"    34.0";"    46.8";"    26.5";"     8.0";"     6.5";"     9.4";"    11.4";"    22.3";"     370";"     340";"     190";"    1610";"     300";"     6.2";"     810";"      51";"    2155";"       0";"      95";"     230";"     295";"     190";"     890";"     450";"    3950";"    3250";"     700";"     0.5";"    1394";"     315";"     0.5";"     0.5";"     0.3";"     0.6";"    24.5";"     302";"     283";"      19";"         .";"       .";"       1";"    4820"
"1247";"BU03635600";"Amsterdam                               ";"Buurt     ";"BU03635600";"1";"    2670";"    1310";"    1360";"     465";"     295";"     860";"     705";"     365";"    1740";"     720";"     170";"      50";"     540";"     260";"      20";"      20";"      45";"      25";"     160";"      30";"      12";"       5";"       2";"    1360";"     650";"     325";"     390";"     2.0";"   15545";"    1276";"     592";"       6";"      94";"      93";"       7";"      45";"      55";"      18";"      37";"       0";"     100";"       0";"    2420";"    2330";"    3990";"    3650";"       .";"       .";"    1990";"    2930";"    1190";"    1150";"    1850";"    2200";"       .";"       .";"    1050";"    1350";"       .";"     190";"     540";"    1380";"      76";"      72";"      28";"    2100";"    55.6";"    44.1";"    28.0";"    40.2";"    44.2";"    36.4";"    33.9";"     4.7";"     4.7";"     6.6";"     8.8";"    72.6";"      20";"      60";"      40";"     320";"      45";"     6.6";"     120";"      45";"     530";"       0";"      25";"      75";"      50";"      70";"     225";"      85";"     765";"     615";"     150";"     0.6";"    4439";"      80";"     0.3";"     0.3";"     0.2";"     0.3";"    29.4";"      18";"      17";"       1";"      1098";"       1";"       1";"    6925"
"1248";"BU03635601";"Amsterdam                               ";"Buurt     ";"BU03635601";"1";"    2930";"    1380";"    1550";"     575";"     405";"     760";"     825";"     375";"    1770";"     935";"     160";"      75";"     485";"     315";"      90";"      10";"      60";"      25";"     130";"      30";"      11";"      15";"       6";"    1320";"     520";"     295";"     515";"     2.2";"   15813";"    1198";"     596";"       5";"      95";"      95";"       5";"      44";"      56";"      20";"      37";"       0";"     100";"       0";"    2470";"    2410";"    3740";"       .";"       .";"       .";"    2180";"    2870";"    1310";"    1280";"    1960";"       .";"       .";"       .";"    1250";"    1380";"       .";"     240";"     430";"    1550";"      76";"      75";"      25";"    2300";"    53.0";"    40.9";"    33.0";"    34.8";"    41.4";"    38.0";"    34.6";"     5.4";"     5.8";"     8.7";"    10.1";"    52.5";"      30";"      60";"      30";"     330";"      60";"     7.0";"     140";"      48";"     395";"       0";"      20";"      20";"      60";"      35";"     165";"      95";"     780";"     645";"     140";"     0.6";"    4209";"      70";"     0.2";"     0.5";"     0.2";"     0.2";"    27.4";"      19";"      19";"       0";"      1098";"       1";"       1";"    7039"
"1249";"BU03635602";"Amsterdam                               ";"Buurt     ";"BU03635602";"1";"    5115";"    2420";"    2695";"    1055";"     585";"    1655";"    1225";"     610";"    3265";"    1355";"     345";"     160";"     970";"     560";"      75";"      45";"     115";"      25";"     305";"      75";"      15";"      25";"       6";"    2465";"    1060";"     565";"     850";"     2.1";"   12930";"    2311";"     473";"       4";"      96";"      96";"       4";"      44";"      54";"       8";"      45";"       2";"     100";"       0";"    2410";"    2370";"    3250";"       .";"       .";"       .";"    2250";"    2620";"    1150";"    1120";"    1660";"       .";"       .";"       .";"    1110";"    1190";"       .";"     450";"     910";"    2410";"      78";"      78";"      22";"    3900";"    44.1";"    33.9";"    28.3";"    35.0";"    35.0";"    37.6";"    29.0";"     5.4";"     5.1";"     7.7";"     9.5";"    57.7";"      50";"     100";"      60";"     560";"     120";"     8.2";"     260";"      51";"     715";"       0";"      35";"      85";"      85";"      50";"     290";"     175";"    1460";"    1235";"     225";"     0.6";"    3685";"      90";"     0.4";"     0.3";"     0.3";"     0.6";"    24.8";"      40";"      40";"       0";"      1098";"       1";"       1";"    4303"
"1250";"BU03635603";"Amsterdam                               ";"Buurt     ";"BU03635603";"1";"     305";"     135";"     165";"      30";"      10";"      50";"      75";"     145";"     120";"     110";"      35";"      50";"      40";"      15";"       0";"       0";"      10";"       0";"       5";"       0";"       7";"       5";"      26";"     180";"     100";"      60";"      30";"     1.7";"    1443";"     189";"     435";"       2";"      98";"      97";"       3";"      53";"      47";"      42";"       4";"       0";"     100";"       0";"    2010";"    1980";"       .";"       .";"       .";"       .";"    1740";"    2270";"     940";"     880";"       .";"       .";"       .";"       .";"     890";"     950";"       .";"      20";"      50";"     120";"      60";"       .";"       .";"     300";"    39.6";"    35.0";"    28.1";"    28.5";"    35.0";"    45.7";"    22.8";"     3.9";"     6.1";"     8.9";"    11.7";"   226.6";"       0";"      10";"      10";"     140";"       .";"       .";"      75";"     246";"      30";"       0";"       0";"       0";"       0";"       5";"      15";"      10";"     115";"     100";"      10";"     0.6";"     535";"       5";"     0.7";"     0.4";"     0.6";"     0.8";"    22.1";"      21";"      21";"       0";"      1098";"       1";"       1";"    3205"
"1251";"BU03635604";"Amsterdam                               ";"Buurt     ";"BU03635604";"1";"     250";"     160";"      85";"       5";"     200";"      50";"       5";"       0";"     240";"      15";"       0";"       0";"      10";"     165";"      15";"       5";"      10";"       5";"     135";"       0";"       4";"       0";"       0";"     245";"     250";"       5";"       5";"     1.0";"    1049";"     251";"       .";"       0";"     100";"      99";"       1";"       0";"     100";"     100";"       0";"       0";"       0";"     100";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      56";"       .";"       .";"     200";"    16.1";"    15.8";"    81.2";"     0.4";"    13.9";"    99.2";"     0.0";"    62.6";"    35.0";"    48.5";"    51.5";"     0.2";"     100";"      10";"       0";"       0";"       .";"       .";"       .";"       .";"      15";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"      10";"       5";"       5";"     0.0";"      42";"       5";"     0.9";"     0.4";"     0.8";"     1.1";"    19.0";"      25";"      24";"       1";"      1098";"       1";"       2";"    2114"
