"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU03635502",1025,530,495,100,60,560,185,130,260,185,600,310,205,95,"     1.7",30,130,780,580
"BU03635503",2135,1075,1060,385,220,760,520,260,380,405,1035,455,255,335,"     2.1",250,350,1090,1350
"BU03635504",10,0,5,0,5,5,5,5,0,0,5,5,5,5,"     1.4",0,0,0,10
"BU03635505",850,385,465,110,85,200,265,200,100,370,495,270,95,135,"     1.7",240,180,240,380
"BU03635506",1850,860,990,295,185,420,550,410,245,335,895,440,190,275,"     2.0",290,400,650,1270
"BU03635507",2390,1220,1165,320,155,730,645,550,380,665,1420,925,240,265,"     1.6",280,430,1210,1345
"BU03635508",615,315,295,90,95,230,130,85,105,345,340,200,65,85,"     1.8",0,0,0,165
"BU03635600",2670,1310,1360,465,295,860,705,365,540,260,1360,650,325,390,"     2.0",190,540,1380,1870
"BU03635601",2930,1380,1550,575,405,760,825,375,485,315,1320,520,295,515,"     2.2",240,430,1550,2130
"BU03635602",5115,2420,2695,1055,585,1655,1225,610,970,560,2465,1060,565,850,"     2.1",450,910,2410,3585
"BU03635603",305,135,165,30,10,50,75,145,40,15,180,100,60,30,"     1.7",20,50,120,250
"BU03635604",250,160,85,5,200,50,5,0,10,165,245,250,5,5,"     1.0",0,0,0,75
"BU03635605",1650,800,850,220,240,340,630,230,245,420,735,270,190,285,"     2.2",280,370,700,985
"BU03635606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635607",2670,1180,1485,160,1260,970,235,50,1000,545,1985,1500,360,130,"     1.3",40,950,1550,1125
"BU03635608",265,165,100,5,160,90,15,10,35,160,250,245,5,5,"     1.1",0,0,0,70
"BU03635700",3250,1520,1730,400,275,900,895,795,410,855,1960,1145,400,420,"     1.7",0,0,0,1985
"BU03635701",5,0,0,0,5,0,5,0,0,5,0,5,0,5,"     2.0",0,0,0,0
"BU03635702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635801",1365,680,680,35,665,585,75,10,340,350,840,760,65,25,"     1.1",210,430,640,675
"BU03635804",75,40,35,15,10,20,30,15,15,5,30,10,15,15,"     2.4",0,20,30,55
"BU03635805",40,25,15,5,5,20,20,0,5,5,5,5,5,5,"     2.8",0,0,0,30
"BU03635806",1835,930,900,180,415,985,220,45,315,305,1230,825,270,145,"     1.5",80,500,1570,1215
"BU03635807",730,375,355,65,40,325,185,130,255,135,435,225,155,65,"     1.7",30,80,510,340
"BU03635808",30,20,10,0,5,10,10,10,10,5,20,20,5,5,"     1.4",0,30,0,15
"BU03635809",705,350,355,5,310,360,20,15,190,165,620,545,70,10,"     1.1",40,350,460,350
"BU03635900",1335,625,710,270,120,320,330,315,400,190,665,320,160,190,"     2.0",90,140,690,745
"BU03635901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03636000",4845,2390,2450,855,565,1720,1295,425,600,2375,2545,1355,425,775,"     1.9",1260,1170,1400,1870
"BU03636001",2410,1185,1225,450,240,695,660,375,270,930,1235,605,225,410,"     2.0",660,660,490,1210
"BU03636002",2385,1195,1190,345,190,720,725,420,315,590,1245,580,290,390,"     1.9",580,650,660,1480
"BU03636100",2500,1315,1185,305,250,815,775,365,350,1115,1465,880,280,310,"     1.7",560,810,660,1035
"BU03636101",4315,2125,2190,735,510,1530,1080,475,605,2080,2175,1085,425,675,"     2.0",1270,1020,1140,1630
"BU03636102",1265,635,630,195,120,495,320,145,170,470,690,370,125,205,"     1.8",230,480,320,625
"BU03636103",180,95,80,40,35,40,65,10,40,15,70,30,10,35,"     2.5",30,40,60,125
"BU03636200",1045,495,550,125,90,220,315,305,130,175,535,220,170,155,"     1.9",330,290,180,740
"BU03636201",2475,1145,1330,410,215,575,770,515,265,340,1310,620,270,430,"     1.9",520,560,760,1870
"BU03636300",1880,915,965,285,195,495,575,345,210,390,930,395,220,320,"     2.0",620,600,240,1280
"BU03636400",145,70,75,35,20,30,50,30,25,5,60,20,20,25,"     2.5",10,10,80,115
"BU03636401",120,55,65,15,20,20,45,40,15,20,55,15,20,20,"     2.2",0,0,0,85
"BU03636402",1045,520,520,250,100,205,355,145,155,45,400,95,120,190,"     2.6",70,140,550,845
"BU03636403",360,175,185,100,45,75,100,50,75,10,130,35,25,75,"     2.8",40,60,160,275
"BU03636404",5,0,0,0,5,0,5,0,0,5,0,5,5,5,"     2.3",0,0,0,0
"BU03636500",1155,535,620,155,85,235,315,370,110,240,560,260,140,165,"     1.9",290,360,130,805
"BU03636501",4235,1950,2285,710,400,1150,1200,785,455,780,2035,800,485,760,"     2.1",1240,1170,770,3000
"BU03636502",4020,2010,2005,525,390,1170,1185,760,495,1300,2110,1075,490,560,"     1.8",1170,1200,820,2225
"BU03636503",2295,1145,1150,710,260,785,490,55,230,880,760,160,105,505,"     3.0",380,530,810,1185
"BU03636601",415,205,205,65,40,100,150,65,60,20,180,55,60,70,"     2.3",60,120,140,335
"BU03636602",1415,695,720,225,210,345,485,155,175,430,590,175,150,270,"     2.4",320,520,280,810
"BU03636603",2435,1215,1220,385,340,500,895,325,280,485,980,245,285,460,"     2.5",490,870,570,1670
"BU03636604",145,75,65,25,10,15,65,35,15,10,65,25,25,25,"     2.1",20,40,50,120
"BU03636605",3155,1455,1695,625,420,845,660,605,380,1565,1550,765,260,530,"     2.0",970,740,460,1210
"BU03636606",1325,665,655,170,135,450,420,155,170,340,685,320,160,215,"     1.9",340,630,150,815
"BU03636700",2190,1040,1145,505,195,560,630,305,245,340,895,245,240,415,"     2.4",310,580,770,1605
"BU03636701",1095,535,560,175,120,245,350,215,110,260,465,135,135,205,"     2.4",260,390,190,725
"BU03636800",585,295,290,55,65,175,135,165,120,165,365,220,90,65,"     1.6",90,180,180,300
"BU03636801",470,225,240,40,40,130,105,160,110,85,285,160,90,40,"     1.7",60,140,130,275
"BU03636802",4970,2425,2545,910,575,1630,1205,655,680,2705,2540,1305,475,770,"     2.0",1370,1280,1100,1585
"BU03636803",3490,1720,1770,885,575,1130,700,205,265,2380,1330,470,225,645,"     2.6",1070,890,550,845
"BU03636804",2045,1025,1020,575,285,615,420,160,190,1415,720,245,105,375,"     2.6",640,400,390,440
"BU03636805",1610,750,855,380,225,380,420,210,210,865,635,205,105,330,"     2.5",390,320,430,535
"BU03636900",200,95,105,20,30,35,60,65,40,35,90,30,30,35,"     2.2",10,60,90,125
"BU03636902",1560,775,780,175,160,470,335,420,260,575,905,555,205,150,"     1.6",310,590,280,725
"BU03636909",985,475,505,70,70,290,185,380,175,295,575,375,135,70,"     1.5",200,260,180,515
"BU03636910",3100,1485,1615,545,465,980,710,410,465,1675,1540,770,290,485,"     2.0",850,660,840,960
"BU03636911",2745,1300,1445,585,375,635,680,480,255,1780,1225,505,230,495,"     2.2",770,590,580,710
"BU03636912",2520,1185,1335,245,495,685,445,655,445,685,1600,1065,315,225,"     1.5",360,930,570,1390
"BU03637000",3740,1740,1995,780,515,990,835,630,430,2160,1565,670,280,620,"     2.3",710,640,1300,1150
"BU03637001",3665,1865,1800,625,320,1120,970,635,390,1560,1830,890,410,535,"     2.0",930,1070,880,1715
"BU03637002",2645,1285,1360,505,405,740,640,365,295,1585,1240,600,185,465,"     2.1",820,700,470,765
"BU03637003",3655,1800,1855,715,490,965,925,565,420,1920,1565,580,340,650,"     2.3",1140,1160,440,1315
"BU03637004",325,165,155,55,30,65,115,65,65,20,140,45,50,50,"     2.3",20,50,180,240
"BU03637005",370,190,180,90,60,130,65,30,45,145,160,85,25,60,"     2.3",60,70,140,180
"BU03637102",950,515,430,215,85,375,245,40,170,105,435,170,105,165,"     2.2",60,160,590,675
"BU03637104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03637105",1555,810,740,25,830,675,30,5,350,470,1375,1215,140,30,"     1.1",50,790,1020,735
"BU03637106",180,90,90,65,10,80,25,5,45,45,70,35,10,35,"     2.5",0,0,0,90
"BU03637107",1365,720,645,175,85,585,340,190,255,230,695,230,320,155,"     2.0",160,280,710,880
"BU03637200",290,205,85,15,60,175,35,10,130,75,210,155,50,15,"     1.4",0,0,0,85
"BU03637201",10,5,0,0,0,5,5,0,5,0,10,10,0,0,"     1.0",0,0,0,5
"BU03637202",25,10,10,5,0,10,10,5,0,5,10,5,10,5,"     2.1",0,0,0,20
"BU03637300",70,35,30,15,10,15,30,10,10,5,30,15,15,10,"     2.1",20,10,30,55
"BU03637301",605,295,305,135,45,120,210,100,80,35,250,75,80,105,"     2.4",40,140,270,490
"BU03637302",5,0,0,0,5,0,5,5,0,0,0,0,5,5,"     3.0",0,0,0,5
"BU03637303",500,260,240,100,55,95,175,85,60,15,200,50,70,90,"     2.5",70,90,220,425
"BU03637304",25,10,10,5,10,5,10,5,0,5,0,0,5,5,"     3.5",0,0,0,20
"BU03637305",310,150,155,60,35,45,100,75,30,10,130,45,35,55,"     2.4",50,50,120,270
"BU03637306",280,145,135,45,30,45,105,60,20,10,110,30,30,55,"     2.5",50,80,90,250
"BU03637307",480,250,225,75,55,95,140,120,35,15,195,60,65,75,"     2.4",110,100,130,430
"BU03637308",15,5,5,0,0,10,10,5,10,5,10,10,5,0,"     1.4",0,0,0,0
"BU03637309",5,5,0,0,0,5,0,5,5,0,5,10,5,0,"     1.1",0,0,0,0
"BU03637400",115,60,50,30,5,25,30,25,20,5,40,5,20,20,"     2.8",0,30,50,90
"BU03637401",345,200,140,30,65,160,75,25,50,155,245,170,55,30,"     1.4",0,0,0,140
"BU03637402",2390,1185,1200,635,235,760,575,190,355,760,885,215,195,485,"     2.7",340,490,860,1275
"BU03637500",2235,1110,1125,320,320,840,565,200,420,615,1160,565,285,320,"     1.9",380,510,950,1200
"BU03637501",1095,550,540,145,125,515,235,80,220,270,655,395,150,120,"     1.7",130,200,590,605
"BU03637502",1830,910,915,290,235,745,415,150,320,800,955,495,195,270,"     1.9",470,330,670,710
"BU03637503",1035,460,575,190,110,390,250,100,125,505,485,200,120,170,"     2.1",210,190,410,405
"BU03637600",6155,3185,2965,1300,700,2060,1430,670,840,3665,3000,1580,465,965,"     2.0",1770,1620,1320,1650
"BU03637601",3185,1675,1505,620,455,1105,740,275,370,2280,1480,715,260,510,"     2.2",990,930,530,535
"BU03637700",3365,1815,1550,535,360,1265,740,475,415,2050,1940,1220,310,415,"     1.7",980,1030,650,900
"BU03637701",3205,1580,1620,540,435,1090,790,360,515,1315,1675,890,320,475,"     1.9",610,960,1030,1375
"BU03637702",3645,1845,1800,670,470,1215,820,475,640,2055,1740,855,335,560,"     2.1",1090,990,740,950
"BU03637703",3780,1925,1855,840,585,1200,845,315,265,3075,1525,620,230,685,"     2.5",1470,970,330,440
"BU03637704",50,25,20,5,15,25,5,0,20,25,30,20,15,5,"     1.7",0,0,0,5
"BU03637705",3925,1975,1945,860,525,1310,810,420,360,2665,1740,820,255,675,"     2.2",1570,790,530,900
"BU03637800",3060,1490,1570,670,445,940,690,325,280,2095,1335,555,245,545,"     2.3",1050,860,360,685
"BU03637801",2805,1415,1390,705,360,855,540,355,335,1695,1095,400,215,490,"     2.5",660,870,440,775
"BU03637802",4100,2015,2085,880,560,1570,755,345,590,2790,1790,810,325,665,"     2.2",1210,1240,710,720
"BU03637803",5975,3050,2920,1300,790,1935,1330,625,590,4210,2605,1180,420,1015,"     2.3",2090,1570,810,1175
"BU03637804",305,175,125,35,35,125,95,15,60,150,170,110,30,40,"     1.7",100,60,100,95
"BU03637900",30,20,10,5,5,5,15,10,5,10,15,10,5,5,"     2.0",0,0,0,15
"BU03637901",2415,1190,1225,425,265,635,720,380,305,1140,1020,305,305,415,"     2.4",0,0,0,970
"BU03638000",265,160,100,45,40,135,40,10,5,260,10,10,5,0,"     1.1",0,0,0,0
"BU03638001",790,400,390,120,85,175,260,150,110,110,345,120,105,130,"     2.3",230,250,170,570
"BU03638002",65,40,25,10,20,10,25,10,0,15,35,25,5,10,"     1.9",0,0,0,50
"BU03638100",4960,2405,2555,895,565,1395,1115,995,545,3115,2535,1345,420,780,"     2.0",1930,1060,520,1300
"BU03638101",3110,1605,1500,445,310,1020,760,580,615,1325,1650,825,465,370,"     1.9",570,820,1020,1170
"BU03638102",2980,1455,1525,510,410,1015,630,420,385,1780,1420,645,340,450,"     2.1",930,860,580,815
"BU03638103",1240,640,600,175,115,315,390,245,190,580,680,380,140,170,"     1.8",360,370,230,470
"BU03638104",3995,1900,2095,490,670,1055,900,890,690,1335,2330,1385,465,490,"     1.7",800,1290,980,1970
"BU03638200",2850,1315,1535,575,415,735,600,535,185,2105,1170,565,175,440,"     2.3",920,720,250,560
"BU03638201",3475,1690,1785,895,375,1190,635,390,450,2325,1550,665,270,620,"     2.2",780,1010,610,700
"BU03638202",3195,1565,1625,635,475,1050,615,425,415,2160,1435,635,325,485,"     2.2",1060,790,490,620
"BU03638203",6230,3125,3100,1220,880,2240,1465,430,945,3790,2870,1280,575,1025,"     2.2",1510,1730,1610,1495
"BU03638300",6005,3040,2965,1120,840,2015,1240,795,950,3275,2755,1380,505,880,"     2.1",1840,1780,970,1780
"BU03638301",120,110,10,0,0,50,70,10,10,75,5,10,0,0,"     1.0",0,0,0,35
"BU03638400",3945,1905,2035,760,400,1100,1030,660,465,1780,1745,680,415,660,"     2.2",1010,1220,690,1700
"BU03638401",4590,2290,2300,725,695,1050,1580,545,580,1965,1905,605,435,875,"     2.4",940,1400,1300,2045
"BU03638402",5990,2980,3010,1070,1000,1300,2045,585,710,2745,2265,610,500,1160,"     2.6",1310,1830,1580,2535
"BU03638500",2475,1210,1260,345,285,520,800,535,425,710,1160,455,330,380,"     2.1",460,640,760,1340
"BU03638501",2230,1100,1130,430,245,625,525,415,455,725,1055,530,190,340,"     2.0",370,450,760,1050
"BU03638502",3350,1710,1640,720,500,1135,705,295,425,2265,1545,720,255,580,"     2.1",850,740,930,660
"BU03638600",6005,2955,3045,1220,930,2150,1245,465,605,4170,2440,925,505,1020,"     2.4",1770,1610,1310,1230
"BU03638601",4295,2055,2235,645,590,2120,635,310,655,2105,2335,1335,505,505,"     1.8",1010,950,1570,1535
"BU03638602",960,465,495,55,320,430,80,80,350,125,735,580,115,50,"     1.3",40,370,450,485
"BU03638603",840,420,415,70,95,490,105,85,245,145,540,325,155,65,"     1.6",20,130,590,450
"BU03638604",695,330,360,145,135,170,180,75,35,565,265,125,20,125,"     2.6",320,140,60,95
"BU03638605",1115,555,555,10,600,490,15,0,485,385,985,865,110,15,"     1.1",0,0,0,245
"BU03638700",2645,1485,1160,245,300,1530,405,175,905,740,1650,930,510,220,"     1.6",110,480,1860,1000
"BU03638701",1270,625,640,290,120,455,290,125,290,445,555,215,125,220,"     2.3",170,200,570,535
"BU03638702",1555,850,700,225,245,595,365,135,260,740,785,485,140,170,"     1.7",300,640,320,555
"BU03638703",3430,1745,1685,500,600,1480,550,315,730,1470,2040,1275,400,375,"     1.7",650,1070,1490,1230
"BU03638704",575,390,185,10,310,265,0,0,40,355,525,485,40,10,"     1.1",60,110,370,180
"BU03638705",1090,470,615,20,505,550,15,5,430,275,945,830,110,20,"     1.2",10,370,770,385
"BU03638800",80,40,35,15,5,55,15,0,40,40,55,50,5,10,"     1.4",0,0,0,0
"BU03638801",960,490,470,130,105,195,350,185,190,170,435,135,155,155,"     2.2",140,230,420,600
"BU03638802",165,90,70,20,20,35,80,10,35,10,90,55,15,30,"     1.8",30,30,80,120
"BU03638803",255,110,140,45,35,50,80,55,40,55,115,40,35,45,"     2.2",10,60,130,160
"BU03638804",3125,1520,1605,500,410,750,1045,430,455,1190,1270,360,330,585,"     2.4",550,1050,860,1480
"BU03638805",3155,1555,1595,425,350,795,975,620,445,970,1440,500,435,510,"     2.2",550,970,940,1740
"BU03638806",1075,495,580,90,85,295,305,310,250,355,645,345,195,110,"     1.7",230,220,370,470
"BU03638807",2325,1145,1180,350,370,470,945,200,390,575,895,190,255,460,"     2.6",320,650,950,1360
"BU03638808",2120,1060,1060,370,285,670,585,220,400,660,915,315,225,385,"     2.3",380,730,600,1060
"BU03638809",685,350,335,90,85,115,280,130,80,40,320,115,100,115,"     2.1",100,220,270,565
"BU03638900",3255,1545,1710,510,490,920,690,655,525,1565,1690,945,325,430,"     1.9",830,920,680,1165
"BU03638901",3560,1710,1845,560,605,1320,630,450,720,1665,1995,1160,410,435,"     1.8",570,710,1530,1175
"BU03638902",2990,1450,1535,570,490,1005,590,340,370,1805,1325,580,260,490,"     2.2",670,920,710,815
"BU03638903",830,440,390,45,400,280,55,60,165,310,675,615,35,35,"     1.1",0,0,0,355
"BU03639000",4565,2080,2485,480,455,1645,850,1140,1340,1115,2770,1590,675,510,"     1.6",610,1060,1800,2110
"BU03639002",3775,1785,1990,555,455,1485,760,530,1020,1135,2100,1155,455,500,"     1.8",470,960,1520,1620
"BU03639003",4075,1915,2160,555,340,1095,935,1155,1010,875,2345,1415,450,490,"     1.7",450,700,1720,2190
"BU03639004",65,30,30,5,10,10,30,15,15,5,30,15,10,10,"     2.0",0,0,0,45
"BU03639008",1015,480,535,130,110,210,250,325,310,145,530,255,150,135,"     1.9",160,160,390,560
"BU03639009",20,10,5,0,5,15,5,0,15,5,10,10,5,5,"     1.9",0,0,0,0
"BU03639100",780,350,425,75,30,250,145,285,215,165,390,205,125,65,"     1.7",0,0,0,400
"BU03639101",3240,1530,1710,380,255,1005,670,940,690,1040,1950,1095,465,400,"     1.7",450,740,1180,1510
"BU03639102",3880,1850,2025,440,425,1260,775,985,1130,1010,2165,1355,425,395,"     1.6",380,970,1570,1740
"BU03639103",10,5,0,0,5,5,5,5,0,5,5,5,5,5,"     2.4",0,0,0,5
"BU03639200",20,15,0,0,0,20,0,0,10,10,15,20,0,5,"     1.1",0,0,0,0
"BU03639201",50,30,15,5,5,35,10,0,35,15,45,45,0,5,"     1.1",0,0,0,0
"BU03639202",20,15,5,0,5,15,5,0,10,10,15,15,5,5,"     1.3",0,0,0,0
"BU03639203",430,195,230,5,310,110,10,0,50,175,405,390,15,5,"     1.1",0,0,0,205
"BU03639204",0,0,0,0,0,0,0,5,0,0,0,5,5,0,"     1.5",0,0,0,0
"BU03639205",35,30,0,0,5,15,20,0,5,25,0,0,0,5,"     2.0",0,0,0,5
"BU03639206",150,95,50,15,70,50,15,10,20,45,70,65,5,10,"     1.3",40,40,40,85
"BU03639300",5240,2785,2455,800,555,1795,1495,610,595,3665,3045,1850,455,750,"     1.7",1450,1280,1510,980
"BU03639301",3455,1805,1645,500,435,1295,975,260,440,2395,1990,1190,310,500,"     1.7",830,1280,750,620
"BU03639302",1975,920,1055,135,1160,540,120,30,475,980,1660,1465,85,120,"     1.2",360,1040,420,520
"BU03639303",3855,1875,1980,830,705,1135,1010,185,290,3020,1680,720,230,740,"     2.3",770,950,1870,545
"BU03639304",1430,750,680,185,275,405,400,170,230,1055,875,660,65,160,"     1.5",550,480,140,145
"BU03639305",1620,810,805,300,370,565,325,60,195,1130,950,635,75,250,"     1.7",320,520,730,295
"BU03639306",3100,1510,1590,600,515,830,905,255,250,2520,1555,820,180,560,"     2.0",1200,860,370,330
"BU03639307",2555,1270,1285,520,470,800,640,130,205,1955,1300,695,205,410,"     2.0",740,870,430,395
"BU03639308",200,105,95,20,30,45,55,55,45,80,100,40,40,30,"     2.0",40,50,70,75
"BU03639309",715,360,355,120,90,195,230,85,65,560,295,100,55,145,"     2.4",180,220,150,90
"BU03639310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03639400",2195,1070,1125,560,505,675,435,30,250,1465,880,375,100,410,"     2.5",400,730,490,480
"BU03639401",3735,1865,1865,510,565,1195,1125,350,405,2800,1905,970,305,640,"     2.0",980,1460,700,530
"BU03639402",2290,1075,1210,385,320,495,715,385,190,1820,1280,735,150,400,"     1.8",980,630,220,280
"BU03639403",2625,1265,1360,390,300,745,725,470,230,1880,1625,1065,165,405,"     1.6",900,860,260,515
"BU03639404",1005,505,495,160,160,225,300,165,85,645,465,200,90,185,"     2.2",320,310,150,275
"BU03639405",2415,1240,1175,475,410,830,555,150,215,1775,1305,750,175,390,"     1.8",630,710,570,425
"BU03639406",1335,655,680,355,190,520,240,40,105,995,555,215,80,265,"     2.4",310,400,320,235
"BU03639407",1460,710,745,310,260,410,385,100,80,1155,615,245,90,280,"     2.4",520,410,180,225
"BU03639408",1750,830,920,360,255,580,470,95,140,1375,780,340,100,345,"     2.2",420,560,390,235
"BU03639409",3185,1700,1480,260,410,775,805,940,590,1045,1980,1210,475,300,"     1.6",540,1060,950,1550
"BU03639410",2180,1135,1045,295,260,465,700,470,270,1240,1205,720,175,315,"     1.8",670,660,390,670
"BU03639411",330,175,155,85,30,165,55,0,30,225,130,40,35,65,"     2.5",60,130,160,75
"BU03639412",1775,955,820,335,220,515,605,110,85,1535,1035,670,90,280,"     1.7",690,610,120,155
"BU03639413",3145,1560,1585,580,555,1020,785,215,430,2135,1710,955,240,525,"     1.8",1270,810,460,580
"BU03639500",2860,1500,1355,350,245,930,760,580,560,975,1745,1015,400,335,"     1.6",390,950,1040,1325
"BU03639501",20,10,10,5,5,5,15,5,0,5,10,5,5,5,"     2.1",0,0,0,15
"BU03639502",35,15,15,0,10,5,15,10,5,5,15,10,10,5,"     2.1",0,0,0,25
"BU03639600",2915,1295,1615,655,440,655,695,475,190,2115,1485,810,145,540,"     2.0",950,930,190,610
"BU03639601",4305,1950,2350,925,615,1140,1140,485,270,3300,2045,960,245,850,"     2.1",1350,1510,380,735
"BU03639602",2510,1240,1265,345,250,595,660,670,325,1075,1160,415,345,405,"     2.2",440,870,650,1110
"BU03639603",2035,1030,1000,310,235,685,615,190,240,1280,1035,555,170,320,"     1.9",610,670,380,515
"BU03639604",1455,705,750,185,195,415,420,250,190,845,910,590,125,200,"     1.6",470,480,270,420
"BU03639605",2460,1190,1270,370,310,720,660,410,235,1545,1300,690,200,420,"     1.9",880,770,330,680
"BU03639606",2570,1270,1295,390,270,710,745,465,345,1235,1230,520,300,415,"     2.1",560,860,600,990
"BU03639700",3010,1500,1510,525,400,885,820,385,340,1905,1665,1020,185,470,"     1.7",900,1020,430,765
"BU03639701",1685,810,875,315,220,570,485,105,160,1230,870,465,105,310,"     1.9",360,360,620,295
"BU03639702",3310,1695,1615,435,410,720,1205,540,455,1125,1405,395,430,585,"     2.4",570,1240,890,1730
"BU03639703",3420,1660,1755,505,335,955,1085,545,390,1750,1645,660,375,620,"     2.1",550,780,1420,1280
"BU03639800",1485,705,775,255,180,330,465,265,150,165,635,180,195,270,"     2.3",260,580,280,1170
"BU03639801",120,65,55,40,10,30,35,10,15,10,35,5,10,30,"     3.2",20,20,60,95
