"hh_ID","hh_size","neighb_code","hh_type"
"7330","1","BU05183284","single"
"7331","1","BU05183284","single"
"7332","1","BU05183284","single"
"7333","1","BU05183284","single"
"7334","1","BU05183284","single"
"7335","1","BU05183284","single"
"7336","1","BU05183284","single"
"7337","1","BU05183284","single"
"7338","1","BU05183284","single"
"7339","1","BU05183284","single"
"7340","1","BU05183284","single"
"7341","1","BU05183284","single"
"7342","1","BU05183284","single"
"7343","1","BU05183284","single"
"7344","1","BU05183284","single"
"7345","1","BU05183284","single"
"7346","1","BU05183284","single"
"7347","1","BU05183284","single"
"7348","1","BU05183284","single"
"7349","1","BU05183284","single"
"7350","1","BU05183284","single"
"7351","1","BU05183284","single"
"7352","1","BU05183284","single"
"7353","1","BU05183284","single"
"7354","1","BU05183284","single"
"7355","1","BU05183284","single"
"7356","1","BU05183284","single"
"7357","1","BU05183284","single"
"7358","1","BU05183284","single"
"7359","1","BU05183284","single"
"7360","1","BU05183284","single"
"7361","1","BU05183284","single"
"7362","1","BU05183284","single"
"7363","1","BU05183284","single"
"7364","1","BU05183284","single"
"7365","1","BU05183284","single"
"7366","1","BU05183284","single"
"7367","1","BU05183284","single"
"7368","1","BU05183284","single"
"7369","1","BU05183284","single"
"7370","1","BU05183284","single"
"7371","1","BU05183284","single"
"7372","1","BU05183284","single"
"7373","1","BU05183284","single"
"7374","1","BU05183284","single"
"7375","1","BU05183284","single"
"7376","1","BU05183284","single"
"7377","1","BU05183284","single"
"7378","1","BU05183284","single"
"7379","1","BU05183284","single"
"7380","1","BU05183284","single"
"7381","1","BU05183284","single"
"7382","1","BU05183284","single"
"7383","1","BU05183284","single"
"7384","1","BU05183284","single"
"7385","1","BU05183284","single"
"7386","1","BU05183284","single"
"7387","1","BU05183284","single"
"7388","1","BU05183284","single"
"7389","1","BU05183284","single"
"7390","1","BU05183284","single"
"7391","1","BU05183284","single"
"7392","1","BU05183284","single"
"7393","1","BU05183284","single"
"7394","1","BU05183284","single"
"7395","1","BU05183284","single"
"7396","1","BU05183284","single"
"7397","1","BU05183284","single"
"7398","1","BU05183284","single"
"7399","1","BU05183284","single"
"7400","1","BU05183284","single"
"7401","1","BU05183284","single"
"7402","1","BU05183284","single"
"7403","1","BU05183284","single"
"7404","1","BU05183284","single"
"7405","1","BU05183284","single"
"7406","1","BU05183284","single"
"7407","1","BU05183284","single"
"7408","1","BU05183284","single"
"7409","1","BU05183284","single"
"7410","1","BU05183284","single"
"7411","1","BU05183284","single"
"7412","1","BU05183284","single"
"7413","1","BU05183284","single"
"7414","1","BU05183284","single"
"7415","1","BU05183284","single"
"7416","1","BU05183284","single"
"7417","1","BU05183284","single"
"7418","1","BU05183284","single"
"7419","1","BU05183284","single"
"7420","1","BU05183284","single"
"7421","1","BU05183284","single"
"7422","1","BU05183284","single"
"7423","1","BU05183284","single"
"7424","1","BU05183284","single"
"7425","1","BU05183284","single"
"7426","1","BU05183284","single"
"7427","1","BU05183284","single"
"7428","1","BU05183284","single"
"7429","1","BU05183284","single"
"7430","1","BU05183284","single"
"7431","1","BU05183284","single"
"7432","1","BU05183284","single"
"7433","1","BU05183284","single"
"7434","1","BU05183284","single"
"7435","1","BU05183284","single"
"7436","1","BU05183284","single"
"7437","1","BU05183284","single"
"7438","1","BU05183284","single"
"7439","1","BU05183284","single"
"7440","1","BU05183284","single"
"7441","1","BU05183284","single"
"7442","1","BU05183284","single"
"7443","1","BU05183284","single"
"7444","1","BU05183284","single"
"7445","1","BU05183284","single"
"7446","1","BU05183284","single"
"7447","1","BU05183284","single"
"7448","1","BU05183284","single"
"7449","1","BU05183284","single"
"7450","1","BU05183284","single"
"7451","1","BU05183284","single"
"7452","1","BU05183284","single"
"7453","1","BU05183284","single"
"7454","1","BU05183284","single"
"7455","1","BU05183284","single"
"7456","1","BU05183284","single"
"7457","1","BU05183284","single"
"7458","1","BU05183284","single"
"7459","1","BU05183284","single"
"7460","1","BU05183284","single"
"7461","1","BU05183284","single"
"7462","1","BU05183284","single"
"7463","1","BU05183284","single"
"7464","1","BU05183284","single"
"7465","1","BU05183284","single"
"7466","1","BU05183284","single"
"7467","1","BU05183284","single"
"7468","1","BU05183284","single"
"7469","1","BU05183284","single"
"7470","1","BU05183284","single"
"7471","1","BU05183284","single"
"7472","1","BU05183284","single"
"7473","1","BU05183284","single"
"7474","1","BU05183284","single"
"7475","1","BU05183284","single"
"7476","1","BU05183284","single"
"7477","1","BU05183284","single"
"7478","1","BU05183284","single"
"7479","1","BU05183284","single"
"7480","1","BU05183284","single"
"7481","1","BU05183284","single"
"7482","1","BU05183284","single"
"7483","1","BU05183284","single"
"7484","1","BU05183284","single"
"7485","1","BU05183284","single"
"7486","1","BU05183284","single"
"7487","1","BU05183284","single"
"7488","1","BU05183284","single"
"7489","1","BU05183284","single"
"7490","1","BU05183284","single"
"7491","1","BU05183284","single"
"7492","1","BU05183284","single"
"7493","1","BU05183284","single"
"7494","1","BU05183284","single"
"7495","1","BU05183284","single"
"7496","1","BU05183284","single"
"7497","1","BU05183284","single"
"7498","1","BU05183284","single"
"7499","1","BU05183284","single"
"7500","1","BU05183284","single"
"7501","1","BU05183284","single"
"7502","1","BU05183284","single"
"7503","1","BU05183284","single"
"7504","1","BU05183284","single"
"7505","1","BU05183284","single"
"7506","1","BU05183284","single"
"7507","1","BU05183284","single"
"7508","1","BU05183284","single"
"7509","1","BU05183284","single"
"7510","1","BU05183284","single"
"7511","1","BU05183284","single"
"7512","1","BU05183284","single"
"7513","1","BU05183284","single"
"7514","1","BU05183284","single"
"7515","1","BU05183284","single"
"7516","1","BU05183284","single"
"7517","1","BU05183284","single"
"7518","1","BU05183284","single"
"7519","1","BU05183284","single"
"7520","1","BU05183284","single"
"7521","1","BU05183284","single"
"7522","1","BU05183284","single"
"7523","1","BU05183284","single"
"7524","1","BU05183284","single"
"7525","1","BU05183284","single"
"7526","1","BU05183284","single"
"7527","1","BU05183284","single"
"7528","1","BU05183284","single"
"7529","1","BU05183284","single"
"7530","1","BU05183284","single"
"7531","1","BU05183284","single"
"7532","1","BU05183284","single"
"7533","1","BU05183284","single"
"7534","1","BU05183284","single"
"7535","1","BU05183284","single"
"7536","1","BU05183284","single"
"7537","1","BU05183284","single"
"7538","1","BU05183284","single"
"7539","1","BU05183284","single"
"7540","1","BU05183284","single"
"7541","1","BU05183284","single"
"7542","1","BU05183284","single"
"7543","1","BU05183284","single"
"7544","1","BU05183284","single"
"7545","1","BU05183284","single"
"7546","1","BU05183284","single"
"7547","1","BU05183284","single"
"7548","1","BU05183284","single"
"7549","1","BU05183284","single"
"7550","1","BU05183284","single"
"7551","1","BU05183284","single"
"7552","1","BU05183284","single"
"7553","1","BU05183284","single"
"7554","1","BU05183284","single"
"7555","1","BU05183284","single"
"7556","1","BU05183284","single"
"7557","1","BU05183284","single"
"7558","1","BU05183284","single"
"7559","1","BU05183284","single"
"7560","1","BU05183284","single"
"7561","1","BU05183284","single"
"7562","1","BU05183284","single"
"7563","1","BU05183284","single"
"7564","1","BU05183284","single"
"7565","1","BU05183284","single"
"7566","1","BU05183284","single"
"7567","1","BU05183284","single"
"7568","1","BU05183284","single"
"7569","1","BU05183284","single"
"7570","1","BU05183284","single"
"7571","1","BU05183284","single"
"7572","1","BU05183284","single"
"7573","1","BU05183284","single"
"7574","1","BU05183284","single"
"7575","1","BU05183284","single"
"7576","1","BU05183284","single"
"7577","1","BU05183284","single"
"7578","1","BU05183284","single"
"7579","1","BU05183284","single"
"7580","1","BU05183284","single"
"7581","1","BU05183284","single"
"7582","1","BU05183284","single"
"7583","1","BU05183284","single"
"7584","1","BU05183284","single"
"7585","1","BU05183284","single"
"7586","1","BU05183284","single"
"7587","1","BU05183284","single"
"7588","1","BU05183284","single"
"7589","1","BU05183284","single"
"7590","1","BU05183284","single"
"7591","1","BU05183284","single"
"7592","1","BU05183284","single"
"7593","1","BU05183284","single"
"7594","1","BU05183284","single"
"7595","1","BU05183284","single"
"7596","1","BU05183284","single"
"7597","1","BU05183284","single"
"7598","1","BU05183284","single"
"7599","1","BU05183284","single"
"7600","1","BU05183284","single"
"7601","1","BU05183284","single"
"7602","1","BU05183284","single"
"7603","1","BU05183284","single"
"7604","1","BU05183284","single"
"7605","1","BU05183284","single"
"7606","1","BU05183284","single"
"7607","1","BU05183284","single"
"7608","1","BU05183284","single"
"7609","1","BU05183284","single"
"7610","1","BU05183284","single"
"7611","1","BU05183284","single"
"7612","1","BU05183284","single"
"7613","1","BU05183284","single"
"7614","1","BU05183284","single"
"7615","1","BU05183284","single"
"7616","1","BU05183284","single"
"7617","1","BU05183284","single"
"7618","1","BU05183284","single"
"7619","1","BU05183284","single"
"7620","1","BU05183284","single"
"7621","1","BU05183284","single"
"7622","1","BU05183284","single"
"7623","1","BU05183284","single"
"7624","1","BU05183284","single"
"7625","1","BU05183284","single"
"7626","1","BU05183284","single"
"7627","1","BU05183284","single"
"7628","1","BU05183284","single"
"7629","1","BU05183284","single"
"7630","1","BU05183284","single"
"7631","1","BU05183284","single"
"7632","1","BU05183284","single"
"7633","1","BU05183284","single"
"7634","1","BU05183284","single"
"7635","1","BU05183284","single"
"7636","1","BU05183284","single"
"7637","1","BU05183284","single"
"7638","1","BU05183284","single"
"7639","1","BU05183284","single"
"7640","1","BU05183284","single"
"7641","1","BU05183284","single"
"7642","1","BU05183284","single"
"7643","1","BU05183284","single"
"7644","1","BU05183284","single"
"7645","1","BU05183284","single"
"7646","1","BU05183284","single"
"7647","1","BU05183284","single"
"7648","1","BU05183284","single"
"7649","1","BU05183284","single"
"7650","1","BU05183284","single"
"7651","1","BU05183284","single"
"7652","1","BU05183284","single"
"7653","1","BU05183284","single"
"7654","1","BU05183284","single"
"7655","1","BU05183284","single"
"7656","1","BU05183284","single"
"7657","1","BU05183284","single"
"7658","1","BU05183284","single"
"7659","1","BU05183284","single"
"7660","1","BU05183284","single"
"7661","1","BU05183284","single"
"7662","1","BU05183284","single"
"7663","1","BU05183284","single"
"7664","1","BU05183284","single"
"7665","1","BU05183284","single"
"7666","1","BU05183284","single"
"7667","1","BU05183284","single"
"7668","1","BU05183284","single"
"7669","1","BU05183284","single"
"7670","1","BU05183284","single"
"7671","1","BU05183284","single"
"7672","1","BU05183284","single"
"7673","1","BU05183284","single"
"7674","1","BU05183284","single"
"7675","1","BU05183284","single"
"7676","1","BU05183284","single"
"7677","1","BU05183284","single"
"7678","1","BU05183284","single"
"7679","1","BU05183284","single"
"7680","1","BU05183284","single"
"7681","1","BU05183284","single"
"7682","1","BU05183284","single"
"7683","1","BU05183284","single"
"7684","1","BU05183284","single"
"7685","1","BU05183284","single"
"7686","1","BU05183284","single"
"7687","1","BU05183284","single"
"7688","1","BU05183284","single"
"7689","1","BU05183284","single"
"7690","1","BU05183284","single"
"7691","1","BU05183284","single"
"7692","1","BU05183284","single"
"7693","1","BU05183284","single"
"7694","1","BU05183284","single"
"7695","1","BU05183284","single"
"7696","1","BU05183284","single"
"7697","1","BU05183284","single"
"7698","1","BU05183284","single"
"7699","1","BU05183284","single"
"7700","1","BU05183284","single"
"7701","1","BU05183284","single"
"7702","1","BU05183284","single"
"7703","1","BU05183284","single"
"7704","1","BU05183284","single"
"7705","1","BU05183284","single"
"7706","1","BU05183284","single"
"7707","1","BU05183284","single"
"7708","1","BU05183284","single"
"7709","1","BU05183284","single"
"7710","1","BU05183284","single"
"7711","1","BU05183284","single"
"7712","1","BU05183284","single"
"7713","1","BU05183284","single"
"7714","1","BU05183284","single"
"7715","1","BU05183284","single"
"7716","1","BU05183284","single"
"7717","1","BU05183284","single"
"7718","1","BU05183284","single"
"7719","1","BU05183284","single"
"7720","1","BU05183284","single"
"7721","1","BU05183284","single"
"7722","1","BU05183284","single"
"7723","1","BU05183284","single"
"7724","1","BU05183284","single"
"7725","1","BU05183284","single"
"7726","1","BU05183284","single"
"7727","1","BU05183284","single"
"7728","1","BU05183284","single"
"7729","1","BU05183284","single"
"7730","1","BU05183284","single"
"7731","1","BU05183284","single"
"7732","1","BU05183284","single"
"7733","1","BU05183284","single"
"7734","1","BU05183284","single"
"7735","1","BU05183284","single"
"7736","1","BU05183284","single"
"7737","1","BU05183284","single"
"7738","1","BU05183284","single"
"7739","1","BU05183284","single"
"7740","1","BU05183284","single"
"7741","1","BU05183284","single"
"7742","1","BU05183284","single"
"7743","1","BU05183284","single"
"7744","1","BU05183284","single"
"7745","1","BU05183284","single"
"7746","1","BU05183284","single"
"7747","1","BU05183284","single"
"7748","1","BU05183284","single"
"7749","1","BU05183284","single"
"7750","1","BU05183284","single"
"7751","1","BU05183284","single"
"7752","1","BU05183284","single"
"7753","1","BU05183284","single"
"7754","1","BU05183284","single"
"7755","1","BU05183284","single"
"7756","1","BU05183284","single"
"7757","1","BU05183284","single"
"7758","1","BU05183284","single"
"7759","1","BU05183284","single"
"7760","1","BU05183284","single"
"7761","1","BU05183284","single"
"7762","1","BU05183284","single"
"7763","1","BU05183284","single"
"7764","1","BU05183284","single"
"7765","1","BU05183284","single"
"7766","1","BU05183284","single"
"7767","1","BU05183284","single"
"7768","1","BU05183284","single"
"7769","1","BU05183284","single"
"7770","1","BU05183284","single"
"7771","1","BU05183284","single"
"7772","1","BU05183284","single"
"7773","1","BU05183284","single"
"7774","1","BU05183284","single"
"7775","1","BU05183284","single"
"7776","1","BU05183284","single"
"7777","1","BU05183284","single"
"7778","1","BU05183284","single"
"7779","1","BU05183284","single"
"7780","1","BU05183284","single"
"7781","1","BU05183284","single"
"7782","1","BU05183284","single"
"7783","1","BU05183284","single"
"7784","1","BU05183284","single"
"7785","1","BU05183284","single"
"7786","1","BU05183284","single"
"7787","1","BU05183284","single"
"7788","1","BU05183284","single"
"7789","1","BU05183284","single"
"7790","1","BU05183284","single"
"7791","1","BU05183284","single"
"7792","1","BU05183284","single"
"7793","1","BU05183284","single"
"7794","1","BU05183284","single"
"7795","1","BU05183284","single"
"7796","1","BU05183284","single"
"7797","1","BU05183284","single"
"7798","1","BU05183284","single"
"7799","1","BU05183284","single"
"7800","1","BU05183284","single"
"7801","1","BU05183284","single"
"7802","1","BU05183284","single"
"7803","1","BU05183284","single"
"7804","1","BU05183284","single"
"7805","1","BU05183284","single"
"7806","1","BU05183284","single"
"7807","1","BU05183284","single"
"7808","1","BU05183284","single"
"7809","1","BU05183284","single"
"7810","1","BU05183284","single"
"7811","1","BU05183284","single"
"7812","1","BU05183284","single"
"7813","1","BU05183284","single"
"7814","1","BU05183284","single"
"7815","1","BU05183284","single"
"7816","1","BU05183284","single"
"7817","1","BU05183284","single"
"7818","1","BU05183284","single"
"7819","1","BU05183284","single"
"7820","1","BU05183284","single"
"7821","1","BU05183284","single"
"7822","1","BU05183284","single"
"7823","1","BU05183284","single"
"7824","1","BU05183284","single"
"7825","1","BU05183284","single"
"7826","1","BU05183284","single"
"7827","1","BU05183284","single"
"7828","1","BU05183284","single"
"7829","1","BU05183284","single"
"7830","1","BU05183284","single"
"7831","1","BU05183284","single"
"7832","1","BU05183284","single"
"7833","1","BU05183284","single"
"7834","1","BU05183284","single"
"7835","1","BU05183284","single"
"7836","1","BU05183284","single"
"7837","1","BU05183284","single"
"7838","1","BU05183284","single"
"7839","1","BU05183284","single"
"7840","1","BU05183284","single"
"7841","1","BU05183284","single"
"7842","1","BU05183284","single"
"7843","1","BU05183284","single"
"7844","1","BU05183284","single"
"7845","1","BU05183284","single"
"7846","1","BU05183284","single"
"7847","1","BU05183284","single"
"7848","1","BU05183284","single"
"7849","1","BU05183284","single"
"7850","1","BU05183284","single"
"7851","1","BU05183284","single"
"7852","1","BU05183284","single"
"7853","1","BU05183284","single"
"7854","1","BU05183284","single"
"7855","1","BU05183284","single"
"7856","1","BU05183284","single"
"7857","1","BU05183284","single"
"7858","1","BU05183284","single"
"7859","1","BU05183284","single"
"7860","1","BU05183284","single"
"7861","1","BU05183284","single"
"7862","1","BU05183284","single"
"7863","1","BU05183284","single"
"7864","1","BU05183284","single"
"7865","1","BU05183284","single"
"7866","1","BU05183284","single"
"7867","1","BU05183284","single"
"7868","1","BU05183284","single"
"7869","1","BU05183284","single"
"7870","1","BU05183284","single"
"7871","1","BU05183284","single"
"7872","1","BU05183284","single"
"7873","1","BU05183284","single"
"7874","1","BU05183284","single"
"7875","1","BU05183284","single"
"7876","1","BU05183284","single"
"7877","1","BU05183284","single"
"7878","1","BU05183284","single"
"7879","1","BU05183284","single"
"7880","1","BU05183284","single"
"7881","1","BU05183284","single"
"7882","1","BU05183284","single"
"7883","1","BU05183284","single"
"7884","1","BU05183284","single"
"7885","1","BU05183284","single"
"7886","1","BU05183284","single"
"7887","1","BU05183284","single"
"7888","1","BU05183284","single"
"7889","1","BU05183284","single"
"7890","1","BU05183284","single"
"7891","1","BU05183284","single"
"7892","1","BU05183284","single"
"7893","1","BU05183284","single"
"7894","1","BU05183284","single"
"7895","1","BU05183284","single"
"7896","1","BU05183284","single"
"7897","1","BU05183284","single"
"7898","1","BU05183284","single"
"7899","1","BU05183284","single"
"7900","1","BU05183284","single"
"7901","1","BU05183284","single"
"7902","1","BU05183284","single"
"7903","1","BU05183284","single"
"7904","1","BU05183284","single"
"7905","1","BU05183284","single"
"7906","1","BU05183284","single"
"7907","1","BU05183284","single"
"7908","1","BU05183284","single"
"7909","1","BU05183284","single"
"7910","1","BU05183284","single"
"7911","1","BU05183284","single"
"7912","1","BU05183284","single"
"7913","1","BU05183284","single"
"7914","1","BU05183284","single"
"7915","1","BU05183284","single"
"7916","1","BU05183284","single"
"7917","1","BU05183284","single"
"7918","1","BU05183284","single"
"7919","1","BU05183284","single"
"7920","1","BU05183284","single"
"7921","1","BU05183284","single"
"7922","1","BU05183284","single"
"7923","1","BU05183284","single"
"7924","1","BU05183284","single"
"7925","1","BU05183284","single"
"7926","1","BU05183284","single"
"7927","1","BU05183284","single"
"7928","1","BU05183284","single"
"7929","1","BU05183284","single"
"7930","1","BU05183284","single"
"7931","1","BU05183284","single"
"7932","1","BU05183284","single"
"7933","1","BU05183284","single"
"7934","1","BU05183284","single"
"7935","1","BU05183284","single"
"7936","1","BU05183284","single"
"7937","1","BU05183284","single"
"7938","1","BU05183284","single"
"7939","1","BU05183284","single"
"7940","1","BU05183284","single"
"7941","1","BU05183284","single"
"7942","1","BU05183284","single"
"7943","1","BU05183284","single"
"7944","1","BU05183284","single"
"7945","1","BU05183284","single"
"7946","1","BU05183284","single"
"7947","1","BU05183284","single"
"7948","1","BU05183284","single"
"7949","1","BU05183284","single"
"7950","1","BU05183284","single"
"7951","1","BU05183284","single"
"7952","1","BU05183284","single"
"7953","1","BU05183284","single"
"7954","1","BU05183284","single"
"7955","1","BU05183284","single"
"7956","1","BU05183284","single"
"7957","1","BU05183284","single"
"7958","1","BU05183284","single"
"7959","1","BU05183284","single"
"7960","1","BU05183284","single"
"7961","1","BU05183284","single"
"7962","1","BU05183284","single"
"7963","1","BU05183284","single"
"7964","1","BU05183284","single"
"7965","1","BU05183284","single"
"7966","1","BU05183284","single"
"7967","1","BU05183284","single"
"7968","1","BU05183284","single"
"7969","1","BU05183284","single"
"7970","1","BU05183284","single"
"7971","1","BU05183284","single"
"7972","1","BU05183284","single"
"7973","1","BU05183284","single"
"7974","1","BU05183284","single"
"7975","1","BU05183284","single"
"7976","1","BU05183284","single"
"7977","1","BU05183284","single"
"7978","1","BU05183284","single"
"7979","1","BU05183284","single"
"7980","1","BU05183284","single"
"7981","1","BU05183284","single"
"7982","1","BU05183284","single"
"7983","1","BU05183284","single"
"7984","1","BU05183284","single"
"7985","1","BU05183284","single"
"7986","1","BU05183284","single"
"7987","1","BU05183284","single"
"7988","1","BU05183284","single"
"7989","1","BU05183284","single"
"7990","1","BU05183284","single"
"7991","1","BU05183284","single"
"7992","1","BU05183284","single"
"7993","1","BU05183284","single"
"7994","1","BU05183284","single"
"7995","1","BU05183284","single"
"7996","1","BU05183284","single"
"7997","1","BU05183284","single"
"7998","1","BU05183284","single"
"7999","1","BU05183284","single"
"8000","1","BU05183284","single"
"8001","1","BU05183284","single"
"8002","1","BU05183284","single"
"8003","1","BU05183284","single"
"8004","1","BU05183284","single"
"8005","1","BU05183284","single"
"8006","1","BU05183284","single"
"8007","1","BU05183284","single"
"8008","1","BU05183284","single"
"8009","1","BU05183284","single"
"8010","4","BU05183398","single-parent"
"8011","5","BU05183398","couple_with_children"
"8012","4","BU05183398","single-parent"
"8013","5","BU05183398","couple_with_children"
"8014","5","BU05183398","couple_with_children"
"8015","5","BU05183398","couple_with_children"
"8016","4","BU05183398","single-parent"
"8017","4","BU05183398","single-parent"
"8018","5","BU05183398","couple_with_children"
"8019","5","BU05183398","couple_with_children"
"8020","4","BU05183398","single-parent"
"8021","4","BU05183398","single-parent"
"8022","4","BU05183398","single-parent"
"8023","5","BU05183398","couple_with_children"
"8024","4","BU05183398","single-parent"
"8025","4","BU05183398","single-parent"
"8026","4","BU05183398","single-parent"
"8027","5","BU05183398","couple_with_children"
"8028","5","BU05183398","couple_with_children"
"8029","4","BU05183398","single-parent"
"8030","5","BU05183398","couple_with_children"
"8031","5","BU05183398","couple_with_children"
"8032","5","BU05183398","couple_with_children"
"8033","5","BU05183398","couple_with_children"
"8034","5","BU05183398","couple_with_children"
"8035","5","BU05183398","couple_with_children"
"8036","4","BU05183398","single-parent"
"8037","4","BU05183398","single-parent"
"8038","4","BU05183398","single-parent"
"8039","4","BU05183398","single-parent"
"8040","4","BU05183398","single-parent"
"8041","4","BU05183398","single-parent"
"8042","5","BU05183398","couple_with_children"
"8043","4","BU05183398","single-parent"
"8044","5","BU05183398","couple_with_children"
"8045","5","BU05183398","couple_with_children"
"8046","4","BU05183398","single-parent"
"8047","5","BU05183398","couple_with_children"
"8048","5","BU05183398","couple_with_children"
"8049","5","BU05183398","couple_with_children"
"8050","5","BU05183398","couple_with_children"
"8051","5","BU05183398","couple_with_children"
"8052","4","BU05183398","single-parent"
"8053","5","BU05183398","couple_with_children"
"8054","4","BU05183398","single-parent"
"8055","5","BU05183398","couple_with_children"
"8056","5","BU05183398","couple_with_children"
"8057","5","BU05183398","couple_with_children"
"8058","4","BU05183398","single-parent"
"8059","5","BU05183398","couple_with_children"
"8060","4","BU05183398","single-parent"
"8061","5","BU05183398","couple_with_children"
"8062","5","BU05183398","couple_with_children"
"8063","5","BU05183398","couple_with_children"
"8064","5","BU05183398","couple_with_children"
"8065","5","BU05183398","couple_with_children"
"8066","5","BU05183398","couple_with_children"
"8067","4","BU05183398","single-parent"
"8068","5","BU05183398","couple_with_children"
"8069","5","BU05183398","couple_with_children"
"8070","5","BU05183398","couple_with_children"
"8071","5","BU05183398","couple_with_children"
"8072","5","BU05183398","couple_with_children"
"8073","5","BU05183398","couple_with_children"
"8074","4","BU05183398","single-parent"
"8075","5","BU05183398","couple_with_children"
"8076","4","BU05183398","single-parent"
"8077","5","BU05183398","couple_with_children"
"8078","5","BU05183398","couple_with_children"
"8079","4","BU05183398","single-parent"
"8080","4","BU05183398","single-parent"
"8081","5","BU05183398","couple_with_children"
"8082","5","BU05183398","couple_with_children"
"8083","5","BU05183398","couple_with_children"
"8084","4","BU05183398","single-parent"
"8085","5","BU05183398","couple_with_children"
"8086","5","BU05183398","couple_with_children"
"8087","4","BU05183398","single-parent"
"8088","4","BU05183398","single-parent"
"8089","4","BU05183398","single-parent"
"8090","5","BU05183398","couple_with_children"
"8091","4","BU05183398","single-parent"
"8092","5","BU05183398","couple_with_children"
"8093","5","BU05183398","couple_with_children"
"8094","5","BU05183398","couple_with_children"
"8095","5","BU05183398","couple_with_children"
"8096","4","BU05183398","single-parent"
"8097","5","BU05183398","couple_with_children"
"8098","5","BU05183398","couple_with_children"
"8099","5","BU05183398","couple_with_children"
"8100","4","BU05183398","single-parent"
"8101","5","BU05183398","couple_with_children"
"8102","4","BU05183398","single-parent"
"8103","4","BU05183398","single-parent"
"8104","4","BU05183398","single-parent"
"8105","5","BU05183398","couple_with_children"
"8106","4","BU05183398","single-parent"
"8107","5","BU05183398","couple_with_children"
"8108","5","BU05183398","couple_with_children"
"8109","4","BU05183398","single-parent"
"8110","5","BU05183398","couple_with_children"
"8111","5","BU05183398","couple_with_children"
"8112","5","BU05183398","couple_with_children"
"8113","4","BU05183398","single-parent"
"8114","5","BU05183398","couple_with_children"
"8115","4","BU05183398","single-parent"
"8116","5","BU05183398","couple_with_children"
"8117","5","BU05183398","couple_with_children"
"8118","5","BU05183398","couple_with_children"
"8119","5","BU05183398","couple_with_children"
"8120","5","BU05183398","couple_with_children"
"8121","4","BU05183398","single-parent"
"8122","5","BU05183398","couple_with_children"
"8123","5","BU05183398","couple_with_children"
"8124","5","BU05183398","couple_with_children"
"8125","5","BU05183398","couple_with_children"
"8126","5","BU05183398","couple_with_children"
"8127","5","BU05183398","couple_with_children"
"8128","5","BU05183398","couple_with_children"
"8129","5","BU05183398","couple_with_children"
"8130","5","BU05183398","couple_with_children"
"8131","4","BU05183398","single-parent"
"8132","5","BU05183398","couple_with_children"
"8133","5","BU05183398","couple_with_children"
"8134","5","BU05183398","couple_with_children"
"8135","4","BU05183398","single-parent"
"8136","4","BU05183398","single-parent"
"8137","4","BU05183398","single-parent"
"8138","5","BU05183398","couple_with_children"
"8139","5","BU05183398","couple_with_children"
"8140","5","BU05183398","couple_with_children"
"8141","4","BU05183398","single-parent"
"8142","5","BU05183398","couple_with_children"
"8143","4","BU05183398","single-parent"
"8144","5","BU05183398","couple_with_children"
"8145","4","BU05183398","single-parent"
"8146","5","BU05183398","couple_with_children"
"8147","5","BU05183398","couple_with_children"
"8148","5","BU05183398","couple_with_children"
"8149","4","BU05183398","single-parent"
"8150","5","BU05183398","couple_with_children"
"8151","5","BU05183398","couple_with_children"
"8152","4","BU05183398","single-parent"
"8153","5","BU05183398","couple_with_children"
"8154","4","BU05183398","single-parent"
"8155","4","BU05183398","single-parent"
"8156","5","BU05183398","couple_with_children"
"8157","5","BU05183398","couple_with_children"
"8158","5","BU05183398","couple_with_children"
"8159","5","BU05183398","couple_with_children"
"8160","4","BU05183398","single-parent"
"8161","4","BU05183398","single-parent"
"8162","5","BU05183398","couple_with_children"
"8163","4","BU05183398","single-parent"
"8164","5","BU05183398","couple_with_children"
"8165","5","BU05183398","couple_with_children"
"8166","5","BU05183398","couple_with_children"
"8167","4","BU05183398","single-parent"
"8168","4","BU05183398","single-parent"
"8169","4","BU05183398","single-parent"
"8170","5","BU05183398","couple_with_children"
"8171","5","BU05183398","couple_with_children"
"8172","4","BU05183398","single-parent"
"8173","5","BU05183398","couple_with_children"
"8174","5","BU05183398","couple_with_children"
"8175","5","BU05183398","couple_with_children"
"8176","5","BU05183398","couple_with_children"
"8177","4","BU05183398","single-parent"
"8178","4","BU05183398","single-parent"
"8179","5","BU05183398","couple_with_children"
"8180","5","BU05183398","couple_with_children"
"8181","5","BU05183398","couple_with_children"
"8182","5","BU05183398","couple_with_children"
"8183","4","BU05183398","single-parent"
"8184","5","BU05183398","couple_with_children"
"8185","5","BU05183398","couple_with_children"
"8186","5","BU05183398","couple_with_children"
"8187","5","BU05183398","couple_with_children"
"8188","5","BU05183398","couple_with_children"
"8189","5","BU05183398","couple_with_children"
"8190","4","BU05183398","single-parent"
"8191","4","BU05183398","single-parent"
"8192","4","BU05183398","single-parent"
"8193","5","BU05183398","couple_with_children"
"8194","5","BU05183398","couple_with_children"
"8195","4","BU05183398","single-parent"
"8196","5","BU05183398","couple_with_children"
"8197","4","BU05183398","single-parent"
"8198","5","BU05183398","couple_with_children"
"8199","5","BU05183398","couple_with_children"
"8200","5","BU05183398","couple_with_children"
"8201","5","BU05183398","couple_with_children"
"8202","5","BU05183398","couple_with_children"
"8203","5","BU05183398","couple_with_children"
"8204","5","BU05183398","couple_with_children"
